"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374973, SEN S/N: 10200135)","Wetness, % (LGR S/N: 10374973, SEN S/N: 10205906)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222765, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222769, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374973, SEN S/N: 10222873)","Voltage, V (LGR S/N: 10374973, SEN S/N: 10348623)","Current, mA (LGR S/N: 10374973, SEN S/N: 10348623)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10359303)","RH, % (LGR S/N: 10374973, SEN S/N: 10359303)","DewPt, °C (LGR S/N: 10374973, SEN S/N: 10359303)","Batt, V (LGR S/N: 10374973)"
1,2014-06-21 09:45:00,626.9,3.53,22.250,22.369,0.3422,-0.1988,0.0000,25.550,63.300,18.1,4.369
2,2014-06-21 09:50:00,625.6,3.53,22.250,22.369,0.3422,-0.1988,0.0000,25.817,62.500,18.1,4.387
3,2014-06-21 09:55:00,656.9,3.53,22.250,22.369,0.3418,-0.1988,0.0000,25.817,61.500,17.9,4.363
4,2014-06-21 10:00:00,669.4,3.53,22.274,22.369,0.3418,-0.1988,0.0000,26.012,59.800,17.6,4.357
5,2014-06-21 10:05:00,681.9,3.53,22.274,22.369,0.3418,-0.1988,0.0000,26.134,59.800,17.7,4.351
6,2014-06-21 10:10:00,685.6,3.53,22.274,22.369,0.3422,-0.1937,0.0000,26.280,58.700,17.6,4.387
7,2014-06-21 10:15:00,703.1,3.53,22.274,22.369,0.3418,-0.1988,0.0000,26.842,58.000,17.9,4.363
8,2014-06-21 10:20:00,714.4,3.53,22.298,22.369,0.3422,-0.1988,0.0000,26.695,56.800,17.4,4.357
9,2014-06-21 10:25:00,726.9,3.53,22.298,22.393,0.3418,-0.1937,0.0000,26.598,57.000,17.4,4.351
10,2014-06-21 10:30:00,713.1,3.53,22.321,22.393,0.3422,-0.1988,0.0000,26.916,55.300,17.2,4.351
11,2014-06-21 10:35:00,750.6,3.53,22.321,22.393,0.3418,-0.1988,0.0000,26.695,55.800,17.2,4.381
12,2014-06-21 10:40:00,761.9,3.53,22.345,22.417,0.3422,-0.1988,0.0000,26.378,55.700,16.8,4.363
13,2014-06-21 10:45:00,765.6,3.53,22.345,22.417,0.3422,-0.1988,0.0000,27.136,54.600,17.2,4.363
14,2014-06-21 10:50:00,784.4,3.53,22.369,22.417,0.3422,-0.1937,0.0000,27.628,53.900,17.5,4.357
15,2014-06-21 10:55:00,793.1,3.53,22.369,22.441,0.3422,-0.1988,0.0000,27.998,52.700,17.5,4.369
16,2014-06-21 11:00:00,810.6,3.53,22.393,22.441,0.3422,-0.1988,0.0000,27.875,52.200,17.2,4.369
17,2014-06-21 11:05:00,820.6,3.53,22.393,22.441,0.3422,-0.1988,0.0000,27.604,50.800,16.5,4.363
18,2014-06-21 11:10:00,835.6,4.12,22.417,22.465,0.3422,-0.1988,0.0000,28.320,50.800,17.2,4.357
19,2014-06-21 11:15:00,840.6,3.53,22.441,22.465,0.3422,-0.1988,0.0000,28.270,50.000,16.9,4.351
20,2014-06-21 11:20:00,848.1,3.53,22.465,22.465,0.3422,-0.1988,0.0000,28.518,50.000,17.1,4.369
21,2014-06-21 11:25:00,859.4,4.12,22.465,22.489,0.3422,-0.1988,0.0000,28.866,47.500,16.6,4.363
22,2014-06-21 11:30:00,849.4,4.12,22.489,22.513,0.3422,-0.1988,0.0000,29.015,48.900,17.2,4.357
23,2014-06-21 11:35:00,876.9,4.12,22.513,22.513,0.3422,-0.1988,0.0000,28.791,46.900,16.3,4.351
24,2014-06-21 11:40:00,883.1,4.12,22.513,22.537,0.3422,-0.1988,0.0000,29.165,47.500,16.9,4.369
25,2014-06-21 11:45:00,888.1,4.12,22.537,22.537,0.3422,-0.1988,0.0000,28.941,46.500,16.3,4.357
26,2014-06-21 11:50:00,890.6,4.12,22.561,22.561,0.3427,-0.1988,0.0000,29.665,46.300,16.9,4.357
27,2014-06-21 11:55:00,838.1,4.12,22.585,22.561,0.3422,-0.1988,0.0000,29.690,46.000,16.9,4.351
28,2014-06-21 12:00:00,869.4,4.12,22.609,22.585,0.3422,-0.1988,0.0000,30.041,44.700,16.7,4.381
29,2014-06-21 12:05:00,878.1,4.12,22.609,22.609,0.3422,-0.1988,0.0000,29.790,45.200,16.7,4.357
30,2014-06-21 12:10:00,910.6,4.12,22.633,22.609,0.3422,-0.1988,0.0000,30.192,45.100,17.0,4.351
31,2014-06-21 12:15:00,888.1,4.71,22.681,22.633,0.3427,-0.1988,0.0000,30.419,44.500,17.0,4.351
32,2014-06-21 12:20:00,910.6,4.71,22.705,22.657,0.3422,-0.1988,0.0000,30.167,44.200,16.7,4.418
33,2014-06-21 12:25:00,918.1,4.12,22.753,22.681,0.3427,-0.1988,0.0000,30.192,43.900,16.6,4.363
34,2014-06-21 12:30:00,920.6,4.12,22.800,22.705,0.3427,-0.1988,0.0000,30.142,43.600,16.4,4.357
35,2014-06-21 12:35:00,906.9,4.71,22.848,22.753,0.3422,-0.1988,0.0000,30.672,41.500,16.1,4.351
36,2014-06-21 12:40:00,934.4,4.71,22.920,22.776,0.3427,-0.1988,0.0000,31.281,41.700,16.7,4.351
37,2014-06-21 12:45:00,933.1,4.71,22.968,22.824,0.3427,-0.1988,0.0000,31.357,41.600,16.8,4.363
38,2014-06-21 12:50:00,914.4,4.71,23.040,22.872,0.3427,-0.1988,0.0000,30.722,41.500,16.2,4.363
39,2014-06-21 12:55:00,925.6,4.71,23.112,22.920,0.3432,-0.1988,0.0000,30.495,44.700,17.1,4.357
40,2014-06-21 13:00:00,920.6,4.71,23.208,22.968,0.3432,-0.1988,0.0000,31.001,44.900,17.7,4.351
