"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10221049, SEN S/N: 10200136)","Voltage, V (LGR S/N: 10221049, SEN S/N: 10200856)","Current, mA (LGR S/N: 10221049, SEN S/N: 10200856)","Wetness, % (LGR S/N: 10221049, SEN S/N: 10205909)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213641)","RH, % (LGR S/N: 10221049, SEN S/N: 10213641)","DewPt, °C (LGR S/N: 10221049, SEN S/N: 10213641)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213736, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10221049, SEN S/N: 10213737, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10221049, SEN S/N: 10222872)","Batt, V (LGR S/N: 10221049)"
1,2013-02-13 13:10:00,633.1,-0.2039,0.0000,4.71,21.604,33.500,4.9,15.175,17.534,0.1604,4.345
2,2013-02-13 13:15:00,630.6,-0.2039,0.0000,4.12,21.652,32.700,4.6,15.151,17.368,0.1608,4.387
3,2013-02-13 13:20:00,623.1,-0.2039,0.0000,4.71,21.891,33.200,5.0,15.127,17.201,0.1615,4.387
4,2013-02-13 13:25:00,609.4,-0.2039,0.0000,4.71,21.867,34.200,5.4,15.079,17.058,0.1623,4.363
5,2013-02-13 13:30:00,606.9,-0.2039,0.0000,4.12,21.223,34.600,5.0,15.055,16.939,0.1623,4.363
6,2013-02-13 13:35:00,600.6,-0.2039,0.0000,4.71,21.724,35.600,5.9,15.008,16.820,0.1634,4.369
7,2013-02-13 13:40:00,541.9,-0.2039,0.0000,4.71,22.226,35.000,6.1,14.984,16.725,0.1634,4.442
8,2013-02-13 13:45:00,380.6,-0.2039,0.0000,4.12,21.533,36.000,5.8,14.960,16.606,0.1634,4.369
9,2013-02-13 13:50:00,368.1,-0.2039,0.0000,4.12,21.103,36.500,5.7,14.936,16.463,0.1634,4.363
10,2013-02-13 13:55:00,193.1,-0.2039,0.0000,3.53,20.507,37.400,5.5,14.912,16.296,0.1634,4.363
11,2013-02-13 14:00:00,260.6,-0.2039,0.0000,2.94,20.507,38.400,5.9,14.864,16.129,0.1638,4.387
12,2013-02-13 14:05:00,164.4,-0.2039,0.0000,2.94,20.555,38.300,5.9,14.840,15.963,0.1634,4.406
13,2013-02-13 14:10:00,79.4,-0.2039,0.0000,2.35,20.174,38.100,5.5,14.792,15.819,0.1634,4.381
14,2013-02-13 14:15:00,233.1,-0.2039,0.0000,2.35,19.555,40.700,5.9,14.745,15.700,0.1634,4.363
15,2013-02-13 14:20:00,289.4,-0.2039,0.0000,2.94,19.722,39.700,5.6,14.697,15.605,0.1634,4.363
16,2013-02-13 14:25:00,430.6,-0.2039,0.0000,2.94,19.960,39.700,5.9,14.649,15.485,0.1638,4.400
17,2013-02-13 14:30:00,410.6,-0.2039,0.0000,2.94,19.674,44.200,7.2,14.601,15.390,0.1638,4.400
18,2013-02-13 14:35:00,328.1,-0.2039,0.0000,2.94,19.579,45.800,7.6,14.553,15.270,0.1634,4.375
19,2013-02-13 14:40:00,184.4,-0.2039,0.0000,2.94,19.365,45.300,7.2,14.505,15.175,0.1638,4.363
20,2013-02-13 14:45:00,41.9,-0.2039,0.0000,2.94,19.436,45.400,7.3,14.457,15.079,0.1638,4.363
21,2013-02-13 14:50:00,273.1,-0.2039,0.0000,2.35,18.794,47.400,7.4,14.433,14.984,0.1634,4.393
22,2013-02-13 14:55:00,120.6,-0.2039,0.0000,1.76,18.533,47.200,7.1,14.385,14.912,0.1638,4.363
23,2013-02-13 15:00:00,295.6,-0.2039,0.0000,1.76,18.509,47.400,7.1,14.337,14.816,0.1638,4.381
24,2013-02-13 15:05:00,41.9,-0.2039,0.0000,2.35,18.319,47.000,6.8,14.290,14.745,0.1634,4.393
25,2013-02-13 15:10:00,111.9,-0.2039,0.0000,2.35,18.366,46.600,6.7,14.266,14.649,0.1634,4.375
26,2013-02-13 15:15:00,130.6,-0.2039,0.0000,1.76,18.200,44.800,6.0,14.218,14.577,0.1638,4.369
27,2013-02-13 15:20:00,190.6,-0.2039,0.0000,1.76,18.010,43.000,5.3,14.170,14.505,0.1638,4.363
28,2013-02-13 15:25:00,183.1,-0.2039,0.0000,1.76,18.010,41.500,4.8,14.146,14.409,0.1638,4.363
29,2013-02-13 15:30:00,319.4,-0.2039,0.0000,2.94,18.081,40.800,4.6,14.098,14.337,0.1634,4.357
30,2013-02-13 15:35:00,95.6,-0.2039,0.0000,1.76,17.701,41.600,4.5,14.074,14.242,0.1638,4.357
31,2013-02-13 15:40:00,41.9,-0.2039,0.0000,1.76,17.677,42.500,4.8,14.026,14.146,0.1634,4.351
32,2013-02-13 15:45:00,39.4,-0.2039,0.0000,1.76,17.368,41.900,4.3,13.978,14.074,0.1638,4.351
33,2013-02-13 15:50:00,38.1,-0.2039,0.0000,1.76,17.249,43.100,4.6,13.954,14.026,0.1642,4.351
34,2013-02-13 15:55:00,33.1,-0.2039,0.0000,1.18,16.939,42.900,4.3,13.906,13.954,0.1638,4.351
35,2013-02-13 16:00:00,28.1,-0.2039,0.0000,1.18,16.773,42.100,3.8,13.858,13.882,0.1634,4.351
36,2013-02-13 16:05:00,25.6,-0.2039,0.0000,1.18,16.701,40.100,3.1,13.834,13.810,0.1638,4.351
37,2013-02-13 16:10:00,23.1,-0.2039,0.0000,1.18,16.487,40.200,2.9,13.810,13.738,0.1638,4.351
38,2013-02-13 16:15:00,21.9,-0.2039,0.0000,1.18,16.487,41.200,3.3,13.762,13.642,0.1638,4.351
39,2013-02-13 16:20:00,19.4,-0.2039,0.0000,1.18,16.511,37.300,1.9,13.714,13.570,0.1634,4.345
40,2013-02-13 16:25:00,18.1,-0.2039,0.0000,1.18,16.463,40.700,3.1,13.690,13.497,0.1634,4.345
41,2013-02-13 16:30:00,18.1,-0.2039,0.0000,1.18,16.415,40.900,3.1,13.666,13.425,0.1634,4.345
42,2013-02-13 16:35:00,16.9,-0.2039,0.0000,1.18,16.463,41.200,3.3,13.618,13.377,0.1634,4.345
43,2013-02-13 16:40:00,16.9,-0.2039,0.0000,1.18,16.392,40.700,3.0,13.570,13.353,0.1629,4.345
44,2013-02-13 16:45:00,15.6,-0.2039,0.0000,1.18,16.177,42.500,3.4,13.546,13.305,0.1634,4.345
45,2013-02-13 16:50:00,14.4,-0.2039,0.0000,1.18,16.058,43.300,3.6,13.522,13.257,0.1634,4.345
46,2013-02-13 16:55:00,45.6,-0.2039,0.0000,1.18,15.915,45.400,4.1,13.473,13.233,0.1629,4.345
47,2013-02-13 17:00:00,14.4,-0.2039,0.0000,1.18,15.485,47.000,4.2,13.449,13.185,0.1629,4.345
48,2013-02-13 17:05:00,8.1,-0.2039,0.0000,1.18,15.223,48.400,4.4,13.425,13.112,0.1629,4.345
49,2013-02-13 17:10:00,5.6,-0.2039,0.0000,1.18,15.008,51.000,5.0,13.401,13.064,0.1629,4.345
50,2013-02-13 17:15:00,5.6,-0.2039,0.0000,1.18,14.816,52.700,5.3,13.377,13.016,0.1623,4.339
51,2013-02-13 17:20:00,4.4,-0.2039,0.0000,1.18,14.625,55.100,5.7,13.329,12.968,0.1629,4.339
52,2013-02-13 17:25:00,3.1,-0.2039,0.0000,1.18,14.409,56.400,5.9,13.305,12.920,0.1629,4.339
53,2013-02-13 17:30:00,1.9,-0.2039,0.0000,1.18,14.242,58.600,6.3,13.281,12.871,0.1623,4.339
54,2013-02-13 17:35:00,0.6,-0.2039,0.0000,1.18,14.002,60.600,6.5,13.257,12.847,0.1623,4.339
55,2013-02-13 17:40:00,0.6,-0.2039,0.0000,1.18,13.858,61.400,6.6,13.233,12.823,0.1623,4.339
56,2013-02-13 17:45:00,0.6,-0.2039,0.0000,1.18,13.786,59.500,6.0,13.185,12.799,0.1623,4.339
57,2013-02-13 17:50:00,0.6,-0.2039,0.0000,1.18,13.618,59.600,5.9,13.161,12.751,0.1623,4.339
58,2013-02-13 17:55:00,0.6,-0.2039,0.0000,1.18,13.546,59.600,5.8,13.137,12.727,0.1623,4.339
59,2013-02-13 18:00:00,0.6,-0.2039,0.0000,1.18,13.401,60.400,5.9,13.137,12.703,0.1623,4.339
60,2013-02-13 18:05:00,0.6,-0.2039,0.0000,1.18,13.305,61.900,6.2,13.112,12.654,0.1619,4.339
61,2013-02-13 18:10:00,0.6,-0.2039,0.0000,1.18,13.257,63.000,6.4,13.088,12.630,0.1623,4.339
62,2013-02-13 18:15:00,0.6,-0.2039,0.0000,1.18,13.137,64.500,6.6,13.040,12.582,0.1619,4.339
63,2013-02-13 18:20:00,0.6,-0.2039,0.0000,1.18,12.992,62.400,6.0,13.040,12.558,0.1619,4.339
64,2013-02-13 18:25:00,0.6,-0.2039,0.0000,1.18,12.896,63.300,6.1,13.016,12.534,0.1623,4.339
65,2013-02-13 18:30:00,0.6,-0.2039,0.0000,1.18,12.703,63.300,5.9,12.992,12.485,0.1619,4.339
66,2013-02-13 18:35:00,0.6,-0.2039,0.0000,1.18,12.703,63.200,5.9,12.968,12.461,0.1619,4.339
67,2013-02-13 18:40:00,0.6,-0.2039,0.0000,1.18,12.582,63.200,5.8,12.944,12.437,0.1619,4.339
68,2013-02-13 18:45:00,0.6,-0.2039,0.0000,1.18,12.485,64.400,6.0,12.920,12.413,0.1619,4.363
69,2013-02-13 18:50:00,0.6,-0.2039,0.0000,1.18,12.364,65.000,6.0,12.896,12.389,0.1615,4.339
70,2013-02-13 18:55:00,0.6,-0.2039,0.0000,1.18,12.122,66.500,6.1,12.871,12.364,0.1619,4.357
71,2013-02-13 19:00:00,0.6,-0.2039,0.0000,1.18,11.929,66.900,6.0,12.847,12.340,0.1619,4.339
72,2013-02-13 19:05:00,0.6,-0.2039,0.0000,1.18,11.759,67.800,6.0,12.847,12.316,0.1619,4.339
73,2013-02-13 19:10:00,0.6,-0.2039,0.0000,1.18,11.589,68.500,6.0,12.823,12.292,0.1619,4.339
74,2013-02-13 19:15:00,0.6,-0.2039,0.0000,1.18,11.540,69.900,6.2,12.799,12.243,0.1615,4.339
75,2013-02-13 19:20:00,0.6,-0.2039,0.0000,1.18,11.540,70.500,6.4,12.799,12.219,0.1615,4.339
76,2013-02-13 19:25:00,0.6,-0.2039,0.0000,1.18,11.637,73.400,7.1,12.775,12.195,0.1615,4.339
77,2013-02-13 19:30:00,0.6,-0.2039,0.0000,1.18,11.613,73.700,7.1,12.751,12.171,0.1615,4.339
78,2013-02-13 19:35:00,0.6,-0.2039,0.0000,1.18,11.492,74.500,7.1,12.727,12.147,0.1619,4.339
79,2013-02-13 19:40:00,0.6,-0.2039,0.0000,1.18,11.370,75.700,7.2,12.703,12.147,0.1615,4.339
80,2013-02-13 19:45:00,0.6,-0.2039,0.0000,1.18,11.273,76.100,7.2,12.703,12.122,0.1619,4.339
81,2013-02-13 19:50:00,0.6,-0.2039,0.0000,1.18,11.200,77.100,7.3,12.678,12.098,0.1615,4.339
82,2013-02-13 19:55:00,0.6,-0.2039,0.0000,1.76,11.102,77.700,7.4,12.654,12.074,0.1615,4.339
83,2013-02-13 20:00:00,0.6,-0.2039,0.0000,1.76,11.151,78.100,7.5,12.630,12.050,0.1619,4.339
84,2013-02-13 20:05:00,0.6,-0.2039,0.0000,1.76,11.029,78.600,7.5,12.630,12.050,0.1619,4.339
85,2013-02-13 20:10:00,0.6,-0.2039,0.0000,1.76,10.932,79.600,7.6,12.606,12.001,0.1615,4.339
86,2013-02-13 20:15:00,0.6,-0.2039,0.0000,2.35,11.053,79.600,7.7,12.606,12.001,0.1619,4.339
87,2013-02-13 20:20:00,0.6,-0.2039,0.0000,2.35,10.907,79.800,7.6,12.582,11.953,0.1619,4.339
88,2013-02-13 20:25:00,0.6,-0.2039,0.0000,2.35,10.810,80.800,7.7,12.558,11.953,0.1619,4.339
89,2013-02-13 20:30:00,0.6,-0.2039,0.0000,3.53,10.736,82.000,7.8,12.558,11.929,0.1619,4.339
90,2013-02-13 20:35:00,0.6,-0.2039,0.0000,3.53,10.736,82.200,7.8,12.534,11.904,0.1623,4.339
91,2013-02-13 20:40:00,0.6,-0.2039,0.0000,4.71,10.663,82.800,7.9,12.509,11.904,0.1619,4.339
92,2013-02-13 20:45:00,0.6,-0.2039,0.0000,6.47,10.614,84.600,8.1,12.509,11.880,0.1623,4.339
93,2013-02-13 20:50:00,0.6,-0.2039,0.0000,10.00,10.638,84.500,8.1,12.485,11.856,0.1619,4.333
94,2013-02-13 20:55:00,0.6,-0.2039,0.0000,8.82,10.590,84.400,8.1,12.461,11.832,0.1619,4.333
95,2013-02-13 21:00:00,0.6,-0.2039,0.0000,10.00,10.565,85.200,8.2,12.461,11.807,0.1619,4.339
96,2013-02-13 21:05:00,0.6,-0.2039,0.0000,12.35,10.736,85.100,8.3,12.437,11.807,0.1619,4.333
97,2013-02-13 21:10:00,0.6,-0.2039,0.0000,19.41,10.638,85.200,8.3,12.437,11.783,0.1619,4.333
98,2013-02-13 21:15:00,0.6,-0.2039,0.0000,25.29,10.590,85.700,8.3,12.413,11.759,0.1619,4.357
99,2013-02-13 21:20:00,0.6,-0.2039,0.0000,77.06,10.492,86.400,8.3,12.413,11.759,0.1623,4.333
100,2013-02-13 21:25:00,0.6,-0.2039,0.0000,87.06,10.467,87.900,8.6,12.389,11.734,0.1619,4.333
101,2013-02-13 21:30:00,0.6,-0.2039,0.0000,92.94,10.394,88.100,8.5,12.364,11.710,0.1619,4.333
102,2013-02-13 21:35:00,0.6,-0.2039,0.0000,100.00,10.492,89.200,8.8,12.364,11.710,0.1623,4.333
103,2013-02-13 21:40:00,0.6,-0.2039,0.0000,100.00,10.541,90.000,9.0,12.340,11.686,0.1623,4.333
104,2013-02-13 21:45:00,0.6,-0.2039,0.0000,100.00,10.541,90.000,9.0,12.340,11.686,0.1623,4.333
105,2013-02-13 21:50:00,0.6,-0.2039,0.0000,100.00,10.443,90.300,8.9,12.316,11.662,0.1629,4.333
106,2013-02-13 21:55:00,0.6,-0.2039,0.0000,100.00,10.394,90.300,8.9,12.316,11.662,0.1623,4.333
107,2013-02-13 22:00:00,0.6,-0.2039,0.0000,100.00,10.394,90.100,8.9,12.292,11.637,0.1629,4.333
