Date Time	Wetness (%)  #10314901	Voltage (V)  #10348619	Current (mA)  #10348619	Temp (°F)  #10359306	RH (%)  #10359306	1 cm Temp (°F)	5 cm Temp (°F)	Water Content (m³/m³)  #10374512	Solar Radiation (W/m²)  #10375656	Batt (V) c:5
07/10/15 12:15:00.0	3.53	-0.1988	0.0063	83.377	46.100	73.904	74.206	0.0421	1,088.1	4.339
07/10/15 12:20:00.0	3.53	-0.1988	0.0063	82.575	46.100	73.990	74.295	0.0421	1,085.6	4.393
07/10/15 12:25:00.0	3.53	-0.1988	0.0063	82.042	47.400	74.077	74.424	0.0421	1,089.4	4.369
07/10/15 12:30:00.0	3.53	-0.1988	0.0063	82.665	46.800	74.206	74.554	0.0421	1,089.4	4.363
07/10/15 12:35:00.0	3.53	-0.1988	0.0063	83.779	44.800	74.338	74.727	0.0421	1,091.9	4.357
07/10/15 12:40:00.0	3.53	-0.1988	0.0063	83.914	44.900	74.467	74.899	0.0421	1,090.6	4.351
07/10/15 12:45:00.0	3.53	-0.1988	0.0063	81.730	46.000	74.640	75.074	0.0421	1,088.1	4.345
07/10/15 12:50:00.0	3.53	-0.1988	0.0063	82.085	46.800	74.813	75.290	0.0421	1,085.6	4.381
07/10/15 12:55:00.0	3.53	-0.1988	0.0063	82.175	45.900	75.029	75.508	0.0421	1,091.9	4.363
07/10/15 13:00:00.0	3.53	-0.1988	0.0063	82.308	46.300	75.247	75.724	0.0421	1,094.4	4.357
07/10/15 13:05:00.0	3.53	-0.1988	0.0063	82.530	45.800	75.463	75.985	0.0421	1,079.4	4.351
07/10/15 13:10:00.0	3.53	-0.1988	0.0063	81.111	48.900	75.724	76.246	0.0421	1,086.9	4.351
07/10/15 13:15:00.0	3.53	-0.1988	0.0063	83.064	46.000	75.985	76.507	0.0421	1,070.6	4.387
07/10/15 13:20:00.0	3.53	-0.1988	0.0063	83.646	45.900	76.246	76.811	0.0421	1,078.1	4.369
07/10/15 13:25:00.0	3.53	-0.1988	0.0063	81.775	47.400	76.550	77.117	0.0421	1,065.6	4.363
07/10/15 13:30:00.0	3.53	-0.1988	0.0063	82.753	46.200	76.811	77.421	0.0421	1,065.6	4.357
07/10/15 13:35:00.0	3.53	-0.1988	0.0063	82.886	47.200	77.117	77.770	0.0425	1,066.9	4.351
07/10/15 13:40:00.0	3.53	-0.1988	0.0063	82.931	47.400	77.464	78.076	0.0425	1,060.6	4.363
07/10/15 13:45:00.0	3.53	-0.1988	0.0063	83.199	46.500	77.770	78.427	0.0425	1,050.6	4.393
07/10/15 13:50:00.0	2.94	-0.1988	0.0063	82.886	47.400	78.121	78.822	0.0425	1,058.1	4.375
07/10/15 13:55:00.0	3.53	-0.1988	0.0063	83.287	47.600	78.471	79.173	0.0425	1,055.6	4.375
07/10/15 14:00:00.0	3.53	-0.1988	0.0063	83.511	47.500	78.822	79.524	0.0425	1,048.1	4.375
07/10/15 14:05:00.0	2.94	-0.1988	0.0063	82.665	47.300	79.173	79.920	0.0425	978.1	4.363
07/10/15 14:10:00.0	2.94	-0.1988	0.0063	82.263	49.000	79.524	80.316	0.0425	1,010.6	4.381
07/10/15 14:15:00.0	2.94	-0.1988	0.0063	81.244	50.000	79.876	80.668	0.0434	993.1	4.363
07/10/15 14:20:00.0	2.94	-0.1988	0.0063	80.449	50.900	80.227	81.066	0.0434	916.9	4.357
07/10/15 14:25:00.0	2.94	-0.1988	0.0063	81.466	49.800	80.625	81.466	0.0434	968.1	4.363
07/10/15 14:30:00.0	2.94	-0.1988	0.0063	81.199	50.100	80.978	81.864	0.0434	949.4	4.363
07/10/15 14:35:00.0	2.94	-0.1988	0.0063	81.333	50.100	81.333	82.218	0.0434	935.6	4.363
07/10/15 14:40:00.0	2.94	-0.1988	0.0063	80.935	49.400	81.687	82.620	0.0434	923.1	4.369
07/10/15 14:45:00.0	2.94	-0.1988	0.0063	80.668	50.100	82.042	82.976	0.0442	905.6	4.363
07/10/15 14:50:00.0	2.94	-0.1988	0.0063	80.404	49.500	82.396	83.377	0.0442	886.9	4.351
07/10/15 14:55:00.0	2.94	-0.1988	0.0063	81.687	48.900	82.753	83.736	0.0442	874.4	4.351
07/10/15 15:00:00.0	2.35	-0.1988	0.0063	81.154	48.200	83.109	84.094	0.0442	856.9	4.351
07/10/15 15:05:00.0	2.35	-0.1988	0.0063	80.625	48.700	83.422	84.497	0.0442	841.9	4.363
07/10/15 15:10:00.0	2.35	-0.1988	0.0063	80.272	48.500	83.779	84.857	0.0446	828.1	4.363
07/10/15 15:15:00.0	2.94	-0.1988	0.0063	80.580	48.200	84.094	85.217	0.0446	810.6	4.363
07/10/15 15:20:00.0	2.35	-0.1988	0.0063	79.920	49.500	84.407	85.532	0.0446	800.6	4.357
07/10/15 15:25:00.0	2.35	-0.1988	0.0063	80.361	49.300	84.722	85.894	0.0446	789.4	4.351
07/10/15 15:30:00.0	2.35	-0.1988	0.0063	81.111	47.300	85.035	86.211	0.0446	695.6	4.351
07/10/15 15:35:00.0	2.35	-0.1988	0.0063	80.713	48.000	85.352	86.527	0.0454	760.6	4.363
07/10/15 15:40:00.0	2.35	-0.1988	0.0063	80.184	48.700	85.622	86.844	0.0454	126.9	4.363
07/10/15 15:45:00.0	2.35	-0.1988	0.0063	79.743	49.300	85.894	87.118	0.0454	371.9	4.363
07/10/15 15:50:00.0	2.35	-0.1988	0.0063	77.859	51.900	86.119	87.391	0.0454	388.1	4.357
07/10/15 15:55:00.0	2.35	-0.1988	0.0063	78.427	50.900	86.391	87.620	0.0454	499.4	4.351
07/10/15 16:00:00.0	2.35	-0.1988	0.0063	79.128	50.600	86.572	87.847	0.0462	189.4	4.357
07/10/15 16:05:00.0	1.76	-0.1988	0.0063	78.777	50.900	86.799	88.075	0.0462	111.9	4.363
07/10/15 16:10:00.0	1.76	-0.1988	0.0063	78.339	51.300	86.981	88.259	0.0470	103.1	4.363
07/10/15 16:15:00.0	1.76	-0.1988	0.0063	77.859	51.400	87.163	88.443	0.0470	354.4	4.363
07/10/15 16:20:00.0	1.76	-0.1988	0.0063	77.292	52.800	87.300	88.579	0.0470	111.9	4.357
07/10/15 16:25:00.0	1.76	-0.1988	0.0063	78.514	51.100	87.436	88.718	0.0470	96.9	4.363
07/10/15 16:30:00.0	1.76	-0.1988	0.0063	77.990	51.400	87.528	88.810	0.0470	208.1	4.357
07/10/15 16:35:00.0	1.76	-0.1988	0.0063	77.160	52.200	87.665	88.902	0.0470	579.4	4.363
07/10/15 16:40:00.0	1.76	-0.1988	0.0063	76.332	53.400	87.757	88.993	0.0474	261.9	4.363
07/10/15 16:45:00.0	1.76	-0.1988	0.0063	76.725	52.900	87.802	89.085	0.0474	556.9	4.387
07/10/15 16:50:00.0	1.76	-0.1988	0.0063	76.942	53.400	87.894	89.132	0.0474	271.9	4.363
07/10/15 16:55:00.0	1.76	-0.1988	0.0063	77.421	52.800	87.939	89.132	0.0474	85.6	4.381
07/10/15 17:00:00.0	1.76	-0.1988	0.0063	76.725	52.900	87.939	89.177	0.0474	79.4	4.381
07/10/15 17:05:00.0	1.76	-0.1988	0.0063	76.158	53.500	87.985	89.177	0.0482	75.6	4.363
07/10/15 17:10:00.0	1.18	-0.1988	0.0063	75.637	54.100	87.985	89.177	0.0482	71.9	4.363
07/10/15 17:15:00.0	1.18	-0.1988	0.0063	75.247	54.800	87.985	89.177	0.0474	69.4	4.363
07/10/15 17:20:00.0	1.18	-0.1988	0.0063	74.986	55.700	87.985	89.177	0.0482	66.9	4.357
