"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10374970, SEN S/N: 10213640)","RH, % (LGR S/N: 10374970, SEN S/N: 10213640)","DewPt, °C (LGR S/N: 10374970, SEN S/N: 10213640)","Wetness, % (LGR S/N: 10374970, SEN S/N: 10314899)","Voltage, V (LGR S/N: 10374970, SEN S/N: 10348607)","Current, mA (LGR S/N: 10374970, SEN S/N: 10348607)","Temp, °C (LGR S/N: 10374970, SEN S/N: 10365542, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374970, SEN S/N: 10365548, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374970, SEN S/N: 10374522)","Solar Radiation, W/m² (LGR S/N: 10374970, SEN S/N: 10378946)","Batt, V (LGR S/N: 10374970)"
1,2014-04-25 10:30:09,20.579,55.000,11.2,1.76,-0.2039,0.0000,22.154,23.400,0.1297,474.4,4.363
2,2014-04-25 10:35:09,21.318,54.400,11.8,1.76,-0.2039,0.0000,22.298,23.593,0.1297,605.6,4.339
3,2014-04-25 10:40:09,21.652,54.000,12.0,2.94,-0.2039,0.0000,22.441,23.737,0.1297,966.9,4.369
4,2014-04-25 10:45:09,22.561,51.500,12.1,2.35,-0.2039,0.0000,22.561,23.905,0.1297,861.9,4.345
5,2014-04-25 10:50:09,22.369,51.600,11.9,2.35,-0.2039,0.0000,22.705,24.098,0.1302,415.6,4.357
6,2014-04-25 10:55:09,21.772,52.500,11.6,2.35,-0.2039,0.0000,22.872,24.315,0.1302,536.9,4.339
7,2014-04-25 11:00:09,22.321,51.700,11.9,2.35,-0.2039,0.0000,23.016,24.532,0.1302,514.4,4.442
8,2014-04-25 11:05:09,21.987,51.400,11.5,2.35,-0.2039,0.0000,23.160,24.774,0.1302,473.1,4.351
9,2014-04-25 11:10:09,21.891,51.000,11.3,1.76,-0.2039,0.0000,23.304,25.016,0.1302,374.4,4.369
10,2014-04-25 11:15:09,21.867,51.000,11.3,2.35,-0.2039,0.0000,23.448,25.234,0.1302,599.4,4.345
11,2014-04-25 11:20:09,21.819,50.700,11.2,1.76,-0.2039,0.0000,23.593,25.428,0.1302,455.6,4.339
12,2014-04-25 11:25:09,21.366,49.400,10.4,1.76,-0.2039,0.0000,23.737,25.598,0.1307,379.4,4.357
13,2014-04-25 11:30:09,20.889,50.600,10.3,1.76,-0.2039,0.0000,23.857,25.744,0.1307,404.4,4.363
14,2014-04-25 11:35:09,21.557,51.300,11.1,1.76,-0.2039,0.0000,23.978,25.817,0.1307,331.9,4.351
15,2014-04-25 11:40:09,22.537,49.600,11.5,2.35,-0.2039,0.0000,24.098,25.890,0.1312,856.9,4.339
16,2014-04-25 11:45:09,23.857,47.400,12.0,2.94,-0.2039,0.0000,24.195,26.012,0.1312,885.6,4.363
17,2014-04-25 11:50:09,23.448,46.800,11.4,2.94,-0.2039,0.0000,24.315,26.256,0.1312,863.1,4.339
18,2014-04-25 11:55:09,23.088,47.200,11.2,2.94,-0.2039,0.0000,24.484,26.646,0.1312,434.4,4.357
19,2014-04-25 12:00:09,22.441,47.500,10.7,2.35,-0.2039,0.0000,24.726,27.063,0.1312,685.6,4.339
20,2014-04-25 12:05:09,22.274,48.700,11.0,2.35,-0.2039,0.0000,24.992,27.382,0.1317,499.4,4.387
21,2014-04-25 12:10:09,22.585,48.300,11.1,2.35,-0.2039,0.0000,25.162,27.579,0.1317,444.4,4.339
22,2014-04-25 12:15:09,22.321,49.700,11.3,1.76,-0.2039,0.0000,25.331,27.727,0.1317,331.9,4.387
23,2014-04-25 12:20:09,21.867,50.500,11.1,1.76,-0.2039,0.0000,25.477,27.776,0.1321,328.1,4.351
24,2014-04-25 12:25:09,21.843,51.400,11.4,2.35,-0.2039,0.0000,25.574,27.751,0.1321,648.1,4.339
25,2014-04-25 12:30:09,22.824,49.600,11.8,1.76,-0.2039,0.0000,25.647,27.702,0.1321,330.6,4.351
26,2014-04-25 12:35:09,21.628,50.700,11.0,1.76,-0.2039,0.0000,25.695,27.727,0.1321,278.1,4.369
27,2014-04-25 12:40:09,21.581,51.400,11.1,1.76,-0.2039,0.0000,25.744,27.727,0.1321,254.4,4.351
28,2014-04-25 12:45:09,21.963,52.400,11.8,1.76,-0.2039,0.0000,25.793,27.677,0.1326,388.1,4.339
29,2014-04-25 12:50:09,21.772,51.400,11.3,1.76,-0.2039,0.0000,25.793,27.628,0.1326,416.9,4.363
30,2014-04-25 12:55:09,23.593,49.500,12.4,2.94,-0.2039,0.0000,25.817,27.604,0.1326,1100.6,4.345
31,2014-04-25 13:00:09,23.857,47.600,12.1,2.94,-0.2039,0.0000,25.841,27.677,0.1326,400.6,4.357
32,2014-04-25 13:05:09,22.489,50.000,11.6,2.35,-0.2039,0.0000,25.939,27.974,0.1326,451.9,4.339
33,2014-04-25 13:10:09,21.939,50.800,11.3,1.76,-0.2039,0.0000,26.085,28.196,0.1326,378.1,4.387
34,2014-04-25 13:15:09,21.987,51.000,11.4,1.76,-0.2039,0.0000,26.207,28.320,0.1326,296.9,4.351
35,2014-04-25 13:20:09,21.604,51.900,11.3,1.76,-0.2039,0.0000,26.304,28.345,0.1331,296.9,4.400
36,2014-04-25 13:25:09,21.199,52.100,11.0,1.76,-0.2039,0.0000,26.353,28.320,0.1331,326.9,4.351
37,2014-04-25 13:30:09,20.841,53.700,11.1,1.76,-0.2039,0.0000,26.378,28.221,0.1331,409.4,4.339
38,2014-04-25 13:35:09,21.008,53.300,11.2,1.76,-0.2039,0.0000,26.378,28.122,0.1331,279.4,4.363
39,2014-04-25 13:40:09,20.484,53.900,10.8,1.76,-0.2039,0.0000,26.378,28.048,0.1331,318.1,4.406
40,2014-04-25 13:45:09,21.008,54.400,11.5,1.76,-0.2039,0.0000,26.353,27.949,0.1331,494.4,4.351
41,2014-04-25 13:50:09,21.366,53.300,11.5,1.76,-0.2039,0.0000,26.329,27.850,0.1331,298.1,4.339
42,2014-04-25 13:55:09,21.987,52.200,11.8,1.76,-0.2039,0.0000,26.304,27.801,0.1331,395.6,4.393
43,2014-04-25 14:00:09,21.939,51.800,11.6,1.76,-0.2039,0.0000,26.280,27.776,0.1331,644.4,4.412
44,2014-04-25 14:05:09,21.652,51.900,11.4,1.76,-0.2039,0.0000,26.280,27.801,0.1331,720.6,4.351
45,2014-04-25 14:10:09,22.609,50.600,11.9,1.76,-0.2039,0.0000,26.304,27.850,0.1331,384.4,4.339
46,2014-04-25 14:15:09,22.345,51.300,11.8,1.76,-0.2039,0.0000,26.353,27.924,0.1331,366.9,4.406
47,2014-04-25 14:20:09,22.441,50.500,11.7,2.35,-0.2039,0.0000,26.402,27.998,0.1331,386.9,4.351
48,2014-04-25 14:25:09,21.891,51.600,11.5,1.76,-0.2039,0.0000,26.475,28.048,0.1331,304.4,4.351
49,2014-04-25 14:30:09,21.604,50.900,11.0,1.76,-0.2039,0.0000,26.524,28.072,0.1335,496.9,4.339
50,2014-04-25 14:35:09,22.130,51.000,11.5,1.76,-0.2039,0.0000,26.549,28.072,0.1335,493.1,4.381
51,2014-04-25 14:40:09,21.581,50.300,10.8,1.76,-0.2039,0.0000,26.573,28.097,0.1335,240.6,4.369
52,2014-04-25 14:45:09,21.175,52.100,11.0,1.76,-0.2039,0.0000,26.598,28.122,0.1335,294.4,4.357
53,2014-04-25 14:50:09,21.175,52.500,11.1,1.76,-0.2039,0.0000,26.598,28.097,0.1335,326.9,4.339
54,2014-04-25 14:55:09,20.770,52.700,10.8,1.76,-0.2039,0.0000,26.598,28.048,0.1335,279.4,4.333
55,2014-04-25 15:00:09,20.770,53.800,11.1,1.76,-0.2039,0.0000,26.573,27.974,0.1335,304.4,4.400
56,2014-04-25 15:05:09,21.294,52.900,11.3,1.76,-0.2039,0.0000,26.549,27.875,0.1335,393.1,4.375
57,2014-04-25 15:10:09,21.127,54.000,11.5,1.76,-0.2039,0.0000,26.500,27.801,0.1335,255.6,4.351
58,2014-04-25 15:15:09,20.865,53.800,11.2,1.76,-0.2039,0.0000,26.475,27.751,0.1335,265.6,4.339
59,2014-04-25 15:20:09,20.174,54.700,10.8,1.76,-0.2039,0.0000,26.451,27.677,0.1335,289.4,4.351
60,2014-04-25 15:25:09,20.436,55.200,11.2,1.76,-0.2039,0.0000,26.402,27.604,0.1335,271.9,4.393
61,2014-04-25 15:30:09,20.222,55.400,11.0,1.18,-0.2039,0.0000,26.353,27.505,0.1335,228.1,4.375
62,2014-04-25 15:35:09,20.365,55.800,11.3,1.76,-0.2039,0.0000,26.304,27.431,0.1331,220.6,4.345
63,2014-04-25 15:40:09,20.222,55.800,11.1,1.76,-0.2039,0.0000,26.256,27.333,0.1335,234.4,4.339
64,2014-04-25 15:45:09,20.007,55.800,10.9,1.18,-0.2039,0.0000,26.207,27.235,0.1335,224.4,4.351
65,2014-04-25 15:50:09,20.317,55.500,11.1,1.76,-0.2039,0.0000,26.158,27.136,0.1331,424.4,4.418
66,2014-04-25 15:55:09,20.793,54.200,11.2,1.76,-0.2039,0.0000,26.085,27.038,0.1335,245.6,4.369
67,2014-04-25 16:00:09,20.317,55.200,11.1,1.76,-0.2039,0.0000,26.036,26.989,0.1335,194.4,4.351
68,2014-04-25 16:05:09,20.031,56.800,11.2,1.18,-0.2039,0.0000,26.012,26.965,0.1331,146.9,4.339
69,2014-04-25 16:10:09,19.722,57.400,11.1,1.18,-0.2039,0.0000,25.963,26.891,0.1331,135.6,4.339
70,2014-04-25 16:15:09,19.294,60.500,11.5,1.18,-0.2039,0.0000,25.914,26.793,0.1331,148.1,4.351
71,2014-04-25 16:20:09,18.985,61.700,11.5,1.18,-0.2039,0.0000,25.841,26.671,0.1331,159.4,4.363
72,2014-04-25 16:25:09,18.557,63.200,11.4,1.18,-0.2039,0.0000,25.793,26.549,0.1331,146.9,4.369
73,2014-04-25 16:30:09,18.129,64.500,11.3,1.18,-0.2039,0.0000,25.695,26.426,0.1331,144.4,4.375
74,2014-04-25 16:35:09,17.534,67.500,11.5,1.18,-0.2039,0.0000,25.623,26.280,0.1326,138.1,4.345
75,2014-04-25 16:40:09,17.653,67.700,11.6,1.18,-0.2039,0.0000,25.550,26.158,0.1326,145.6,4.369
76,2014-04-25 16:45:09,17.772,67.400,11.7,1.18,-0.2039,0.0000,25.477,26.012,0.1326,135.6,4.363
77,2014-04-25 16:50:09,17.486,68.500,11.6,1.18,-0.2039,0.0000,25.380,25.890,0.1326,109.4,4.363
78,2014-04-25 16:55:09,17.201,69.500,11.6,1.18,-0.2039,0.0000,25.283,25.768,0.1326,100.6,4.363
79,2014-04-25 17:00:09,17.439,69.200,11.8,1.18,-0.2039,0.0000,25.210,25.647,0.1321,91.9,4.345
80,2014-04-25 17:05:09,17.415,68.900,11.7,1.18,-0.2039,0.0000,25.113,25.525,0.1321,78.1,4.351
81,2014-04-25 17:10:09,16.796,70.300,11.4,1.18,-0.2039,0.0000,25.040,25.404,0.1321,61.9,4.345
82,2014-04-25 17:15:09,16.606,70.900,11.3,1.18,-0.2039,0.0000,24.944,25.283,0.1321,55.6,4.339
83,2014-04-25 17:20:09,16.558,71.600,11.4,1.18,-0.2039,0.0000,24.847,25.137,0.1321,40.6,4.333
84,2014-04-25 17:25:09,16.439,71.700,11.3,1.18,-0.2039,0.0000,24.774,25.016,0.1317,26.9,4.327
85,2014-04-25 17:30:09,16.320,72.300,11.3,1.18,-0.2039,0.0000,24.677,24.871,0.1317,25.6,4.321
86,2014-04-25 17:35:09,16.344,72.400,11.4,1.18,-0.2039,0.0000,24.581,24.726,0.1317,28.1,4.321
87,2014-04-25 17:40:09,16.225,72.600,11.3,1.18,-0.2039,0.0000,24.484,24.605,0.1317,16.9,4.321
88,2014-04-25 17:45:09,16.106,73.500,11.4,1.18,-0.2039,0.0000,24.388,24.460,0.1317,16.9,4.315
89,2014-04-25 17:50:09,15.939,73.500,11.2,1.18,-0.2039,0.0000,24.291,24.339,0.1312,18.1,4.315
90,2014-04-25 17:55:09,15.915,74.100,11.3,1.18,-0.2039,0.0000,24.195,24.219,0.1312,18.1,4.309
91,2014-04-25 18:00:09,15.867,74.000,11.3,1.18,-0.2039,0.0000,24.098,24.074,0.1312,15.6,4.309
92,2014-04-25 18:05:09,15.819,74.800,11.4,1.18,-0.2039,0.0000,24.002,23.954,0.1312,14.4,4.303
93,2014-04-25 18:10:09,15.819,75.100,11.4,1.76,-0.2039,0.0000,23.905,23.833,0.1307,14.4,4.303
94,2014-04-25 18:15:09,15.748,74.400,11.2,1.18,-0.2039,0.0000,23.809,23.713,0.1307,3.1,4.303
95,2014-04-25 18:20:09,15.557,75.000,11.2,1.76,-0.2039,0.0000,23.713,23.617,0.1307,1.9,4.303
96,2014-04-25 18:25:09,15.485,75.300,11.2,1.18,-0.2039,0.0000,23.641,23.497,0.1307,0.6,4.303
97,2014-04-25 18:30:09,15.294,75.100,10.9,1.18,-0.2039,0.0000,23.545,23.400,0.1307,0.6,4.297
98,2014-04-25 18:35:09,15.270,75.400,11.0,1.76,-0.2039,0.0000,23.448,23.304,0.1307,0.6,4.297
99,2014-04-25 18:40:09,15.318,75.800,11.1,1.76,-0.2039,0.0000,23.376,23.184,0.1307,0.6,4.297
100,2014-04-25 18:45:09,15.318,75.800,11.1,1.76,-0.2039,0.0000,23.304,23.088,0.1302,0.6,4.297
101,2014-04-25 18:50:09,15.127,76.100,11.0,1.76,-0.2039,0.0000,23.208,22.992,0.1302,0.6,4.321
102,2014-04-25 18:55:09,15.199,75.800,11.0,1.76,-0.2039,0.0000,23.136,22.920,0.1302,0.6,4.321
103,2014-04-25 19:00:09,15.103,76.300,11.0,1.76,-0.2039,0.0000,23.064,22.824,0.1297,0.6,4.297
104,2014-04-25 19:05:09,15.031,76.500,10.9,1.76,-0.2039,0.0000,22.992,22.729,0.1297,0.6,4.291
105,2014-04-25 19:10:09,15.008,76.500,10.9,1.76,-0.2039,0.0000,22.920,22.633,0.1297,0.6,4.291
106,2014-04-25 19:15:09,15.008,76.500,10.9,1.76,-0.2039,0.0000,22.848,22.561,0.1297,0.6,4.291
107,2014-04-25 19:20:09,14.912,76.500,10.8,1.76,-0.2039,0.0000,22.776,22.465,0.1297,0.6,4.291
108,2014-04-25 19:25:09,14.792,77.100,10.8,1.76,-0.2039,0.0000,22.705,22.393,0.1297,0.6,4.291
109,2014-04-25 19:30:09,14.816,77.400,10.9,1.76,-0.2039,0.0000,22.633,22.298,0.1290,0.6,4.291
110,2014-04-25 19:35:09,14.840,77.200,10.9,1.76,-0.2039,0.0000,22.561,22.250,0.1290,0.6,4.291
111,2014-04-25 19:40:09,14.792,76.800,10.8,1.76,-0.2039,0.0000,22.489,22.154,0.1297,0.6,4.291
112,2014-04-25 19:45:09,14.768,76.600,10.7,1.76,-0.2039,0.0000,22.441,22.106,0.1290,0.6,4.291
