"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2012-11-27 13:30:00,-0.1988,0.0000,2.35,170.6,21.581,52.800,11.6,15.843,15.223,0.2203,4.400
2,2012-11-27 13:35:00,-0.1988,0.0000,2.35,190.6,21.676,52.700,11.6,15.867,15.270,0.2198,4.381
3,2012-11-27 13:40:00,-0.1988,0.0000,2.35,405.6,22.178,50.600,11.5,15.843,15.318,0.2203,4.363
4,2012-11-27 13:45:00,-0.1988,0.0000,1.76,153.1,22.130,48.600,10.8,15.843,15.318,0.2203,4.369
5,2012-11-27 13:50:00,-0.1988,0.0000,1.76,131.9,21.366,50.700,10.7,15.867,15.342,0.2203,4.369
6,2012-11-27 13:55:00,-0.1988,0.0000,2.35,126.9,21.199,52.700,11.2,15.843,15.366,0.2203,4.363
7,2012-11-27 14:00:00,-0.1988,0.0000,2.35,113.1,21.127,52.700,11.1,15.843,15.390,0.2203,4.363
8,2012-11-27 14:05:00,-0.1988,0.0000,1.76,151.9,21.008,50.800,10.4,15.796,15.414,0.2198,4.375
9,2012-11-27 14:10:00,-0.1988,0.0000,2.35,168.1,21.581,50.600,10.9,15.796,15.414,0.2198,4.369
10,2012-11-27 14:15:00,-0.1988,0.0000,2.35,90.6,21.891,49.800,11.0,15.796,15.414,0.2203,4.363
11,2012-11-27 14:20:00,-0.1988,0.0000,2.35,89.4,21.724,50.100,10.9,15.772,15.438,0.2203,4.351
12,2012-11-27 14:25:00,-0.1988,0.0000,2.94,106.9,21.390,52.500,11.3,15.772,15.438,0.2198,4.351
13,2012-11-27 14:30:00,-0.1988,0.0000,2.35,66.9,21.819,52.100,11.6,15.748,15.461,0.2203,4.351
14,2012-11-27 14:35:00,-0.1988,0.0000,8.24,83.1,20.817,56.400,11.8,15.748,15.461,0.2198,4.351
