"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10375445, SEN S/N: 10348609)","Current, mA (LGR S/N: 10375445, SEN S/N: 10348609)","Temp, °C (LGR S/N: 10375445, SEN S/N: 10359314)","RH, % (LGR S/N: 10375445, SEN S/N: 10359314)","DewPt, °C (LGR S/N: 10375445, SEN S/N: 10359314)","Temp, °C (LGR S/N: 10375445, SEN S/N: 10365585, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10375445, SEN S/N: 10365593, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10375445, SEN S/N: 10374506)","Wetness, % (LGR S/N: 10375445, SEN S/N: 10374911)","Solar Radiation, W/m² (LGR S/N: 10375445, SEN S/N: 10375648)","Batt, V (LGR S/N: 10375445)"
1,2014-12-12 13:00:03,-0.1988,0.0000,14.888,94.500,14.0,15.342,15.581,0.3611,10.59,45.6,4.333
2,2014-12-12 13:05:03,-0.1988,0.0000,14.984,93.000,13.9,15.366,15.605,0.3616,6.47,33.1,4.351
3,2014-12-12 13:10:03,-0.1988,0.0000,14.984,90.900,13.5,15.414,15.629,0.3616,5.88,24.4,4.357
4,2014-12-12 13:15:03,-0.1988,0.0000,14.960,89.900,13.3,15.438,15.629,0.3616,4.71,33.1,4.345
5,2014-12-12 13:20:03,-0.1988,0.0000,14.960,89.000,13.2,15.461,15.652,0.3605,4.71,53.1,4.339
6,2014-12-12 13:25:03,-0.1988,0.0000,15.103,89.200,13.4,15.461,15.652,0.3594,4.71,86.9,4.333
7,2014-12-12 13:30:03,-0.1988,0.0000,15.461,87.100,13.3,15.485,15.676,0.3594,4.71,58.1,4.363
8,2014-12-12 13:35:03,-0.2039,0.0000,15.724,86.400,13.5,15.509,15.700,0.3594,5.29,66.9,4.381
9,2014-12-12 13:40:03,-0.1988,0.0000,15.843,86.200,13.6,15.509,15.700,0.3594,4.12,83.1,4.339
10,2014-12-12 13:45:03,-0.1988,0.0000,16.058,85.100,13.6,15.533,15.724,0.3594,4.12,58.1,4.339
11,2014-12-12 13:50:03,-0.2039,0.0000,16.034,83.900,13.3,15.533,15.724,0.3590,4.12,28.1,4.333
12,2014-12-12 13:55:03,-0.2039,0.0000,15.915,84.200,13.3,15.557,15.748,0.3584,4.12,38.1,4.351
13,2014-12-12 14:00:03,-0.1988,0.0000,16.129,83.500,13.4,15.557,15.772,0.3590,3.53,70.6,4.363
14,2014-12-12 14:05:03,-0.1988,0.0000,16.392,83.200,13.6,15.581,15.772,0.3590,3.53,91.9,4.345
15,2014-12-12 14:10:03,-0.1988,0.0000,16.439,81.400,13.3,15.581,15.772,0.3590,3.53,58.1,4.339
16,2014-12-12 14:15:03,-0.2039,0.0000,16.272,82.100,13.2,15.605,15.796,0.3590,3.53,59.4,4.333
17,2014-12-12 14:20:03,-0.1988,0.0000,16.368,82.300,13.4,15.629,15.819,0.3578,3.53,90.6,4.393
18,2014-12-12 14:25:03,-0.1988,0.0000,16.582,81.900,13.5,15.629,15.819,0.3584,3.53,104.4,4.345
19,2014-12-12 14:30:03,-0.1988,0.0000,16.654,81.100,13.4,15.652,15.843,0.3590,3.53,58.1,4.339
20,2014-12-12 14:35:03,-0.1988,0.0000,16.582,80.000,13.1,15.652,15.843,0.3584,3.53,49.4,4.333
21,2014-12-12 14:40:03,-0.1988,0.0000,16.272,80.900,13.0,15.676,15.867,0.3594,3.53,50.6,4.339
22,2014-12-12 14:45:03,-0.1988,0.0000,16.201,80.700,12.9,15.700,15.867,0.3578,3.53,53.1,4.369
23,2014-12-12 14:50:03,-0.1988,0.0000,16.392,79.800,12.9,15.724,15.891,0.3584,2.94,51.9,4.345
24,2014-12-12 14:55:03,-0.2039,0.0000,16.392,79.700,12.9,15.724,15.891,0.3573,3.53,69.4,4.339
25,2014-12-12 15:00:03,-0.1988,0.0000,16.320,79.100,12.7,15.748,15.915,0.3590,2.94,31.9,4.333
26,2014-12-12 15:05:03,-0.1988,0.0000,16.153,79.400,12.6,15.772,15.915,0.3568,2.94,43.1,4.345
27,2014-12-12 15:10:03,-0.1988,0.0000,16.058,80.700,12.8,15.772,15.939,0.3578,3.53,31.9,4.345
28,2014-12-12 15:15:03,-0.1988,0.0000,16.153,78.800,12.5,15.796,15.939,0.3573,2.94,26.9,4.351
29,2014-12-12 15:20:03,-0.1988,0.0000,16.249,77.700,12.4,15.819,15.963,0.3578,2.94,20.6,4.339
30,2014-12-12 15:25:03,-0.1988,0.0000,16.344,75.600,12.0,15.819,15.963,0.3563,2.94,18.1,4.333
31,2014-12-12 15:30:03,-0.1988,0.0000,16.272,74.700,11.8,15.819,15.986,0.3578,2.94,16.9,4.333
32,2014-12-12 15:35:03,-0.2039,0.0000,16.058,77.200,12.1,15.819,15.986,0.3563,2.94,16.9,4.339
33,2014-12-12 15:40:03,-0.1988,0.0000,16.129,76.800,12.1,15.843,16.010,0.3573,2.94,15.6,4.363
34,2014-12-12 15:45:03,-0.1988,0.0000,16.177,76.000,12.0,15.843,16.010,0.3568,2.94,24.4,4.339
35,2014-12-12 15:50:03,-0.1988,0.0000,16.177,76.800,12.1,15.843,16.034,0.3573,2.94,64.4,4.375
36,2014-12-12 15:55:03,-0.1988,0.0000,16.392,75.200,12.0,15.843,16.034,0.3563,2.94,24.4,4.351
37,2014-12-12 16:00:03,-0.1988,0.0000,16.272,75.600,12.0,15.843,16.034,0.3578,2.94,21.9,4.339
38,2014-12-12 16:05:03,-0.1988,0.0000,16.201,76.300,12.0,15.843,16.058,0.3557,2.94,31.9,4.333
39,2014-12-12 16:10:03,-0.2039,0.0000,16.415,76.900,12.4,15.843,16.058,0.3573,2.94,51.9,4.333
40,2014-12-12 16:15:03,-0.1988,0.0000,16.630,76.100,12.4,15.843,16.058,0.3573,2.94,41.9,4.363
41,2014-12-12 16:20:03,-0.1988,0.0000,16.606,75.600,12.3,15.843,16.082,0.3573,2.94,25.6,4.345
42,2014-12-12 16:25:03,-0.1988,0.0000,16.344,76.800,12.3,15.843,16.082,0.3568,2.94,65.6,4.339
43,2014-12-12 16:30:03,-0.1988,0.0000,16.558,75.400,12.2,15.843,16.082,0.3568,2.94,48.1,4.333
44,2014-12-12 16:35:03,-0.1988,0.0000,16.463,76.100,12.3,15.843,16.106,0.3557,2.94,44.4,4.363
45,2014-12-12 16:40:03,-0.1988,0.0000,16.368,75.000,11.9,15.867,16.106,0.3573,2.94,24.4,4.351
46,2014-12-12 16:45:03,-0.1988,0.0000,16.344,75.700,12.1,15.867,16.106,0.3568,2.94,28.1,4.345
47,2014-12-12 16:50:03,-0.1988,0.0000,16.249,76.200,12.1,15.867,16.106,0.3563,2.94,19.4,4.339
48,2014-12-12 16:55:03,-0.1988,0.0000,16.058,76.800,12.0,15.867,16.129,0.3563,2.94,11.9,4.333
49,2014-12-12 17:00:03,-0.1988,0.0000,16.034,76.600,11.9,15.891,16.129,0.3557,2.94,13.1,4.327
50,2014-12-12 17:05:03,-0.1988,0.0000,15.796,77.300,11.8,15.891,16.129,0.3547,2.94,11.9,4.321
51,2014-12-12 17:10:03,-0.1988,0.0000,15.700,78.100,11.9,15.891,16.153,0.3553,2.94,5.6,4.321
52,2014-12-12 17:15:03,-0.1988,0.0000,15.724,78.800,12.1,15.891,16.153,0.3553,2.94,8.1,4.321
53,2014-12-12 17:20:03,-0.1988,0.0000,15.724,79.300,12.2,15.891,16.153,0.3547,2.94,5.6,4.321
54,2014-12-12 17:25:03,-0.1988,0.0000,15.676,78.900,12.0,15.915,16.153,0.3553,2.94,4.4,4.321
55,2014-12-12 17:30:03,-0.2039,0.0000,15.605,78.700,11.9,15.915,16.177,0.3553,2.94,1.9,4.321
56,2014-12-12 17:35:03,-0.1988,0.0000,15.509,79.100,11.9,15.891,16.177,0.3553,2.94,3.1,4.315
57,2014-12-12 17:40:03,-0.1988,0.0000,15.390,79.400,11.9,15.915,16.177,0.3547,2.94,3.1,4.315
58,2014-12-12 17:45:03,-0.1988,0.0000,15.318,79.900,11.9,15.915,16.201,0.3553,2.94,0.6,4.315
59,2014-12-12 17:50:03,-0.2039,0.0000,15.270,80.500,12.0,15.891,16.201,0.3547,2.94,0.6,4.315
60,2014-12-12 17:55:03,-0.1988,0.0000,15.199,80.800,11.9,15.891,16.201,0.3553,2.94,0.6,4.315
61,2014-12-12 18:00:03,-0.2039,0.0000,15.199,80.700,11.9,15.891,16.201,0.3547,2.94,0.6,4.315
62,2014-12-12 18:05:03,-0.1988,0.0000,14.984,80.100,11.6,15.891,16.201,0.3542,2.94,0.6,4.309
63,2014-12-12 18:10:03,-0.1988,0.0000,14.840,78.600,11.2,15.891,16.201,0.3547,2.94,0.6,4.309
64,2014-12-12 18:15:03,-0.1988,0.0000,14.697,79.100,11.1,15.891,16.225,0.3547,2.94,0.6,4.309
65,2014-12-12 18:20:03,-0.1988,0.0000,14.721,78.800,11.1,15.867,16.225,0.3542,2.94,0.6,4.309
66,2014-12-12 18:25:03,-0.1988,0.0000,14.745,78.500,11.1,15.867,16.225,0.3547,31.18,0.6,4.303
67,2014-12-12 18:30:03,-0.2039,0.0000,14.721,79.200,11.2,15.867,16.225,0.3547,27.65,0.6,4.303
68,2014-12-12 18:35:03,-0.2039,0.0000,14.649,80.200,11.3,15.867,16.225,0.3547,4.12,0.6,4.303
69,2014-12-12 18:40:03,-0.2039,0.0000,14.337,81.500,11.2,15.867,16.225,0.3547,3.53,0.6,4.303
70,2014-12-12 18:45:03,-0.1988,0.0000,14.194,82.000,11.2,15.867,16.249,0.3547,3.53,0.6,4.303
71,2014-12-12 18:50:03,-0.1988,0.0000,13.978,82.300,11.0,15.867,16.249,0.3547,3.53,0.6,4.303
72,2014-12-12 18:55:03,-0.2039,0.0000,13.978,83.000,11.2,15.843,16.249,0.3542,3.53,0.6,4.303
73,2014-12-12 19:00:03,-0.1988,0.0000,13.906,82.800,11.0,15.843,16.249,0.3542,3.53,0.6,4.303
74,2014-12-12 19:05:03,-0.1988,0.0000,13.738,83.000,10.9,15.819,16.249,0.3542,3.53,0.6,4.303
75,2014-12-12 19:10:03,-0.1988,0.0000,13.642,83.500,10.9,15.819,16.249,0.3547,3.53,0.6,4.303
76,2014-12-12 19:15:03,-0.2039,0.0000,13.570,83.800,10.9,15.819,16.249,0.3542,3.53,0.6,4.303
77,2014-12-12 19:20:03,-0.1988,0.0000,13.570,83.500,10.8,15.819,16.249,0.3542,3.53,0.6,4.303
78,2014-12-12 19:25:03,-0.1988,0.0000,13.473,83.500,10.7,15.819,16.249,0.3542,3.53,0.6,4.303
79,2014-12-12 19:30:03,-0.1988,0.0000,13.473,83.200,10.7,15.819,16.249,0.3537,3.53,0.6,4.303
80,2014-12-12 19:35:03,-0.1988,0.0000,13.497,83.100,10.7,15.796,16.249,0.3542,3.53,0.6,4.303
81,2014-12-12 19:40:03,-0.1988,0.0000,13.594,83.000,10.8,15.772,16.249,0.3542,3.53,0.6,4.303
82,2014-12-12 19:45:03,-0.1988,0.0000,13.642,82.800,10.8,15.772,16.249,0.3537,2.94,0.6,4.303
83,2014-12-12 19:50:03,-0.1988,0.0000,13.642,82.700,10.8,15.772,16.249,0.3537,2.94,0.6,4.303
84,2014-12-12 19:55:03,-0.1988,0.0000,13.570,82.800,10.7,15.748,16.249,0.3537,3.53,0.6,4.303
85,2014-12-12 20:00:03,-0.1988,0.0000,13.570,82.800,10.7,15.748,16.249,0.3537,2.94,0.6,4.303
86,2014-12-12 20:05:03,-0.1988,0.0000,13.497,83.000,10.7,15.724,16.249,0.3531,3.53,0.6,4.303
87,2014-12-12 20:10:03,-0.1988,0.0000,13.305,83.500,10.6,15.724,16.249,0.3526,2.94,0.6,4.303
