"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2014-05-30 11:10:00,-0.2039,0.0000,27.875,45.700,15.1,35.529,34.995,-0.0003,2.35,904.4,4.321
2,2014-05-30 11:15:00,-0.2039,0.0000,27.949,46.900,15.6,35.555,34.916,-0.0003,2.94,919.4,4.321
3,2014-05-30 11:20:00,-0.2039,0.0000,28.742,43.600,15.2,35.502,34.889,-0.0003,2.35,936.9,4.369
4,2014-05-30 11:25:00,-0.2039,0.0000,28.023,45.900,15.3,35.422,34.810,-0.0003,2.94,949.4,4.333
5,2014-05-30 11:30:00,-0.2039,0.0000,28.816,46.400,16.2,35.448,34.783,-0.0003,2.94,958.1,4.345
6,2014-05-30 11:35:00,-0.2039,0.0000,28.419,43.800,14.9,35.662,34.863,0.0008,2.94,966.9,4.333
7,2014-05-30 11:40:00,-0.2039,0.0000,29.215,42.500,15.2,36.417,35.288,0.0008,2.94,981.9,4.333
8,2014-05-30 11:45:00,-0.1988,0.0000,28.941,42.200,14.8,37.783,36.417,0.0008,2.94,991.9,4.327
9,2014-05-30 11:50:00,-0.1988,0.0000,29.165,41.800,14.9,39.234,37.700,0.0008,2.94,1005.6,4.321
10,2014-05-30 11:55:00,-0.1988,0.0000,28.518,40.400,13.8,40.573,38.924,0.0008,2.94,1008.1,4.381
11,2014-05-30 12:00:00,-0.1988,0.0000,28.221,42.900,14.4,41.707,39.943,0.0013,2.35,1010.6,4.339
12,2014-05-30 12:05:00,-0.1988,0.0000,29.966,41.600,15.5,42.743,40.920,0.0013,2.94,1019.4,4.333
13,2014-05-30 12:10:00,-0.1988,0.0000,30.016,40.500,15.2,43.768,41.913,0.0024,2.94,1023.1,4.333
14,2014-05-30 12:15:00,-0.1988,0.0000,29.640,43.400,15.9,44.688,42.803,0.0024,2.94,1035.6,4.327
15,2014-05-30 12:20:00,-0.1988,0.0000,29.414,43.600,15.8,45.562,43.647,0.0029,2.94,1046.9,4.321
16,2014-05-30 12:25:00,-0.2039,0.0000,30.243,42.900,16.3,46.385,44.472,0.0029,2.94,1039.4,4.339
17,2014-05-30 12:30:00,-0.2039,0.0000,29.090,42.400,15.0,47.190,45.217,0.0040,2.94,1045.6,4.333
18,2014-05-30 12:35:00,-0.2039,0.0000,29.165,43.500,15.5,47.842,45.845,0.0050,2.94,1039.4,4.333
19,2014-05-30 12:40:00,-0.2039,0.0000,29.365,42.400,15.3,48.471,46.449,0.0056,2.94,1053.1,4.333
20,2014-05-30 12:45:00,-0.2039,0.0000,29.389,43.400,15.7,49.006,46.995,0.0056,2.94,1046.9,4.327
21,2014-05-30 12:50:00,-0.2039,0.0000,29.190,43.400,15.5,49.513,47.548,0.0066,2.35,1055.6,4.393
22,2014-05-30 12:55:00,-0.2039,0.0000,29.464,42.700,15.5,50.025,48.073,0.0066,2.35,1053.1,4.339
23,2014-05-30 13:00:00,-0.2039,0.0000,29.615,42.800,15.7,50.508,48.537,0.0071,2.35,1055.6,4.333
24,2014-05-30 13:05:00,-0.1988,0.0000,30.293,40.900,15.6,50.996,49.073,0.0071,2.94,1055.6,4.333
25,2014-05-30 13:10:00,-0.1988,0.0000,29.340,43.200,15.6,51.454,49.547,0.0081,2.35,1055.6,4.333
26,2014-05-30 13:15:00,-0.1988,0.0000,29.815,42.400,15.7,51.809,49.922,0.0071,2.35,1050.6,4.327
27,2014-05-30 13:20:00,-0.1988,0.0000,30.293,41.100,15.6,52.239,50.370,0.0087,2.35,1053.1,4.345
28,2014-05-30 13:25:00,-0.2039,0.0000,29.240,41.600,14.9,52.673,50.752,0.0081,2.35,1053.1,4.339
29,2014-05-30 13:30:00,-0.2039,0.0000,29.215,42.200,15.1,52.928,51.031,0.0081,2.35,1045.6,4.333
30,2014-05-30 13:35:00,-0.2039,0.0000,29.340,42.000,15.1,53.184,51.313,0.0097,1.76,1044.4,4.333
31,2014-05-30 13:40:00,-0.2039,0.0000,28.990,41.300,14.5,53.405,51.631,0.0097,2.35,1039.4,4.333
32,2014-05-30 13:45:00,-0.1988,0.0000,29.389,41.600,15.0,53.479,51.845,0.0097,2.35,1035.6,4.333
33,2014-05-30 13:50:00,-0.1988,0.0000,29.640,39.800,14.5,53.627,52.059,0.0097,2.35,1034.4,4.363
34,2014-05-30 13:55:00,-0.1988,0.0000,28.866,41.900,14.7,53.813,52.203,0.0097,2.35,1040.6,4.339
35,2014-05-30 14:00:00,-0.2039,0.0000,29.140,39.300,13.9,54.000,52.383,0.0107,2.35,1035.6,4.333
36,2014-05-30 14:05:00,-0.2039,0.0000,29.941,38.700,14.4,54.225,52.600,0.0107,2.35,1025.6,4.333
37,2014-05-30 14:10:00,-0.1988,0.0000,29.490,40.000,14.5,54.451,52.818,0.0112,2.35,1023.1,4.333
38,2014-05-30 14:15:00,-0.1988,0.0000,29.966,38.000,14.1,54.640,53.038,0.0112,2.35,1018.1,4.327
39,2014-05-30 14:20:00,-0.1988,0.0000,29.815,38.800,14.3,54.868,53.221,0.0122,2.35,1013.1,4.339
40,2014-05-30 14:25:00,-0.1988,0.0000,28.990,39.000,13.7,55.021,53.405,0.0122,1.76,1004.4,4.333
41,2014-05-30 14:30:00,-0.1988,0.0000,28.866,39.600,13.8,55.174,53.590,0.0122,1.76,999.4,4.333
42,2014-05-30 14:35:00,-0.1988,0.0000,30.066,37.800,14.1,55.290,53.739,0.0122,1.76,993.1,4.333
43,2014-05-30 14:40:00,-0.1988,0.0000,29.090,39.300,13.9,55.444,53.925,0.0122,1.76,981.9,4.327
44,2014-05-30 14:45:00,-0.1988,0.0000,29.365,38.400,13.7,55.406,53.962,0.0127,1.76,970.6,4.387
45,2014-05-30 14:50:00,-0.1988,0.0000,29.665,37.900,13.8,55.290,54.037,0.0127,1.76,954.4,4.339
46,2014-05-30 14:55:00,-0.1988,0.0000,29.765,35.400,12.9,55.174,54.112,0.0127,1.76,941.9,4.333
47,2014-05-30 15:00:00,-0.1988,0.0000,29.715,35.200,12.7,54.830,54.112,0.0127,1.76,928.1,4.333
48,2014-05-30 15:05:00,-0.1988,0.0000,30.293,36.800,13.9,54.300,54.000,0.0127,1.76,918.1,4.333
49,2014-05-30 15:10:00,-0.1988,0.0000,29.966,34.000,12.4,53.553,53.664,0.0137,1.76,904.4,4.357
50,2014-05-30 15:15:00,-0.1988,0.0000,30.394,34.400,13.0,52.746,52.891,0.0137,1.76,885.6,4.339
51,2014-05-30 15:20:00,-0.1988,0.0000,30.672,34.900,13.4,52.059,51.952,0.0137,1.76,876.9,4.333
