Date Time	Solar Radiation (W/m²)  #10200137	Voltage (V)  #10200855	Current (mA)  #10200855	Wetness (%)  #10205905	Temp (°F)  #10213637	RH (%)  #10213637	1 cm deep Temp (°F)	5 cm deep Temp (°F)	Water Content (m³/m³)  #10222876	Batt (V) c:5
04/30/15 14:15:00.0	753.1	-0.2039	0.0000	1.18	86.346	34.900	75.767	73.904	0.1917	4.345
04/30/15 14:20:00.0	798.1	-0.2039	0.0000	1.18	85.984	31.900	75.724	73.947	0.1923	4.345
04/30/15 14:25:00.0	901.9	-0.2039	0.0000	1.18	86.119	33.400	75.681	73.947	0.1923	4.406
04/30/15 14:30:00.0	930.6	-0.2039	0.0000	1.76	86.936	32.200	75.594	73.947	0.1917	4.387
04/30/15 14:35:00.0	870.6	-0.2039	0.0000	1.76	88.122	30.900	75.594	73.947	0.1917	4.369
04/30/15 14:40:00.0	835.6	-0.2039	0.0000	1.76	89.040	30.400	75.551	73.947	0.1917	4.363
04/30/15 14:45:00.0	739.4	-0.2039	0.0000	1.76	89.085	30.700	75.551	73.990	0.1917	4.351
04/30/15 14:50:00.0	690.6	-0.2039	0.0000	0.59	85.487	33.100	75.463	73.990	0.1917	4.393
04/30/15 14:55:00.0	801.9	-0.2039	0.0000	1.76	87.163	33.500	75.376	73.947	0.1917	4.381
04/30/15 15:00:00.0	688.1	-0.2039	0.0000	1.18	86.981	32.900	75.333	73.947	0.1917	4.363
04/30/15 15:05:00.0	778.1	-0.2039	0.0000	1.76	87.210	32.900	75.247	73.904	0.1917	4.363
04/30/15 15:10:00.0	806.9	-0.2039	0.0000	1.76	88.075	29.600	75.204	73.904	0.1917	4.351
04/30/15 15:15:00.0	796.9	-0.2039	0.0000	1.76	88.306	30.600	75.117	73.861	0.1917	4.369
04/30/15 15:20:00.0	646.9	-0.2039	0.0000	1.76	88.855	32.800	75.074	73.861	0.1917	4.393
04/30/15 15:25:00.0	689.4	-0.2039	0.0000	1.76	87.757	28.300	74.986	73.818	0.1917	4.369
04/30/15 15:30:00.0	708.1	-0.2039	0.0000	1.76	88.671	27.900	74.899	73.774	0.1917	4.363
04/30/15 15:35:00.0	705.6	-0.2039	0.0000	1.76	88.259	29.700	74.813	73.731	0.1913	4.351
04/30/15 15:40:00.0	716.9	-0.2039	0.0000	1.76	89.132	26.300	74.727	73.688	0.1917	4.357
04/30/15 15:45:00.0	695.6	-0.2039	0.0000	1.76	88.122	25.900	74.640	73.645	0.1917	4.381
04/30/15 15:50:00.0	679.4	-0.2039	0.0000	1.76	89.499	23.800	74.554	73.602	0.1917	4.387
04/30/15 15:55:00.0	661.9	-0.2039	0.0000	1.76	89.085	24.900	74.467	73.558	0.1913	4.369
04/30/15 16:00:00.0	649.4	-0.2039	0.0000	1.76	90.055	24.600	74.381	73.515	0.1913	4.363
04/30/15 16:05:00.0	634.4	-0.2039	0.0000	1.76	90.239	22.300	74.381	73.472	0.1913	4.351
04/30/15 16:10:00.0	620.6	-0.2039	0.0000	1.76	90.009	22.800	74.338	73.429	0.1913	4.357
04/30/15 16:15:00.0	605.6	-0.2039	0.0000	1.76	89.454	22.900	74.295	73.429	0.1913	4.375
04/30/15 16:20:00.0	589.4	-0.2039	0.0000	1.18	88.763	22.300	74.206	73.386	0.1913	4.393
04/30/15 16:25:00.0	575.6	-0.2039	0.0000	1.18	87.710	21.100	74.163	73.342	0.1913	4.369
04/30/15 16:30:00.0	558.1	-0.2039	0.0000	1.18	87.528	21.100	74.077	73.299	0.1913	4.363
04/30/15 16:35:00.0	541.9	-0.2039	0.0000	1.18	88.855	21.000	73.990	73.256	0.1908	4.351
04/30/15 16:40:00.0	528.1	-0.2039	0.0000	1.18	88.351	20.200	73.904	73.213	0.1908	4.351
04/30/15 16:45:00.0	238.1	-0.2039	0.0000	0.59	86.664	21.000	73.861	73.170	0.1908	4.363
04/30/15 16:50:00.0	111.9	-0.2039	0.0000	0.00	84.857	24.400	73.731	73.083	0.1904	4.375
04/30/15 16:55:00.0	79.4	-0.2039	0.0000	0.00	83.511	25.900	73.645	73.040	0.1908	4.375
04/30/15 17:00:00.0	86.9	-0.2039	0.0000	0.00	82.708	28.400	73.558	72.997	0.1908	4.363
04/30/15 17:05:00.0	74.4	-0.2039	0.0000	0.00	82.130	27.900	73.472	72.912	0.1904	4.357
04/30/15 17:10:00.0	85.6	-0.2039	0.0000	0.00	81.509	31.400	73.386	72.869	0.1908	4.351
04/30/15 17:15:00.0	60.6	-0.2039	0.0000	0.00	80.802	32.900	73.299	72.826	0.1904	4.351
04/30/15 17:20:00.0	103.1	-0.2039	0.0000	0.00	79.788	36.700	73.213	72.739	0.1898	4.351
04/30/15 17:25:00.0	58.1	-0.2039	0.0000	0.00	78.076	40.400	73.126	72.696	0.1904	4.345
04/30/15 17:30:00.0	181.9	-0.2039	0.0000	0.00	76.986	43.100	73.040	72.610	0.1904	4.339
04/30/15 17:35:00.0	59.4	-0.2039	0.0000	0.00	76.593	42.600	72.912	72.567	0.1904	4.339
04/30/15 17:40:00.0	43.1	-0.2039	0.0000	0.00	76.028	44.100	72.826	72.480	0.1898	4.339
04/30/15 17:45:00.0	39.4	-0.2039	0.0000	0.00	75.551	45.500	72.739	72.394	0.1904	4.339
04/30/15 17:50:00.0	38.1	-0.2039	0.0000	0.00	74.770	47.000	72.653	72.351	0.1898	4.333
04/30/15 17:55:00.0	39.4	-0.2039	0.0000	0.00	74.424	47.400	72.523	72.264	0.1898	4.333
04/30/15 18:00:00.0	44.4	-0.2039	0.0000	0.00	73.990	48.900	72.437	72.178	0.1898	4.333
04/30/15 18:05:00.0	41.9	-0.2039	0.0000	0.00	73.818	49.100	72.351	72.136	0.1898	4.327
04/30/15 18:10:00.0	35.6	-0.2039	0.0000	0.00	73.818	49.300	72.264	72.050	0.1898	4.321
04/30/15 18:15:00.0	34.4	-0.2039	0.0000	0.00	73.299	49.700	72.178	71.964	0.1898	4.321
04/30/15 18:20:00.0	30.6	-0.2039	0.0000	0.00	72.610	51.000	72.093	71.920	0.1895	4.321
04/30/15 18:25:00.0	29.4	-0.2039	0.0000	0.00	72.007	52.900	72.007	71.834	0.1898	4.321
04/30/15 18:30:00.0	28.1	-0.2039	0.0000	0.00	71.577	54.900	71.920	71.791	0.1898	4.321
04/30/15 18:35:00.0	29.4	-0.2039	0.0000	0.00	70.930	56.000	71.834	71.704	0.1895	4.321
04/30/15 18:40:00.0	31.9	-0.2039	0.0000	0.00	70.587	55.700	71.748	71.661	0.1898	4.321
04/30/15 18:45:00.0	30.6	-0.2039	0.0000	0.00	70.286	57.500	71.661	71.577	0.1898	4.321
04/30/15 18:50:00.0	29.4	-0.2039	0.0000	0.00	69.814	59.700	71.577	71.490	0.1898	4.321
04/30/15 18:55:00.0	28.1	-0.2039	0.0000	0.00	69.514	60.700	71.490	71.447	0.1895	4.321
04/30/15 19:00:00.0	26.9	-0.2039	0.0000	0.00	69.170	60.500	71.404	71.361	0.1895	4.315
04/30/15 19:05:00.0	23.1	-0.2039	0.0000	0.00	68.871	61.100	71.317	71.274	0.1898	4.315
04/30/15 19:10:00.0	20.6	-0.2039	0.0000	0.00	68.657	62.200	71.231	71.231	0.1898	4.315
04/30/15 19:15:00.0	16.9	-0.2039	0.0000	0.00	68.270	61.100	71.190	71.146	0.1898	4.315
04/30/15 19:20:00.0	13.1	-0.2039	0.0000	0.00	67.971	62.100	71.103	71.103	0.1895	4.315
04/30/15 19:25:00.0	8.1	-0.2039	0.0000	0.00	67.627	63.100	71.017	71.017	0.1895	4.315
04/30/15 19:30:00.0	4.4	-0.2039	0.0000	0.00	67.372	64.700	70.930	70.974	0.1898	4.315
04/30/15 19:35:00.0	0.6	-0.2039	0.0000	0.00	67.199	65.900	70.846	70.887	0.1895	4.309
04/30/15 19:40:00.0	0.6	-0.2039	0.0000	0.00	66.729	66.600	70.803	70.846	0.1895	4.309
04/30/15 19:45:00.0	0.6	-0.2039	0.0000	0.00	66.515	67.000	70.716	70.759	0.1895	4.309
04/30/15 19:50:00.0	0.6	-0.2039	0.0000	0.00	66.385	67.700	70.630	70.716	0.1895	4.309
04/30/15 19:55:00.0	0.6	-0.2039	0.0000	0.00	66.344	67.900	70.543	70.630	0.1895	4.309
04/30/15 20:00:00.0	0.6	-0.2039	0.0000	1.18	66.214	68.400	70.459	70.587	0.1895	4.309
04/30/15 20:05:00.0	0.6	-0.2039	0.0000	1.76	66.000	69.400	70.416	70.502	0.1895	4.309
04/30/15 20:10:00.0	0.6	-0.2039	0.0000	2.35	66.043	69.800	70.329	70.459	0.1895	4.303
04/30/15 20:15:00.0	0.6	-0.2039	0.0000	2.35	65.959	70.300	70.243	70.372	0.1895	4.303
04/30/15 20:20:00.0	0.6	-0.2039	0.0000	1.76	65.916	70.200	70.201	70.329	0.1895	4.303
04/30/15 20:25:00.0	0.6	-0.2039	0.0000	1.18	65.745	69.700	70.115	70.243	0.1895	4.303
04/30/15 20:30:00.0	0.6	-0.2039	0.0000	1.18	65.574	69.700	70.072	70.201	0.1895	4.303
04/30/15 20:35:00.0	0.6	-0.2039	0.0000	1.18	65.444	69.700	69.985	70.158	0.1895	4.303
04/30/15 20:40:00.0	0.6	-0.2039	0.0000	0.59	65.359	69.500	69.942	70.115	0.1895	4.303
04/30/15 20:45:00.0	0.6	-0.2039	0.0000	0.59	65.316	69.500	69.901	70.029	0.1895	4.303
04/30/15 20:50:00.0	0.6	-0.2039	0.0000	0.59	65.316	69.200	69.814	69.985	0.1895	4.303
04/30/15 20:55:00.0	0.6	-0.2039	0.0000	1.18	65.059	69.200	69.771	69.942	0.1895	4.303
04/30/15 21:00:00.0	0.6	-0.2039	0.0000	2.35	64.803	69.300	69.685	69.901	0.1891	4.303
04/30/15 21:05:00.0	0.6	-0.2039	0.0000	2.35	64.674	69.600	69.643	69.814	0.1895	4.303
04/30/15 21:10:00.0	0.6	-0.2039	0.0000	5.29	64.459	71.100	69.600	69.771	0.1895	4.327
04/30/15 21:15:00.0	0.6	-0.2039	0.0000	10.59	64.332	72.200	69.514	69.728	0.1895	4.303
04/30/15 21:20:00.0	0.6	-0.2039	0.0000	12.94	64.204	73.300	69.471	69.685	0.1895	4.303
04/30/15 21:25:00.0	0.6	-0.2039	0.0000	18.24	64.033	73.500	69.427	69.600	0.1895	4.303
04/30/15 21:30:00.0	0.6	-0.2039	0.0000	27.06	63.732	74.200	69.343	69.557	0.1895	4.303
04/30/15 21:35:00.0	0.6	-0.2039	0.0000	28.82	63.475	75.400	69.300	69.514	0.1895	4.303
04/30/15 21:40:00.0	0.6	-0.2039	0.0000	34.12	63.347	76.100	69.256	69.471	0.1895	4.303
04/30/15 21:45:00.0	0.6	-0.2039	0.0000	37.65	63.347	76.600	69.170	69.386	0.1895	4.303
04/30/15 21:50:00.0	0.6	-0.2039	0.0000	37.65	63.390	76.800	69.129	69.386	0.1891	4.297
04/30/15 21:55:00.0	0.6	-0.2039	0.0000	41.76	63.347	77.400	69.085	69.300	0.1895	4.297
04/30/15 22:00:00.0	0.6	-0.2039	0.0000	37.65	63.475	77.800	69.042	69.256	0.1895	4.297
04/30/15 22:05:00.0	0.6	-0.2039	0.0000	39.41	63.561	77.600	68.956	69.213	0.1895	4.297
04/30/15 22:10:00.0	0.6	-0.2039	0.0000	46.47	63.475	78.300	68.913	69.170	0.1891	4.297
04/30/15 22:15:00.0	0.6	-0.2039	0.0000	43.53	63.561	78.100	68.871	69.129	0.1895	4.297
04/30/15 22:20:00.0	0.6	-0.2039	0.0000	42.35	63.518	77.900	68.828	69.085	0.1895	4.297
04/30/15 22:25:00.0	0.6	-0.2039	0.0000	40.00	63.347	77.600	68.785	69.042	0.1891	4.297
04/30/15 22:30:00.0	0.6	-0.2039	0.0000	50.00	63.133	78.000	68.742	68.999	0.1895	4.297
04/30/15 22:35:00.0	0.6	-0.2039	0.0000	54.12	63.005	78.700	68.698	68.956	0.1895	4.297
04/30/15 22:40:00.0	0.6	-0.2039	0.0000	72.35	62.661	79.900	68.657	68.913	0.1895	4.297
04/30/15 22:45:00.0	0.6	-0.2039	0.0000	90.00	62.620	81.400	68.614	68.871	0.1895	4.297
04/30/15 22:50:00.0	0.6	-0.2039	0.0000	93.53	62.406	83.000	68.571	68.828	0.1891	4.297
04/30/15 22:55:00.0	0.6	-0.2039	0.0000	100.00	62.148	83.600	68.527	68.785	0.1895	4.297
04/30/15 23:00:00.0	0.6	-0.2039	0.0000	100.00	61.891	84.100	68.484	68.742	0.1895	4.297
04/30/15 23:05:00.0	0.6	-0.2039	0.0000	100.00	61.590	85.000	68.443	68.698	0.1891	4.297
04/30/15 23:10:00.0	0.6	-0.2039	0.0000	100.00	61.376	85.700	68.400	68.657	0.1895	4.297
04/30/15 23:15:00.0	0.6	-0.2039	0.0000	100.00	61.333	86.000	68.356	68.614	0.1891	4.291
04/30/15 23:20:00.0	0.6	-0.2039	0.0000	100.00	61.419	86.100	68.313	68.571	0.1891	4.291
04/30/15 23:25:00.0	0.6	-0.2039	0.0000	100.00	61.462	86.700	68.270	68.527	0.1891	4.291
04/30/15 23:30:00.0	0.6	-0.2039	0.0000	100.00	61.290	87.100	68.227	68.484	0.1891	4.291
04/30/15 23:35:00.0	0.6	-0.2039	0.0000	100.00	61.162	87.800	68.185	68.443	0.1891	4.291
04/30/15 23:40:00.0	0.6	-0.2039	0.0000	100.00	61.119	88.000	68.142	68.443	0.1891	4.291
04/30/15 23:45:00.0	0.6	-0.2039	0.0000	100.00	61.119	88.500	68.099	68.356	0.1891	4.291
04/30/15 23:50:00.0	0.6	-0.2039	0.0000	100.00	60.991	88.600	68.056	68.356	0.1891	4.291
04/30/15 23:55:00.0	0.6	-0.2039	0.0000	100.00	60.775	88.800	68.013	68.313	0.1891	4.291
05/01/15 00:00:00.0	0.6	-0.2039	0.0000	100.00	60.561	89.200	67.971	68.270	0.1891	4.291
05/01/15 00:05:00.0	0.6	-0.2039	0.0000	100.00	60.433	89.500	67.928	68.227	0.1891	4.291
05/01/15 00:10:00.0	0.6	-0.2039	0.0000	100.00	60.390	89.900	67.885	68.185	0.1891	4.291
05/01/15 00:15:00.0	0.6	-0.2039	0.0000	100.00	60.217	90.400	67.842	68.142	0.1891	4.327
05/01/15 00:20:00.0	0.6	-0.2039	0.0000	100.00	60.260	90.700	67.798	68.099	0.1891	4.291
05/01/15 00:25:00.0	0.6	-0.2039	0.0000	100.00	60.174	90.800	67.757	68.056	0.1891	4.291
05/01/15 00:30:00.0	0.6	-0.2039	0.0000	100.00	60.089	91.000	67.714	68.056	0.1891	4.291
05/01/15 00:35:00.0	0.6	-0.2039	0.0000	100.00	60.132	91.400	67.714	68.013	0.1891	4.291
05/01/15 00:40:00.0	0.6	-0.2039	0.0000	100.00	60.046	91.400	67.671	67.971	0.1891	4.291
05/01/15 00:45:00.0	0.6	-0.2039	0.0000	100.00	59.959	91.600	67.627	67.928	0.1891	4.291
05/01/15 00:50:00.0	0.6	-0.2039	0.0000	100.00	59.959	91.800	67.586	67.885	0.1891	4.291
05/01/15 00:55:00.0	0.6	-0.2039	0.0000	100.00	59.873	92.100	67.543	67.842	0.1895	4.291
05/01/15 01:00:00.0	0.6	-0.2039	0.0000	100.00	59.745	92.100	67.500	67.842	0.1891	4.291
05/01/15 01:05:00.0	0.6	-0.2039	0.0000	100.00	59.572	92.100	67.456	67.798	0.1891	4.291
05/01/15 01:10:00.0	0.6	-0.2039	0.0000	100.00	59.486	92.300	67.413	67.757	0.1891	4.291
05/01/15 01:15:00.0	0.6	-0.2039	0.0000	100.00	59.529	92.500	67.372	67.714	0.1891	4.309
05/01/15 01:20:00.0	0.6	-0.2039	0.0000	100.00	59.358	92.500	67.329	67.671	0.1891	4.291
05/01/15 01:25:00.0	0.6	-0.2039	0.0000	100.00	59.486	92.800	67.285	67.627	0.1891	4.291
05/01/15 01:30:00.0	0.6	-0.2039	0.0000	100.00	59.315	92.600	67.242	67.586	0.1891	4.291
05/01/15 01:35:00.0	0.6	-0.2039	0.0000	100.00	59.056	92.700	67.242	67.586	0.1891	4.291
05/01/15 01:40:00.0	0.6	-0.2039	0.0000	100.00	58.928	93.200	67.199	67.543	0.1891	4.291
05/01/15 01:45:00.0	0.6	-0.2039	0.0000	100.00	59.099	93.300	67.158	67.500	0.1891	4.291
05/01/15 01:50:00.0	0.6	-0.2039	0.0000	100.00	59.315	93.400	67.114	67.456	0.1891	4.291
05/01/15 01:55:00.0	0.6	-0.2039	0.0000	100.00	59.272	93.200	67.071	67.413	0.1891	4.291
05/01/15 02:00:00.0	0.6	-0.2039	0.0000	100.00	59.099	93.100	67.071	67.413	0.1891	4.291
05/01/15 02:05:00.0	0.6	-0.2039	0.0000	100.00	59.056	93.300	66.985	67.372	0.1895	4.291
05/01/15 02:10:00.0	0.6	-0.2039	0.0000	100.00	59.142	93.500	66.985	67.329	0.1891	4.291
05/01/15 02:15:00.0	0.6	-0.2039	0.0000	100.00	59.056	93.300	66.943	67.285	0.1895	4.291
05/01/15 02:20:00.0	0.6	-0.2039	0.0000	100.00	58.798	93.500	66.900	67.242	0.1891	4.291
05/01/15 02:25:00.0	0.6	-0.2039	0.0000	100.00	58.712	93.800	66.857	67.242	0.1891	4.285
05/01/15 02:30:00.0	0.6	-0.2039	0.0000	100.00	58.498	93.700	66.814	67.199	0.1891	4.285
05/01/15 02:35:00.0	0.6	-0.2039	0.0000	100.00	58.282	93.800	66.814	67.158	0.1891	4.285
05/01/15 02:40:00.0	0.6	-0.2039	0.0000	100.00	58.195	94.000	66.772	67.114	0.1891	4.285
05/01/15 02:45:00.0	0.6	-0.2039	0.0000	100.00	58.066	94.100	66.729	67.071	0.1891	4.285
05/01/15 02:50:00.0	0.6	-0.2039	0.0000	100.00	58.066	94.500	66.686	67.071	0.1891	4.285
05/01/15 02:55:00.0	0.6	-0.2039	0.0000	100.00	58.023	94.600	66.643	67.028	0.1891	4.285
05/01/15 03:00:00.0	0.6	-0.2039	0.0000	100.00	58.023	94.800	66.600	66.985	0.1891	4.285
05/01/15 03:05:00.0	0.6	-0.2039	0.0000	100.00	58.066	95.100	66.600	66.985	0.1891	4.285
05/01/15 03:10:00.0	0.6	-0.2039	0.0000	100.00	58.109	95.200	66.558	66.943	0.1891	4.285
05/01/15 03:15:00.0	0.6	-0.2039	0.0000	100.00	58.066	95.200	66.515	66.900	0.1891	4.285
05/01/15 03:20:00.0	0.6	-0.2039	0.0000	100.00	58.109	95.400	66.472	66.857	0.1891	4.285
05/01/15 03:25:00.0	0.6	-0.2039	0.0000	100.00	58.239	95.500	66.429	66.814	0.1891	4.285
05/01/15 03:30:00.0	0.6	-0.2039	0.0000	100.00	58.023	95.500	66.385	66.814	0.1891	4.285
05/01/15 03:35:00.0	0.6	-0.2039	0.0000	100.00	57.893	95.600	66.385	66.772	0.1891	4.285
05/01/15 03:40:00.0	0.6	-0.2039	0.0000	100.00	57.850	95.700	66.344	66.729	0.1891	4.285
05/01/15 03:45:00.0	0.6	-0.2039	0.0000	100.00	58.023	95.800	66.301	66.686	0.1891	4.285
05/01/15 03:50:00.0	0.6	-0.2039	0.0000	100.00	57.850	95.800	66.258	66.686	0.1891	4.285
05/01/15 03:55:00.0	0.6	-0.2039	0.0000	100.00	57.765	95.800	66.258	66.643	0.1891	4.285
05/01/15 04:00:00.0	0.6	-0.2039	0.0000	100.00	57.636	95.700	66.214	66.600	0.1891	4.285
05/01/15 04:05:00.0	0.6	-0.2039	0.0000	100.00	57.506	96.000	66.173	66.600	0.1891	4.285
05/01/15 04:10:00.0	0.6	-0.2039	0.0000	100.00	57.463	95.800	66.130	66.558	0.1891	4.285
05/01/15 04:15:00.0	0.6	-0.2039	0.0000	100.00	57.247	95.900	66.130	66.515	0.1891	4.303
05/01/15 04:20:00.0	0.6	-0.2039	0.0000	100.00	56.988	96.000	66.087	66.515	0.1891	4.285
05/01/15 04:25:00.0	0.6	-0.2039	0.0000	100.00	56.815	96.100	66.043	66.472	0.1891	4.285
05/01/15 04:30:00.0	0.6	-0.2039	0.0000	100.00	56.599	96.100	66.000	66.429	0.1891	4.285
05/01/15 04:35:00.0	0.6	-0.2039	0.0000	100.00	56.512	96.200	65.959	66.385	0.1891	4.285
05/01/15 04:40:00.0	0.6	-0.2039	0.0000	100.00	56.512	96.200	65.916	66.344	0.1891	4.285
05/01/15 04:45:00.0	0.6	-0.2039	0.0000	100.00	56.599	96.500	65.916	66.344	0.1891	4.285
05/01/15 04:50:00.0	0.6	-0.2039	0.0000	100.00	56.426	96.500	65.872	66.301	0.1891	4.285
05/01/15 04:55:00.0	0.6	-0.2039	0.0000	100.00	56.469	96.500	65.829	66.258	0.1891	4.285
05/01/15 05:00:00.0	0.6	-0.2039	0.0000	100.00	56.383	96.600	65.788	66.214	0.1891	4.285
05/01/15 05:05:00.0	0.6	-0.2039	0.0000	100.00	56.383	96.700	65.745	66.214	0.1891	4.285
05/01/15 05:10:00.0	0.6	-0.2039	0.0000	100.00	56.295	96.700	65.745	66.173	0.1891	4.279
05/01/15 05:15:00.0	0.6	-0.2039	0.0000	100.00	56.208	96.800	65.701	66.130	0.1891	4.285
05/01/15 05:20:00.0	0.6	-0.2039	0.0000	100.00	56.208	97.000	65.658	66.087	0.1891	4.285
05/01/15 05:25:00.0	0.6	-0.2039	0.0000	100.00	56.165	96.900	65.615	66.087	0.1891	4.285
05/01/15 05:30:00.0	0.6	-0.2039	0.0000	100.00	56.208	97.100	65.615	66.043	0.1891	4.279
05/01/15 05:35:00.0	0.6	-0.2039	0.0000	100.00	56.295	97.100	65.574	66.000	0.1891	4.279
05/01/15 05:40:00.0	0.6	-0.2039	0.0000	100.00	56.122	97.000	65.530	66.000	0.1891	4.279
05/01/15 05:45:00.0	0.6	-0.2039	0.0000	100.00	56.035	97.100	65.530	65.959	0.1891	4.279
05/01/15 05:50:00.0	0.6	-0.2039	0.0000	100.00	56.079	97.300	65.487	65.916	0.1891	4.279
05/01/15 05:55:00.0	0.6	-0.2039	0.0000	100.00	55.949	97.300	65.444	65.916	0.1891	4.279
05/01/15 06:00:00.0	0.6	-0.2039	0.0000	100.00	56.079	97.400	65.403	65.872	0.1891	4.279
05/01/15 06:05:00.0	0.6	-0.2039	0.0000	100.00	55.906	97.400	65.403	65.829	0.1891	4.279
05/01/15 06:10:00.0	1.9	-0.2039	0.0000	100.00	55.863	97.400	65.359	65.788	0.1891	4.309
05/01/15 06:15:00.0	3.1	-0.2039	0.0000	100.00	55.906	97.400	65.316	65.788	0.1891	4.279
05/01/15 06:20:00.0	5.6	-0.2039	0.0000	100.00	55.819	97.400	65.316	65.745	0.1891	4.279
05/01/15 06:25:00.0	6.9	-0.2039	0.0000	100.00	55.949	97.600	65.273	65.701	0.1891	4.279
05/01/15 06:30:00.0	8.1	-0.2039	0.0000	100.00	55.906	97.600	65.230	65.701	0.1891	4.279
05/01/15 06:35:00.0	8.1	-0.2039	0.0000	100.00	55.863	97.600	65.230	65.658	0.1891	4.279
05/01/15 06:40:00.0	10.6	-0.2039	0.0000	100.00	55.949	97.700	65.188	65.658	0.1891	4.279
05/01/15 06:45:00.0	14.4	-0.2039	0.0000	100.00	56.079	97.700	65.188	65.615	0.1891	4.279
05/01/15 06:50:00.0	19.4	-0.2039	0.0000	100.00	56.165	97.700	65.145	65.615	0.1891	4.273
05/01/15 06:55:00.0	25.6	-0.2039	0.0000	100.00	56.251	97.700	65.145	65.574	0.1891	4.279
05/01/15 07:00:00.0	28.1	-0.2039	0.0000	100.00	56.340	97.700	65.145	65.574	0.1891	4.273
05/01/15 07:05:00.0	24.4	-0.2039	0.0000	100.00	56.556	97.900	65.102	65.530	0.1891	4.273
