"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374977, SEN S/N: 10348620)","Current, mA (LGR S/N: 10374977, SEN S/N: 10348620)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10359300)","RH, % (LGR S/N: 10374977, SEN S/N: 10359300)","DewPt, °C (LGR S/N: 10374977, SEN S/N: 10359300)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365581, LBL: Inside)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365582, LBL: Outside)","Water Content, m³/m³ (LGR S/N: 10374977, SEN S/N: 10374525)","Wetness, % (LGR S/N: 10374977, SEN S/N: 10374902)","Solar Radiation, W/m² (LGR S/N: 10374977, SEN S/N: 10375652)","Batt, V (LGR S/N: 10374977)"
1,2013-12-07 18:00:00,-0.2039,0.0000,7.645,90.300,6.2,9.657,10.712,0.0363,54.12,0.6,4.080
2,2013-12-07 18:05:00,-0.1988,0.0000,7.695,90.500,6.2,9.682,10.785,0.0363,55.88,0.6,4.080
3,2013-12-07 18:10:00,-0.2039,0.0000,7.695,89.600,6.1,9.608,10.712,0.0363,57.65,0.6,4.080
4,2013-12-07 18:15:00,-0.2039,0.0000,7.519,89.200,5.9,9.583,10.638,0.0363,58.24,0.6,4.080
5,2013-12-07 18:20:00,-0.2039,0.0000,7.242,90.000,5.7,9.534,10.590,0.0363,59.41,0.6,4.080
6,2013-12-07 18:25:00,-0.2039,0.0000,7.268,90.800,5.9,9.485,10.565,0.0363,61.18,0.6,4.080
7,2013-12-07 18:30:00,-0.2039,0.0000,7.192,90.500,5.7,9.435,10.516,0.0354,62.35,0.6,4.080
8,2013-12-07 18:35:00,-0.2039,0.0000,7.015,90.900,5.6,9.361,10.467,0.0354,64.12,0.6,4.080
9,2013-12-07 18:40:00,-0.2039,0.0000,7.066,91.500,5.8,9.312,10.394,0.0363,65.88,0.6,4.080
10,2013-12-07 18:45:00,-0.2039,0.0000,6.763,91.200,5.4,9.238,10.369,0.0363,67.06,0.6,4.080
11,2013-12-07 18:50:00,-0.2039,0.0000,6.687,92.300,5.5,9.163,10.320,0.0354,67.65,0.6,4.080
12,2013-12-07 18:55:00,-0.2039,0.0000,6.509,92.000,5.3,9.064,10.247,0.0363,68.24,0.6,4.092
13,2013-12-07 19:00:00,-0.2039,0.0000,6.357,92.300,5.2,8.990,10.198,0.0354,70.59,0.6,4.092
14,2013-12-07 19:05:00,-0.2039,0.0000,6.331,93.000,5.3,8.916,10.149,0.0363,71.18,0.6,4.080
15,2013-12-07 19:10:00,-0.2039,0.0000,6.331,93.100,5.3,8.817,10.100,0.0363,72.35,0.6,4.080
16,2013-12-07 19:15:00,-0.2039,0.0000,6.128,92.700,5.0,8.767,10.001,0.0363,72.94,0.6,4.080
17,2013-12-07 19:20:00,-0.2039,0.0000,6.255,93.500,5.3,8.693,9.952,0.0363,74.12,0.6,4.080
18,2013-12-07 19:25:00,-0.2039,0.0000,6.128,93.400,5.1,8.618,9.903,0.0363,74.71,0.6,4.080
19,2013-12-07 19:30:00,-0.2039,0.0000,5.975,93.700,5.0,8.568,9.854,0.0363,75.29,0.6,4.080
20,2013-12-07 19:35:00,-0.2039,0.0000,5.847,93.800,4.9,8.494,9.805,0.0354,76.47,0.6,4.080
21,2013-12-07 19:40:00,-0.2039,0.0000,5.719,94.400,4.9,8.419,9.756,0.0354,77.06,0.6,4.080
22,2013-12-07 19:45:00,-0.2039,0.0000,5.642,93.800,4.7,8.344,9.682,0.0354,77.65,0.6,4.080
23,2013-12-07 19:50:00,-0.2039,0.0000,5.488,93.300,4.5,8.295,9.608,0.0354,78.24,0.6,4.080
24,2013-12-07 19:55:00,-0.2039,0.0000,5.282,93.300,4.3,8.220,9.583,0.0354,78.24,0.6,4.080
25,2013-12-07 20:00:00,-0.2039,0.0000,5.205,94.100,4.3,8.145,9.509,0.0354,79.41,0.6,4.080
26,2013-12-07 20:05:00,-0.2039,0.0000,5.205,94.400,4.4,8.070,9.460,0.0354,79.41,0.6,4.080
27,2013-12-07 20:10:00,-0.2039,0.0000,5.179,94.500,4.4,8.020,9.410,0.0354,80.59,0.6,4.080
28,2013-12-07 20:15:00,-0.2039,0.0000,5.024,94.200,4.2,7.945,9.361,0.0354,80.59,0.6,4.080
29,2013-12-07 20:20:00,-0.2039,0.0000,4.818,93.900,3.9,7.895,9.312,0.0354,80.59,0.6,4.080
30,2013-12-07 20:25:00,-0.2039,0.0000,4.714,94.000,3.8,7.820,9.262,0.0354,81.18,0.6,4.080
31,2013-12-07 20:30:00,-0.2039,0.0000,4.506,93.500,3.6,7.770,9.213,0.0363,81.76,0.6,4.080
32,2013-12-07 20:35:00,-0.2039,0.0000,4.402,93.200,3.4,7.695,9.139,0.0363,81.76,0.6,4.080
33,2013-12-07 20:40:00,-0.2039,0.0000,4.194,93.000,3.2,7.619,9.089,0.0354,81.76,0.6,4.080
34,2013-12-07 20:45:00,-0.2039,0.0000,4.063,92.400,2.9,7.569,9.040,0.0354,82.35,0.6,4.080
35,2013-12-07 20:50:00,-0.2039,0.0000,4.011,91.200,2.7,7.494,8.990,0.0354,82.35,0.6,4.080
36,2013-12-07 20:55:00,-0.2039,0.0000,3.985,89.500,2.4,7.419,8.916,0.0363,82.35,0.6,4.080
37,2013-12-07 21:00:00,-0.2039,0.0000,3.906,89.700,2.4,7.368,8.866,0.0354,82.35,0.6,4.080
38,2013-12-07 21:05:00,-0.2039,0.0000,4.011,87.900,2.2,7.293,8.817,0.0363,82.35,0.6,4.080
39,2013-12-07 21:10:00,-0.2039,0.0000,4.246,87.900,2.4,7.242,8.767,0.0354,82.35,0.6,4.080
40,2013-12-07 21:15:00,-0.2039,0.0000,4.714,84.100,2.3,7.192,8.717,0.0363,81.76,0.6,4.104
41,2013-12-07 21:20:00,-0.2039,0.0000,4.740,81.800,1.9,7.142,8.668,0.0363,81.18,0.6,4.080
42,2013-12-07 21:25:00,-0.2039,0.0000,4.376,82.800,1.7,7.091,8.618,0.0363,80.59,0.6,4.080
43,2013-12-07 21:30:00,-0.2039,0.0000,3.932,83.900,1.5,7.041,8.568,0.0363,80.59,0.6,4.080
44,2013-12-07 21:35:00,-0.2039,0.0000,3.670,85.500,1.5,6.990,8.519,0.0363,80.59,0.6,4.080
45,2013-12-07 21:40:00,-0.2039,0.0000,3.485,86.600,1.5,6.940,8.469,0.0363,80.59,0.6,4.080
46,2013-12-07 21:45:00,-0.2039,0.0000,3.591,87.400,1.7,6.864,8.419,0.0363,80.59,0.6,4.080
47,2013-12-07 21:50:00,-0.2039,0.0000,3.380,87.100,1.4,6.813,8.369,0.0363,80.00,0.6,4.080
48,2013-12-07 21:55:00,-0.2039,0.0000,3.301,87.300,1.4,6.763,8.319,0.0363,80.59,0.6,4.080
49,2013-12-07 22:00:00,-0.2039,0.0000,3.301,86.500,1.3,6.712,8.295,0.0363,80.00,0.6,4.080
50,2013-12-07 22:05:00,-0.2039,0.0000,3.248,86.800,1.3,6.661,8.220,0.0363,80.00,0.6,4.080
51,2013-12-07 22:10:00,-0.2039,0.0000,3.089,87.000,1.1,6.611,8.195,0.0363,80.00,0.6,4.080
52,2013-12-07 22:15:00,-0.2039,0.0000,2.903,86.600,0.9,6.560,8.145,0.0363,80.00,0.6,4.080
53,2013-12-07 22:20:00,-0.2039,0.0000,2.877,86.500,0.8,6.509,8.120,0.0363,80.00,0.6,4.080
54,2013-12-07 22:25:00,-0.2039,0.0000,2.610,86.900,0.7,6.458,8.070,0.0363,80.00,0.6,4.080
55,2013-12-07 22:30:00,-0.2039,0.0000,2.717,87.900,0.9,6.408,8.020,0.0363,80.00,0.6,4.098
56,2013-12-07 22:35:00,-0.2039,0.0000,2.584,87.800,0.8,6.357,7.970,0.0363,80.00,0.6,4.080
57,2013-12-07 22:40:00,-0.2039,0.0000,2.396,88.600,0.7,6.306,7.920,0.0363,80.00,0.6,4.080
58,2013-12-07 22:45:00,-0.2039,0.0000,2.289,88.500,0.6,6.255,7.870,0.0363,79.41,0.6,4.080
59,2013-12-07 22:50:00,-0.2039,0.0000,2.236,89.000,0.6,6.204,7.820,0.0363,80.00,0.6,4.080
60,2013-12-07 22:55:00,-0.2039,0.0000,2.209,89.000,0.6,6.153,7.795,0.0363,79.41,0.6,4.080
61,2013-12-07 23:00:00,-0.2039,0.0000,2.101,89.100,0.5,6.102,7.745,0.0363,79.41,0.6,4.080
62,2013-12-07 23:05:00,-0.2039,0.0000,2.316,89.200,0.7,6.051,7.695,0.0363,80.00,0.6,4.080
63,2013-12-07 23:10:00,-0.2039,0.0000,2.101,89.100,0.5,6.000,7.670,0.0363,79.41,0.6,4.080
64,2013-12-07 23:15:00,-0.2039,0.0000,2.316,89.400,0.8,5.975,7.619,0.0363,80.00,0.6,4.080
65,2013-12-07 23:20:00,-0.2039,0.0000,2.370,88.700,0.7,5.924,7.569,0.0363,80.00,0.6,4.080
66,2013-12-07 23:25:00,-0.2039,0.0000,2.101,89.000,0.5,5.898,7.519,0.0363,80.00,0.6,4.080
67,2013-12-07 23:30:00,-0.2039,0.0000,2.128,89.100,0.5,5.847,7.519,0.0363,80.00,0.6,4.080
68,2013-12-07 23:35:00,-0.2039,0.0000,1.994,89.300,0.4,5.821,7.469,0.0363,80.00,0.6,4.080
69,2013-12-07 23:40:00,-0.2039,0.0000,1.832,89.200,0.2,5.796,7.419,0.0363,80.00,0.6,4.080
70,2013-12-07 23:45:00,-0.2039,0.0000,1.832,89.300,0.3,5.745,7.393,0.0363,80.00,0.6,4.098
71,2013-12-07 23:50:00,-0.2039,0.0000,1.886,90.100,0.4,5.719,7.343,0.0371,80.59,0.6,4.080
72,2013-12-07 23:55:00,-0.2039,0.0000,1.994,89.800,0.5,5.693,7.318,0.0371,80.00,0.6,4.080
73,2013-12-08 00:00:00,-0.2039,0.0000,2.047,90.700,0.7,5.642,7.293,0.0371,80.59,0.6,4.080
74,2013-12-08 00:05:00,-0.2039,0.0000,2.021,90.100,0.6,5.642,7.217,0.0371,80.59,0.6,4.080
75,2013-12-08 00:10:00,-0.2039,0.0000,1.913,90.700,0.6,5.591,7.217,0.0371,80.59,0.6,4.080
76,2013-12-08 00:15:00,-0.2039,0.0000,1.886,90.100,0.4,5.591,7.192,0.0371,80.59,0.6,4.080
77,2013-12-08 00:20:00,-0.2039,0.0000,1.643,90.000,0.2,5.539,7.167,0.0371,80.00,0.6,4.080
78,2013-12-08 00:25:00,-0.2039,0.0000,1.615,90.600,0.2,5.514,7.116,0.0371,80.59,0.6,4.080
79,2013-12-08 00:30:00,-0.2039,0.0000,1.724,91.400,0.5,5.488,7.091,0.0371,80.59,0.6,4.080
80,2013-12-08 00:35:00,-0.2039,0.0000,1.940,90.700,0.6,5.462,7.066,0.0371,80.59,0.6,4.080
81,2013-12-08 00:40:00,-0.2039,0.0000,1.805,90.800,0.5,5.437,7.041,0.0371,81.18,0.6,4.080
82,2013-12-08 00:45:00,-0.2039,0.0000,1.615,90.900,0.3,5.411,7.015,0.0371,80.59,0.6,4.080
83,2013-12-08 00:50:00,-0.2039,0.0000,1.751,91.000,0.4,5.385,6.990,0.0371,81.18,0.6,4.080
84,2013-12-08 00:55:00,-0.2039,0.0000,2.021,90.400,0.6,5.437,6.965,0.0371,81.76,0.6,4.080
85,2013-12-08 01:00:00,-0.2039,0.0000,1.967,90.300,0.5,5.462,6.940,0.0371,81.18,0.6,4.080
86,2013-12-08 01:05:00,-0.2039,0.0000,2.047,90.100,0.6,5.488,6.965,0.0371,81.18,0.6,4.080
87,2013-12-08 01:10:00,-0.2039,0.0000,1.967,90.200,0.5,5.488,6.965,0.0375,81.18,0.6,4.080
88,2013-12-08 01:15:00,-0.2039,0.0000,1.940,90.100,0.5,5.488,6.940,0.0375,81.18,0.6,4.080
89,2013-12-08 01:20:00,-0.2039,0.0000,1.859,89.900,0.4,5.488,6.914,0.0375,80.59,0.6,4.080
90,2013-12-08 01:25:00,-0.2039,0.0000,1.697,90.100,0.2,5.462,6.914,0.0375,81.18,0.6,4.080
