"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10374970, SEN S/N: 10213640)","RH, % (LGR S/N: 10374970, SEN S/N: 10213640)","DewPt, °C (LGR S/N: 10374970, SEN S/N: 10213640)","Wetness, % (LGR S/N: 10374970, SEN S/N: 10314899)","Voltage, V (LGR S/N: 10374970, SEN S/N: 10348607)","Current, mA (LGR S/N: 10374970, SEN S/N: 10348607)","Temp, °C (LGR S/N: 10374970, SEN S/N: 10365542, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374970, SEN S/N: 10365548, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374970, SEN S/N: 10374522)","Solar Radiation, W/m² (LGR S/N: 10374970, SEN S/N: 10378946)","Batt, V (LGR S/N: 10374970)"
1,2013-12-19 12:20:09,10.541,89.500,8.9,56.47,-0.2039,0.0000,15.055,14.146,0.3118,80.6,4.007
2,2013-12-19 12:25:09,10.541,89.200,8.8,52.94,-0.2039,0.0000,15.055,14.314,0.3022,78.1,4.007
3,2013-12-19 12:30:09,10.614,90.100,9.1,35.88,-0.2039,0.0000,15.055,14.433,0.2973,63.1,4.007
4,2013-12-19 12:35:09,10.541,90.100,9.0,42.35,-0.2039,0.0000,15.055,14.553,0.2935,43.1,4.007
5,2013-12-19 12:40:09,10.173,89.300,8.5,38.82,-0.2039,0.0000,15.055,14.625,0.2922,31.9,4.001
6,2013-12-19 12:45:09,10.149,89.400,8.5,39.41,-0.2039,0.0000,15.079,14.673,0.2904,49.4,4.007
7,2013-12-19 12:50:09,10.247,89.800,8.7,40.59,-0.2039,0.0000,15.103,14.721,0.2884,80.6,4.007
8,2013-12-19 12:55:09,10.271,89.200,8.6,40.59,-0.2039,0.0000,15.103,14.768,0.2864,99.4,4.007
9,2013-12-19 13:00:09,10.369,90.600,8.9,41.76,-0.2039,0.0000,15.127,14.816,0.2844,89.4,4.007
10,2013-12-19 13:05:09,10.369,90.800,8.9,33.53,-0.2039,0.0000,15.151,14.888,0.2827,80.6,4.007
11,2013-12-19 13:10:09,10.369,90.700,8.9,35.29,-0.2039,0.0000,15.175,14.960,0.2810,78.1,4.007
12,2013-12-19 13:15:09,10.369,91.300,9.0,37.65,-0.2039,0.0000,15.223,15.008,0.2796,79.4,4.007
13,2013-12-19 13:20:09,10.443,91.400,9.1,40.59,-0.2039,0.0000,15.247,15.055,0.2786,100.6,4.013
14,2013-12-19 13:25:09,10.565,91.400,9.2,41.76,-0.2039,0.0000,15.294,15.079,0.2776,129.4,4.013
15,2013-12-19 13:30:09,10.590,91.400,9.3,44.71,-0.2039,0.0000,15.318,15.151,0.2763,115.6,4.013
16,2013-12-19 13:35:09,10.638,91.100,9.3,45.88,-0.2039,0.0000,15.342,15.199,0.2759,70.6,4.013
17,2013-12-19 13:40:09,10.418,90.100,8.9,38.82,-0.2039,0.0000,15.390,15.270,0.2746,26.9,4.007
18,2013-12-19 13:45:09,10.100,90.000,8.5,39.41,-0.2039,0.0000,15.438,15.294,0.2743,9.4,4.007
19,2013-12-19 13:50:09,9.731,90.900,8.3,24.71,-0.2039,0.0000,15.461,15.270,0.2743,13.1,4.007
20,2013-12-19 13:55:09,9.509,92.100,8.3,35.29,-0.2039,0.0000,15.151,14.146,0.4069,20.6,4.007
21,2013-12-19 14:00:09,9.064,89.600,7.5,46.47,-0.2039,0.0000,11.151,11.419,0.4464,20.6,4.007
22,2013-12-19 14:05:09,8.841,91.100,7.5,36.47,-0.2039,0.0000,10.858,11.200,0.4478,23.1,4.007
23,2013-12-19 14:10:09,8.668,90.600,7.2,44.12,-0.2039,0.0000,10.858,11.151,0.4464,20.6,4.007
24,2013-12-19 14:15:09,8.593,91.900,7.4,41.76,-0.2039,0.0000,11.029,11.175,0.4478,21.9,4.007
25,2013-12-19 14:20:09,8.916,92.900,7.8,42.94,-0.2039,0.0000,11.127,11.102,0.4464,23.1,4.007
26,2013-12-19 14:25:09,9.064,92.600,7.9,43.53,-0.2039,0.0000,11.151,10.980,0.4387,24.4,4.007
27,2013-12-19 14:30:09,9.015,91.800,7.8,31.76,-0.2039,0.0000,11.127,10.932,0.4387,24.4,4.007
28,2013-12-19 14:35:09,8.965,92.200,7.8,42.94,-0.2039,0.0000,11.151,11.029,0.4155,26.9,4.007
29,2013-12-19 14:40:09,9.188,93.600,8.2,40.59,-0.2039,0.0000,11.200,11.078,0.3705,34.4,4.007
30,2013-12-19 14:45:09,9.262,93.400,8.3,48.24,-0.2039,0.0000,11.200,11.127,0.3403,40.6,4.007
31,2013-12-19 14:50:09,9.262,93.200,8.2,45.29,-0.2039,0.0000,11.224,11.175,0.3286,46.9,4.007
32,2013-12-19 14:55:09,9.139,90.300,7.6,49.41,-0.2039,0.0000,11.273,11.200,0.3192,56.9,4.007
33,2013-12-19 15:00:09,9.262,91.900,8.0,53.53,-0.2039,0.0000,11.321,11.248,0.3140,55.6,4.007
34,2013-12-19 15:05:09,9.262,90.300,7.8,45.29,-0.2039,0.0000,11.370,11.297,0.3113,44.4,4.007
