Date Time	Wetness (%)  #10314898	Temp (°F)  #10359315	RH (%)  #10359315	Voltage (V)  #10363599	Current (mA)  #10363599	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10374510	Solar Radiation (W/m²)  #10375647	Batt (V) c:5
05/01/15 15:20:00.0	1.76	89.823	19.100	-0.1988	0.0000	76.593	81.597	0.0050	163.1	4.321
05/01/15 15:25:00.0	1.76	88.443	18.700	-0.1988	0.0000	76.636	81.554	0.0050	200.6	4.321
05/01/15 15:30:00.0	1.76	87.894	19.400	-0.1988	0.0000	76.681	81.421	0.0050	198.1	4.321
05/01/15 15:35:00.0	1.76	87.028	19.700	-0.1988	0.0000	76.681	81.288	0.0040	150.6	4.339
05/01/15 15:40:00.0	1.18	86.391	20.700	-0.1988	0.0000	76.681	81.111	0.0050	148.1	4.363
05/01/15 15:45:00.0	1.18	85.894	20.700	-0.1988	0.0000	76.681	80.890	0.0050	174.4	4.387
05/01/15 15:50:00.0	1.18	86.256	20.800	-0.1988	0.0000	76.636	80.668	0.0040	240.6	4.363
05/01/15 15:55:00.0	1.76	87.391	21.000	-0.1988	0.0000	76.550	80.492	0.0040	358.1	4.351
05/01/15 16:00:00.0	1.76	88.579	20.900	-0.1988	0.0000	76.507	80.404	0.0040	368.1	4.339
05/01/15 16:05:00.0	1.76	89.040	20.000	-0.1988	0.0000	76.507	80.404	0.0040	360.6	4.339
05/01/15 16:10:00.0	1.18	88.443	20.900	-0.1988	0.0000	76.464	80.404	0.0040	229.4	4.351
05/01/15 16:15:00.0	1.18	88.167	20.700	-0.1988	0.0000	76.464	80.404	0.0040	106.9	4.351
05/01/15 16:20:00.0	1.18	88.534	21.000	-0.1988	0.0000	76.419	80.316	0.0040	88.1	4.351
05/01/15 16:25:00.0	1.18	87.985	21.100	-0.1988	0.0000	76.419	80.227	0.0029	96.9	4.363
05/01/15 16:30:00.0	1.18	86.799	20.800	-0.1988	0.0000	76.419	80.184	0.0040	86.9	4.345
05/01/15 16:35:00.0	1.18	85.984	20.900	-0.1988	0.0000	76.375	80.051	0.0040	83.1	4.363
05/01/15 16:40:00.0	1.18	85.712	21.100	-0.1988	0.0000	76.332	79.876	0.0040	79.4	4.357
05/01/15 16:45:00.0	1.18	85.442	21.800	-0.1988	0.0000	76.289	79.700	0.0029	74.4	4.375
05/01/15 16:50:00.0	1.18	84.945	22.200	-0.1988	0.0000	76.246	79.524	0.0029	69.4	4.357
05/01/15 16:55:00.0	1.18	84.857	23.200	-0.1988	0.0000	76.203	79.392	0.0029	65.6	4.345
05/01/15 17:00:00.0	1.18	84.857	23.200	-0.1988	0.0000	76.114	79.216	0.0029	63.1	4.339
05/01/15 17:05:00.0	1.18	84.497	23.200	-0.1988	0.0000	76.071	79.084	0.0029	60.6	4.363
05/01/15 17:10:00.0	1.18	84.587	22.000	-0.1988	0.0000	75.985	78.910	0.0029	58.1	4.369
05/01/15 17:15:00.0	1.18	85.442	22.200	-0.1988	0.0000	75.942	78.777	0.0024	58.1	4.351
05/01/15 17:20:00.0	1.18	86.936	22.400	-0.1988	0.0000	75.853	78.645	0.0029	56.9	4.345
05/01/15 17:25:00.0	1.18	87.163	21.500	-0.1988	0.0000	75.810	78.559	0.0029	55.6	4.339
05/01/15 17:30:00.0	1.18	87.573	21.400	-0.1988	0.0000	75.724	78.427	0.0029	54.4	4.393
05/01/15 17:35:00.0	1.18	86.799	21.400	-0.1988	0.0000	75.681	78.296	0.0029	53.1	4.369
05/01/15 17:40:00.0	1.18	87.528	21.600	-0.1988	0.0000	75.594	78.208	0.0024	51.9	4.357
05/01/15 17:45:00.0	1.18	87.528	21.700	-0.1988	0.0000	75.551	78.121	0.0024	48.1	4.345
05/01/15 17:50:00.0	1.18	85.622	22.700	-0.1988	0.0000	75.508	78.033	0.0024	41.9	4.339
05/01/15 17:55:00.0	0.59	84.990	23.700	-0.1988	0.0000	75.463	77.945	0.0024	30.6	4.339
05/01/15 18:00:00.0	0.59	83.154	25.300	-0.1988	0.0000	75.376	77.815	0.0024	23.1	4.339
05/01/15 18:05:00.0	0.59	81.864	25.900	-0.1988	0.0000	75.333	77.727	0.0024	18.1	4.339
05/01/15 18:10:00.0	0.59	80.935	27.100	-0.1988	0.0000	75.290	77.596	0.0024	14.4	4.333
05/01/15 18:15:00.0	0.59	80.272	28.100	-0.1988	0.0000	75.247	77.464	0.0024	10.6	4.333
05/01/15 18:20:00.0	0.59	79.347	29.600	-0.1988	0.0000	75.160	77.335	0.0024	8.1	4.333
05/01/15 18:25:00.0	0.59	78.690	29.800	-0.1988	0.0000	75.117	77.160	0.0024	5.6	4.333
05/01/15 18:30:00.0	0.59	78.076	30.400	-0.1988	0.0000	75.029	77.029	0.0024	4.4	4.333
05/01/15 18:35:00.0	0.59	77.727	31.700	-0.1988	0.0000	74.943	76.854	0.0024	1.9	4.333
05/01/15 18:40:00.0	0.59	77.029	32.400	-0.1988	0.0000	74.899	76.725	0.0024	0.6	4.333
05/01/15 18:45:00.0	0.59	76.593	32.700	-0.1988	0.0000	74.813	76.550	0.0013	0.6	4.327
05/01/15 18:50:00.0	0.00	76.071	33.700	-0.1988	0.0000	74.727	76.419	0.0013	0.6	4.327
05/01/15 18:55:00.0	0.59	75.463	35.200	-0.1988	0.0000	74.640	76.246	0.0013	0.6	4.327
05/01/15 19:00:00.0	0.00	74.986	35.900	-0.1988	0.0000	74.554	76.071	0.0013	0.6	4.327
05/01/15 19:05:00.0	0.59	74.856	36.000	-0.1988	0.0000	74.467	75.942	0.0013	0.6	4.327
05/01/15 19:10:00.0	0.00	74.381	37.100	-0.1988	0.0000	74.381	75.767	0.0013	0.6	4.321
05/01/15 19:15:00.0	0.00	73.861	37.800	-0.1988	0.0000	74.338	75.637	0.0013	0.6	4.321
05/01/15 19:20:00.0	0.00	73.342	38.600	-0.1988	0.0000	74.250	75.508	0.0013	0.6	4.321
05/01/15 19:25:00.0	0.00	72.869	39.600	-0.1988	0.0000	74.163	75.376	0.0008	0.6	4.321
05/01/15 19:30:00.0	0.00	72.480	40.300	-0.1988	0.0000	74.077	75.247	0.0008	0.6	4.321
05/01/15 19:35:00.0	0.00	72.136	40.800	-0.1988	0.0000	73.990	75.074	0.0008	0.6	4.321
05/01/15 19:40:00.0	0.00	71.661	41.400	-0.1988	0.0000	73.904	74.943	0.0008	0.6	4.321
05/01/15 19:45:00.0	0.00	71.317	42.100	-0.1988	0.0000	73.818	74.813	0.0008	0.6	4.321
05/01/15 19:50:00.0	0.00	71.231	42.500	-0.1988	0.0000	73.731	74.683	0.0008	0.6	4.321
05/01/15 19:55:00.0	0.00	70.759	43.200	-0.1988	0.0000	73.688	74.554	0.0008	0.6	4.321
05/01/15 20:00:00.0	0.00	70.286	44.000	-0.1988	0.0000	73.602	74.424	0.0008	0.6	4.321
05/01/15 20:05:00.0	0.00	70.286	43.800	-0.1988	0.0000	73.515	74.295	0.0008	0.6	4.321
05/01/15 20:10:00.0	0.00	70.158	44.300	-0.1988	0.0000	73.429	74.163	0.0008	0.6	4.321
05/01/15 20:15:00.0	0.00	69.685	44.800	-0.1988	0.0000	73.342	74.034	0.0008	0.6	4.321
05/01/15 20:20:00.0	0.00	69.343	45.400	-0.1988	0.0000	73.299	73.947	0.0008	0.6	4.321
05/01/15 20:25:00.0	0.00	69.042	46.100	-0.1988	0.0000	73.213	73.818	0.0008	0.6	4.321
05/01/15 20:30:00.0	0.00	68.742	47.100	-0.1988	0.0000	73.126	73.688	0.0008	0.6	4.321
05/01/15 20:35:00.0	0.00	68.400	46.800	-0.1988	0.0000	73.040	73.558	-0.0003	0.6	4.321
05/01/15 20:40:00.0	0.00	68.142	46.700	-0.1988	0.0000	72.955	73.472	-0.0003	0.6	4.321
05/01/15 20:45:00.0	0.00	68.185	45.800	-0.1988	0.0000	72.912	73.342	-0.0003	0.6	4.321
05/01/15 20:50:00.0	0.00	68.527	42.900	-0.1988	0.0000	72.826	73.213	-0.0003	0.6	4.321
05/01/15 20:55:00.0	0.00	68.785	39.800	-0.1988	0.0000	72.739	73.126	-0.0003	0.6	4.321
05/01/15 21:00:00.0	0.00	69.085	37.300	-0.1988	0.0000	72.653	72.997	-0.0003	0.6	4.321
05/01/15 21:05:00.0	0.00	69.170	35.600	-0.1988	0.0000	72.610	72.912	-0.0003	0.6	4.321
05/01/15 21:10:00.0	0.00	69.427	34.800	-0.1988	0.0000	72.523	72.783	-0.0003	0.6	4.321
05/01/15 21:15:00.0	0.00	69.386	33.600	-0.1988	0.0000	72.480	72.653	-0.0003	0.6	4.321
05/01/15 21:20:00.0	0.00	69.343	33.200	-0.1988	0.0000	72.394	72.567	-0.0003	0.6	4.321
05/01/15 21:25:00.0	0.00	68.999	33.000	-0.2039	0.0000	72.307	72.437	-0.0003	0.6	4.321
05/01/15 21:30:00.0	0.00	68.956	33.200	-0.1988	0.0000	72.221	72.351	-0.0003	0.6	4.321
05/01/15 21:35:00.0	0.00	68.400	33.600	-0.1988	0.0000	72.178	72.264	-0.0008	0.6	4.321
05/01/15 21:40:00.0	0.00	67.971	34.300	-0.1988	0.0000	72.093	72.136	-0.0008	0.6	4.321
05/01/15 21:45:00.0	0.00	67.714	34.700	-0.1988	0.0000	72.007	72.050	-0.0008	0.6	4.321
05/01/15 21:50:00.0	0.00	67.671	34.900	-0.2039	0.0000	71.964	71.920	-0.0008	0.6	4.321
05/01/15 21:55:00.0	0.00	67.798	34.900	-0.1988	0.0000	71.877	71.834	-0.0008	0.6	4.321
05/01/15 22:00:00.0	0.00	67.543	35.200	-0.1988	0.0000	71.834	71.748	-0.0008	0.6	4.321
05/01/15 22:05:00.0	0.00	67.242	35.200	-0.1988	0.0000	71.748	71.661	-0.0008	0.6	4.321
05/01/15 22:10:00.0	0.00	66.900	35.300	-0.1988	0.0000	71.704	71.577	-0.0008	0.6	4.315
05/01/15 22:15:00.0	0.00	66.600	35.200	-0.1988	0.0000	71.620	71.490	-0.0008	0.6	4.321
05/01/15 22:20:00.0	0.00	66.385	35.400	-0.2039	0.0000	71.577	71.404	-0.0008	0.6	4.315
05/01/15 22:25:00.0	0.00	66.258	35.300	-0.1988	0.0000	71.490	71.274	-0.0008	0.6	4.315
05/01/15 22:30:00.0	0.00	66.000	35.400	-0.1988	0.0000	71.447	71.190	-0.0008	0.6	4.315
05/01/15 22:35:00.0	0.00	65.745	35.800	-0.1988	0.0000	71.361	71.103	-0.0008	0.6	4.315
05/01/15 22:40:00.0	0.00	65.829	35.400	-0.2039	0.0000	71.317	71.017	-0.0008	0.6	4.315
05/01/15 22:45:00.0	0.00	65.658	35.400	-0.1988	0.0000	71.231	70.930	-0.0008	0.6	4.315
05/01/15 22:50:00.0	0.00	65.444	35.300	-0.1988	0.0000	71.190	70.846	-0.0008	0.6	4.315
05/01/15 22:55:00.0	0.00	65.102	35.900	-0.2039	0.0000	71.103	70.759	-0.0019	0.6	4.315
05/01/15 23:00:00.0	0.00	64.931	36.200	-0.1988	0.0000	71.060	70.673	-0.0019	0.6	4.315
