"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374973, SEN S/N: 10200135)","Wetness, % (LGR S/N: 10374973, SEN S/N: 10205906)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222765, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222769, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374973, SEN S/N: 10222873)","Voltage, V (LGR S/N: 10374973, SEN S/N: 10348623)","Current, mA (LGR S/N: 10374973, SEN S/N: 10348623)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10359303)","RH, % (LGR S/N: 10374973, SEN S/N: 10359303)","DewPt, °C (LGR S/N: 10374973, SEN S/N: 10359303)","Batt, V (LGR S/N: 10374973)"
1,2014-02-13 15:30:00,64.4,1.76,24.146,23.497,0.3290,-0.1988,0.0000,26.500,28.700,6.9,4.363
2,2014-02-13 15:35:00,54.4,1.76,23.857,23.280,0.3290,-0.1988,0.0000,25.283,29.400,6.2,4.357
3,2014-02-13 15:40:00,55.6,1.18,23.593,23.088,0.3286,-0.1988,0.0000,24.750,29.900,6.0,4.363
4,2014-02-13 15:45:00,60.6,1.18,23.328,22.872,0.3286,-0.1988,0.0000,24.847,29.700,6.0,4.363
5,2014-02-13 15:50:00,36.9,1.18,23.064,22.681,0.3286,-0.1937,0.0000,24.677,29.300,5.6,4.363
6,2014-02-13 15:55:00,33.1,1.18,22.800,22.489,0.3286,-0.1988,0.0000,24.557,31.000,6.3,4.363
7,2014-02-13 16:00:00,30.6,1.18,22.561,22.298,0.3282,-0.1937,0.0000,24.436,30.200,5.8,4.363
8,2014-02-13 16:05:00,29.4,1.18,22.321,22.130,0.3282,-0.1937,0.0000,24.291,31.800,6.5,4.357
9,2014-02-13 16:10:00,28.1,1.18,22.106,21.939,0.3277,-0.1988,0.0000,24.074,31.700,6.2,4.357
10,2014-02-13 16:15:00,29.4,1.18,21.915,21.772,0.3277,-0.1988,0.0000,24.171,31.500,6.2,4.357
11,2014-02-13 16:20:00,25.6,1.18,21.700,21.604,0.3277,-0.1988,0.0000,24.171,31.600,6.3,4.357
12,2014-02-13 16:25:00,25.6,1.18,21.533,21.461,0.3277,-0.1988,0.0000,23.857,30.300,5.4,4.357
13,2014-02-13 16:30:00,24.4,1.18,21.342,21.318,0.3274,-0.1988,0.0000,23.617,29.900,5.0,4.357
14,2014-02-13 16:35:00,23.1,1.18,21.175,21.175,0.3274,-0.1937,0.0000,23.689,31.200,5.7,4.351
15,2014-02-13 16:40:00,28.1,1.18,21.008,21.032,0.3269,-0.1988,0.0000,23.689,31.000,5.6,4.357
16,2014-02-13 16:45:00,34.4,1.18,20.841,20.889,0.3274,-0.1988,0.0000,23.448,31.800,5.7,4.351
17,2014-02-13 16:50:00,20.6,1.18,20.698,20.770,0.3269,-0.1937,0.0000,23.424,31.900,5.8,4.351
18,2014-02-13 16:55:00,20.6,1.18,20.531,20.650,0.3269,-0.1988,0.0000,23.304,32.000,5.7,4.351
19,2014-02-13 17:00:00,19.4,1.18,20.412,20.531,0.3265,-0.1988,0.0000,23.256,33.000,6.1,4.351
20,2014-02-13 17:05:00,19.4,1.18,20.269,20.412,0.3265,-0.1988,0.0000,23.160,33.200,6.1,4.351
21,2014-02-13 17:10:00,18.1,1.18,20.150,20.293,0.3261,-0.1937,0.0000,22.872,33.900,6.2,4.351
22,2014-02-13 17:15:00,16.9,1.18,20.031,20.174,0.3265,-0.1937,0.0000,22.657,34.600,6.3,4.351
23,2014-02-13 17:20:00,16.9,0.59,19.912,20.079,0.3261,-0.1988,0.0000,22.561,36.100,6.8,4.351
24,2014-02-13 17:25:00,15.6,1.18,19.793,19.984,0.3261,-0.1988,0.0000,22.513,36.300,6.8,4.351
25,2014-02-13 17:30:00,15.6,1.18,19.698,19.888,0.3256,-0.1988,0.0000,22.369,37.000,7.0,4.351
26,2014-02-13 17:35:00,25.6,0.59,19.603,19.793,0.3261,-0.1988,0.0000,22.274,38.000,7.3,4.351
27,2014-02-13 17:40:00,15.6,1.18,19.508,19.722,0.3256,-0.1988,0.0000,22.154,37.100,6.8,4.351
28,2014-02-13 17:45:00,13.1,0.59,19.413,19.627,0.3256,-0.1988,0.0000,21.915,38.600,7.2,4.351
29,2014-02-13 17:50:00,11.9,1.18,19.318,19.555,0.3256,-0.1988,0.0000,21.772,39.300,7.3,4.351
30,2014-02-13 17:55:00,11.9,0.59,19.246,19.460,0.3256,-0.1988,0.0000,21.748,39.400,7.4,4.351
31,2014-02-13 18:00:00,10.6,1.18,19.151,19.389,0.3252,-0.1988,0.0000,21.581,40.600,7.6,4.351
32,2014-02-13 18:05:00,10.6,0.59,19.056,19.318,0.3252,-0.1988,0.0000,21.127,42.100,7.8,4.351
33,2014-02-13 18:10:00,8.1,1.18,18.985,19.246,0.3252,-0.1988,0.0000,20.889,43.600,8.1,4.351
34,2014-02-13 18:15:00,6.9,0.59,18.889,19.175,0.3249,-0.1988,0.0000,20.817,43.800,8.1,4.351
35,2014-02-13 18:20:00,5.6,0.59,18.818,19.103,0.3249,-0.1988,0.0000,20.484,45.200,8.2,4.351
36,2014-02-13 18:25:00,4.4,0.59,18.723,19.032,0.3249,-0.1988,0.0000,20.174,47.100,8.6,4.351
37,2014-02-13 18:30:00,1.9,0.59,18.652,18.961,0.3244,-0.1988,0.0000,19.865,48.300,8.6,4.351
38,2014-02-13 18:35:00,0.6,0.59,18.580,18.889,0.3244,-0.1988,0.0000,19.579,48.600,8.5,4.351
39,2014-02-13 18:40:00,0.6,0.59,18.485,18.818,0.3244,-0.1937,0.0000,19.175,50.100,8.5,4.351
