"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374981, SEN S/N: 10314902)","Temp, °C (LGR S/N: 10374981, SEN S/N: 10359310)","RH, % (LGR S/N: 10374981, SEN S/N: 10359310)","DewPt, °C (LGR S/N: 10374981, SEN S/N: 10359310)","Voltage, V (LGR S/N: 10374981, SEN S/N: 10363571)","Current, mA (LGR S/N: 10374981, SEN S/N: 10363571)","Temp, °C (LGR S/N: 10374981, SEN S/N: 10365529, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374981, SEN S/N: 10365576, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374981, SEN S/N: 10374520)","Solar Radiation, W/m² (LGR S/N: 10374981, SEN S/N: 10378949)","Batt, V (LGR S/N: 10374981)"
1,2014-10-03 12:10:00,2.94,33.861,14.500,3.1,-0.1835,0.0000,21.819,22.585,0.0863,126.9,4.363
2,2014-10-03 12:15:00,3.53,33.861,13.900,2.5,-0.1835,0.0000,21.867,22.633,0.0863,63.1,4.369
3,2014-10-03 12:20:00,3.53,33.783,14.500,3.1,-0.1835,0.0000,21.891,22.681,0.0869,114.4,4.381
4,2014-10-03 12:25:00,3.53,34.255,13.600,2.5,-0.1835,0.0000,21.915,22.729,0.0863,94.4,4.363
5,2014-10-03 12:30:00,3.53,34.572,13.100,2.3,-0.1835,0.0000,21.963,22.776,0.0869,488.1,4.351
6,2014-10-03 12:35:00,3.53,35.049,12.300,1.8,-0.1835,0.0000,21.987,22.800,0.0869,223.1,4.345
7,2014-10-03 12:40:00,3.53,35.502,12.900,2.8,-0.1835,0.0000,22.011,22.848,0.0869,221.9,4.369
8,2014-10-03 12:45:00,3.53,35.315,12.700,2.4,-0.1835,0.0000,22.058,22.896,0.0869,475.6,4.369
9,2014-10-03 12:50:00,3.53,35.102,12.700,2.2,-0.1835,0.0000,22.082,22.968,0.0869,34.4,4.363
10,2014-10-03 12:55:00,3.53,35.075,12.700,2.2,-0.1835,0.0000,22.106,23.016,0.0869,48.1,4.351
11,2014-10-03 13:00:00,3.53,35.155,12.800,2.4,-0.1835,0.0000,22.130,23.088,0.0869,51.9,4.345
12,2014-10-03 13:05:00,3.53,34.704,12.600,1.8,-0.1835,0.0000,22.178,23.136,0.0869,34.4,4.363
13,2014-10-03 13:10:00,3.53,34.651,13.200,2.4,-0.1835,0.0000,22.202,23.208,0.0869,36.9,4.369
14,2014-10-03 13:15:00,3.53,34.969,12.300,1.7,-0.1835,0.0000,22.226,23.256,0.0869,51.9,4.369
15,2014-10-03 13:20:00,2.94,35.022,12.700,2.2,-0.1835,0.0000,22.274,23.304,0.0875,35.6,4.351
16,2014-10-03 13:25:00,2.94,34.889,12.700,2.1,-0.1835,0.0000,22.298,23.352,0.0875,35.6,4.345
17,2014-10-03 13:30:00,2.94,35.342,12.000,1.6,-0.1835,0.0000,22.321,23.400,0.0875,61.9,4.363
18,2014-10-03 13:35:00,3.53,35.662,12.100,2.0,-0.1835,0.0000,22.369,23.448,0.0875,104.4,4.363
19,2014-10-03 13:40:00,3.53,35.850,12.200,2.3,-0.1835,0.0000,22.393,23.497,0.0875,125.6,4.369
20,2014-10-03 13:45:00,3.53,36.119,12.300,2.6,-0.1835,0.0000,22.417,23.545,0.0875,145.6,4.375
21,2014-10-03 13:50:00,3.53,36.173,12.200,2.5,-0.1835,0.0000,22.441,23.593,0.0875,59.4,4.351
22,2014-10-03 13:55:00,3.53,36.254,12.200,2.6,-0.1835,0.0000,22.489,23.641,0.0875,296.9,4.375
23,2014-10-03 14:00:00,3.53,36.335,12.100,2.5,-0.1835,0.0000,22.513,23.689,0.0875,343.1,4.369
24,2014-10-03 14:05:00,3.53,35.904,12.000,2.1,-0.1835,0.0000,22.537,23.737,0.0869,383.1,4.357
25,2014-10-03 14:10:00,4.12,36.012,12.200,2.4,-0.1835,0.0000,22.585,23.785,0.0875,68.1,4.351
26,2014-10-03 14:15:00,3.53,36.039,11.900,2.1,-0.1835,0.0000,22.609,23.833,0.0869,48.1,4.357
27,2014-10-03 14:20:00,3.53,35.716,12.000,1.9,-0.1835,0.0000,22.633,23.881,0.0875,38.1,4.363
28,2014-10-03 14:25:00,3.53,35.555,12.500,2.4,-0.1835,0.0000,22.657,23.930,0.0875,40.6,4.375
29,2014-10-03 14:30:00,3.53,35.315,12.300,2.0,-0.1835,0.0000,22.681,23.978,0.0875,39.4,4.357
30,2014-10-03 14:35:00,2.94,35.235,12.400,2.0,-0.1835,0.0000,22.705,24.026,0.0875,75.6,4.351
31,2014-10-03 14:40:00,2.94,35.342,12.400,2.1,-0.1835,0.0000,22.753,24.050,0.0881,34.4,4.345
32,2014-10-03 14:45:00,2.94,34.677,12.700,1.9,-0.1835,0.0000,22.776,24.074,0.0875,36.9,4.363
33,2014-10-03 14:50:00,2.94,35.075,12.700,2.2,-0.1835,0.0000,22.800,24.122,0.0875,28.1,4.363
34,2014-10-03 14:55:00,2.94,34.598,12.800,2.0,-0.1835,0.0000,22.824,24.146,0.0881,43.1,4.363
35,2014-10-03 15:00:00,2.94,34.677,12.800,2.0,-0.1835,0.0000,22.848,24.171,0.0881,54.4,4.357
36,2014-10-03 15:05:00,2.94,34.124,12.800,1.6,-0.1835,0.0000,22.872,24.219,0.0881,38.1,4.351
37,2014-10-03 15:10:00,2.94,33.835,13.100,1.7,-0.1835,0.0000,22.896,24.267,0.0887,91.9,4.363
38,2014-10-03 15:15:00,2.94,33.600,13.100,1.5,-0.1835,0.0000,22.920,24.339,0.0881,70.6,4.363
39,2014-10-03 15:20:00,2.94,33.783,14.100,2.7,-0.1835,0.0000,22.944,24.412,0.0887,53.1,4.363
40,2014-10-03 15:25:00,2.94,33.521,13.400,1.8,-0.1835,0.0000,22.992,24.508,0.0881,43.1,4.357
41,2014-10-03 15:30:00,2.94,33.261,13.500,1.7,-0.1835,0.0000,23.016,24.581,0.0887,38.1,4.351
42,2014-10-03 15:35:00,2.94,33.313,13.600,1.8,-0.1835,0.0000,23.064,24.653,0.0881,40.6,4.363
43,2014-10-03 15:40:00,2.94,33.027,13.900,1.9,-0.1835,0.0000,23.088,24.726,0.0881,40.6,4.363
44,2014-10-03 15:45:00,2.94,32.768,13.800,1.6,-0.1835,0.0000,23.112,24.798,0.0893,40.6,4.363
45,2014-10-03 15:50:00,2.94,32.768,14.100,1.9,-0.1835,0.0000,23.160,24.871,0.0887,50.6,4.369
46,2014-10-03 15:55:00,2.94,33.105,13.900,2.0,-0.1835,0.0000,23.184,24.944,0.0887,76.9,4.351
47,2014-10-03 16:00:00,2.94,33.443,13.400,1.7,-0.1835,0.0000,23.232,25.016,0.0887,76.9,4.369
48,2014-10-03 16:05:00,2.94,33.027,13.400,1.4,-0.1835,0.0000,23.256,25.113,0.0887,43.1,4.369
49,2014-10-03 16:10:00,2.94,33.417,13.900,2.2,-0.1835,0.0000,23.304,25.210,0.0887,164.4,4.357
50,2014-10-03 16:15:00,3.53,34.255,13.700,2.6,-0.1835,0.0000,23.328,25.307,0.0893,169.4,4.351
51,2014-10-03 16:20:00,2.94,34.308,13.600,2.6,-0.1835,0.0000,23.376,25.380,0.0893,49.4,4.363
52,2014-10-03 16:25:00,2.94,33.992,13.400,2.1,-0.1835,0.0000,23.424,25.453,0.0896,130.6,4.363
53,2014-10-03 16:30:00,2.94,33.730,13.900,2.4,-0.1835,0.0000,23.472,25.525,0.0887,201.9,4.363
54,2014-10-03 16:35:00,2.94,33.730,13.900,2.4,-0.1835,0.0000,23.497,25.574,0.0887,86.9,4.351
55,2014-10-03 16:40:00,2.94,33.001,14.500,2.5,-0.1835,0.0000,23.545,25.623,0.0893,53.1,4.351
56,2014-10-03 16:45:00,2.94,32.562,14.800,2.4,-0.1835,0.0000,23.593,25.647,0.0887,28.1,4.351
57,2014-10-03 16:50:00,2.94,32.381,15.500,2.9,-0.1835,0.0000,23.641,25.671,0.0887,28.1,4.357
58,2014-10-03 16:55:00,2.94,32.562,15.500,3.1,-0.1835,0.0000,23.665,25.720,0.0887,20.6,4.357
59,2014-10-03 17:00:00,2.94,32.278,15.000,2.4,-0.1835,0.0000,23.689,25.720,0.0887,24.4,4.357
60,2014-10-03 17:05:00,2.94,32.407,15.000,2.5,-0.1835,0.0000,23.713,25.720,0.0887,26.9,4.357
61,2014-10-03 17:10:00,2.94,32.562,15.100,2.7,-0.1835,0.0000,23.737,25.695,0.0893,33.1,4.363
62,2014-10-03 17:15:00,2.94,32.510,15.500,3.0,-0.1835,0.0000,23.761,25.623,0.0887,19.4,4.357
63,2014-10-03 17:20:00,2.94,32.150,15.800,3.0,-0.1835,0.0000,23.785,25.574,0.0881,10.6,4.351
64,2014-10-03 17:25:00,2.35,31.740,16.300,3.1,-0.1835,0.0000,23.785,25.525,0.0881,11.9,4.345
65,2014-10-03 17:30:00,2.35,31.408,17.200,3.6,-0.1835,0.0000,23.785,25.477,0.0881,10.6,4.345
66,2014-10-03 17:35:00,2.94,31.204,17.500,3.7,-0.1835,0.0000,23.785,25.428,0.0881,8.1,4.345
67,2014-10-03 17:40:00,2.35,30.824,18.300,4.0,-0.1835,0.0000,23.785,25.380,0.0881,18.1,4.345
68,2014-10-03 17:45:00,2.35,30.950,18.000,3.9,-0.1835,0.0000,23.785,25.331,0.0881,18.1,4.339
69,2014-10-03 17:50:00,2.94,31.103,17.300,3.4,-0.1835,0.0000,23.761,25.283,0.0887,25.6,4.339
70,2014-10-03 17:55:00,2.94,31.077,17.300,3.4,-0.1835,0.0000,23.761,25.210,0.0881,38.1,4.369
71,2014-10-03 18:00:00,2.35,30.976,17.800,3.7,-0.1835,0.0000,23.761,25.186,0.0887,24.4,4.339
72,2014-10-03 18:05:00,2.35,30.773,18.400,4.0,-0.1835,0.0000,23.737,25.137,0.0881,16.9,4.339
73,2014-10-03 18:10:00,2.35,30.268,19.100,4.2,-0.1835,0.0000,23.737,25.089,0.0881,20.6,4.339
74,2014-10-03 18:15:00,2.35,29.966,18.300,3.3,-0.1835,0.0000,23.713,25.040,0.0881,6.9,4.339
75,2014-10-03 18:20:00,2.94,29.740,18.700,3.4,-0.1835,0.0000,23.713,24.992,0.0881,5.6,4.339
76,2014-10-03 18:25:00,2.94,29.515,18.900,3.4,-0.1835,0.0000,23.689,24.968,0.0881,1.9,4.339
77,2014-10-03 18:30:00,2.35,29.414,18.400,2.9,-0.1835,0.0000,23.689,24.919,0.0881,0.6,4.339
78,2014-10-03 18:35:00,2.35,28.990,18.800,2.9,-0.1835,0.0000,23.665,24.871,0.0881,0.6,4.339
79,2014-10-03 18:40:00,2.35,28.717,19.200,3.0,-0.1835,0.0000,23.641,24.823,0.0881,0.6,4.339
80,2014-10-03 18:45:00,2.35,28.369,20.100,3.3,-0.1835,0.0000,23.641,24.774,0.0881,0.6,4.339
81,2014-10-03 18:50:00,2.35,28.295,20.300,3.4,-0.1835,0.0000,23.617,24.702,0.0875,0.6,4.339
82,2014-10-03 18:55:00,2.35,28.147,20.100,3.2,-0.1835,0.0000,23.593,24.653,0.0875,0.6,4.339
83,2014-10-03 19:00:00,2.35,28.023,20.500,3.3,-0.1835,0.0000,23.593,24.605,0.0875,0.6,4.339
84,2014-10-03 19:05:00,2.35,27.899,20.900,3.5,-0.1835,0.0000,23.569,24.557,0.0875,0.6,4.339
