"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374972, SEN S/N: 10200134)","Wetness, % (LGR S/N: 10374972, SEN S/N: 10205908)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10222766, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10222772, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374972, SEN S/N: 10222875)","Voltage, V (LGR S/N: 10374972, SEN S/N: 10348617)","Current, mA (LGR S/N: 10374972, SEN S/N: 10348617)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10359302)","RH, % (LGR S/N: 10374972, SEN S/N: 10359302)","DewPt, °C (LGR S/N: 10374972, SEN S/N: 10359302)","Batt, V (LGR S/N: 10374972)"
1,2014-02-01 12:30:00,563.1,0.00,25.793,20.460,0.0684,-0.2039,0.0000,16.558,27.800,-2.1,4.315
2,2014-02-01 12:35:00,568.1,0.00,24.074,20.507,0.0708,-0.2039,0.0000,16.344,27.400,-2.5,4.321
3,2014-02-01 12:40:00,569.4,0.00,25.598,20.436,0.0678,-0.2039,0.0000,16.820,27.300,-2.1,4.369
4,2014-02-01 12:45:00,569.4,0.00,25.890,20.507,0.0684,-0.2039,0.0000,16.701,27.000,-2.4,4.351
5,2014-02-01 12:50:00,573.1,0.00,26.158,20.627,0.0684,-0.2039,0.0000,16.868,27.100,-2.2,4.363
6,2014-02-01 12:55:00,574.4,0.00,26.353,20.770,0.0684,-0.2039,0.0000,17.034,26.900,-2.1,4.351
7,2014-02-01 13:00:00,574.4,0.00,26.256,20.913,0.0678,-0.2039,0.0000,16.558,26.600,-2.7,4.345
8,2014-02-01 13:05:00,573.1,0.00,26.036,21.032,0.0678,-0.2039,0.0000,16.796,26.200,-2.7,4.339
9,2014-02-01 13:10:00,574.4,0.00,26.012,21.103,0.0684,-0.2039,0.0000,17.510,26.100,-2.1,4.472
10,2014-02-01 13:15:00,571.9,0.00,25.186,21.175,0.0678,-0.2039,0.0000,16.939,26.100,-2.6,4.351
11,2014-02-01 13:20:00,571.9,0.00,23.304,21.127,0.0715,-0.2039,0.0000,17.058,25.700,-2.7,4.345
12,2014-02-01 13:25:00,574.4,0.00,22.321,20.960,0.0678,-0.2039,0.0000,17.391,24.700,-3.0,4.339
13,2014-02-01 13:30:00,568.1,0.00,21.604,20.722,0.0678,-0.2039,0.0000,16.939,25.600,-2.9,4.339
14,2014-02-01 13:35:00,566.9,0.00,21.700,20.484,0.0678,-0.2039,0.0000,17.962,24.700,-2.5,4.351
15,2014-02-01 13:40:00,565.6,0.00,22.130,20.317,0.0678,-0.2039,0.0000,17.463,23.000,-3.9,4.351
16,2014-02-01 13:45:00,559.4,0.00,22.274,20.222,0.0708,-0.2039,0.0000,17.605,24.500,-2.9,4.357
17,2014-02-01 13:50:00,559.4,0.00,22.705,20.126,0.0671,-0.2039,0.0000,18.438,22.700,-3.2,4.345
18,2014-02-01 13:55:00,554.4,0.00,22.226,20.103,0.0671,-0.2039,0.0000,18.747,24.100,-2.2,4.339
19,2014-02-01 14:00:00,546.9,0.00,21.175,20.031,0.0671,-0.2039,0.0000,18.057,24.700,-2.4,4.351
20,2014-02-01 14:05:00,540.6,0.00,20.793,19.888,0.0671,-0.2039,0.0000,18.319,24.800,-2.1,4.351
21,2014-02-01 14:10:00,539.4,0.00,20.436,19.722,0.0664,-0.2039,0.0000,18.533,21.800,-3.7,4.351
22,2014-02-01 14:15:00,536.9,0.00,20.222,19.555,0.0664,-0.2039,0.0000,19.246,24.200,-1.7,4.339
23,2014-02-01 14:20:00,530.6,0.00,19.865,19.413,0.0660,-0.2039,0.0000,18.675,19.900,-4.8,4.345
24,2014-02-01 14:25:00,528.1,0.00,19.555,19.246,0.0660,-0.2039,0.0000,18.652,19.600,-5.0,4.351
25,2014-02-01 14:30:00,521.9,0.00,19.365,19.103,0.0653,-0.2039,0.0000,18.343,18.600,-5.9,4.351
26,2014-02-01 14:35:00,516.9,0.00,19.294,18.937,0.0653,-0.2039,0.0000,18.461,18.600,-5.9,4.351
27,2014-02-01 14:40:00,510.6,0.00,19.460,18.842,0.0646,-0.2039,0.0000,18.176,18.400,-6.2,4.357
28,2014-02-01 14:45:00,505.6,0.00,19.722,18.747,0.0639,-0.2039,0.0000,18.129,18.300,-6.3,4.345
29,2014-02-01 14:50:00,496.9,0.00,19.936,18.699,0.0632,-0.2039,0.0000,17.819,18.700,-6.3,4.351
30,2014-02-01 14:55:00,490.6,0.00,19.888,18.699,0.0639,-0.2039,0.0000,18.200,18.400,-6.2,4.351
31,2014-02-01 15:00:00,479.4,0.00,19.532,18.652,0.0632,-0.2039,0.0000,18.319,18.500,-6.0,4.345
32,2014-02-01 15:05:00,470.6,0.00,19.080,18.604,0.0632,-0.2039,0.0000,17.629,18.300,-6.7,4.339
33,2014-02-01 15:10:00,464.4,0.00,19.888,18.533,0.0632,-0.2039,0.0000,18.224,18.200,-6.3,4.351
34,2014-02-01 15:15:00,455.6,0.00,21.390,18.557,0.0628,-0.2039,0.0000,17.677,18.200,-6.8,4.351
35,2014-02-01 15:20:00,445.6,0.00,22.417,18.675,0.0628,-0.2039,0.0000,18.152,18.700,-6.0,4.351
36,2014-02-01 15:25:00,438.1,0.00,22.848,18.889,0.0628,-0.2039,0.0000,18.438,18.200,-6.2,4.345
37,2014-02-01 15:30:00,428.1,0.00,22.824,19.103,0.0628,-0.2039,0.0000,18.010,18.200,-6.5,4.339
38,2014-02-01 15:35:00,416.9,0.00,22.992,19.270,0.0621,-0.2039,0.0000,18.057,18.600,-6.2,4.351
39,2014-02-01 15:40:00,406.9,0.00,23.232,19.436,0.0621,-0.2039,0.0000,18.414,18.000,-6.3,4.351
40,2014-02-01 15:45:00,398.1,0.00,23.304,19.603,0.0628,-0.2039,0.0000,18.414,18.000,-6.3,4.351
41,2014-02-01 15:50:00,386.9,0.00,23.208,19.722,0.0621,-0.2039,0.0000,18.295,17.600,-6.7,4.345
42,2014-02-01 15:55:00,376.9,0.00,23.136,19.793,0.0628,-0.2039,0.0000,18.628,17.300,-6.7,4.339
43,2014-02-01 16:00:00,364.4,0.00,22.872,19.865,0.0628,-0.2039,0.0000,18.533,16.800,-7.1,4.345
44,2014-02-01 16:05:00,351.9,0.00,22.465,19.888,0.0628,-0.2039,0.0000,18.200,17.200,-7.1,4.345
45,2014-02-01 16:10:00,339.4,0.00,21.819,19.841,0.0628,-0.2039,0.0000,17.986,17.100,-7.3,4.345
46,2014-02-01 16:15:00,326.9,0.00,20.793,19.722,0.0628,-0.2039,0.0000,17.724,16.500,-8.0,4.351
