"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2013-10-08 15:20:00,-0.2039,0.0000,22.202,55.700,12.9,22.130,22.130,-0.2826,1.76,0.6,4.224
2,2013-10-08 15:25:00,-0.1988,0.0000,22.202,55.600,12.9,22.130,22.011,-0.2826,1.76,0.6,4.176
3,2013-10-08 15:30:00,-0.1988,0.0000,22.154,55.700,12.9,22.011,21.915,-0.2826,1.76,0.6,4.182
4,2013-10-08 15:35:00,-0.1988,0.0000,22.082,55.700,12.8,21.939,21.819,-0.2826,1.76,0.6,4.182
5,2013-10-08 15:40:00,-0.2039,0.0000,22.058,55.600,12.8,21.891,21.795,-0.2826,1.76,0.6,4.182
6,2013-10-08 15:45:00,-0.2039,0.0000,22.034,55.600,12.8,21.915,21.819,-0.2826,1.76,0.6,4.182
7,2013-10-08 15:50:00,-0.2039,0.0000,21.987,55.600,12.7,21.867,21.772,-0.2826,1.76,0.6,4.188
8,2013-10-08 15:55:00,-0.2039,0.0000,21.963,55.400,12.6,21.843,21.748,-0.2826,1.76,0.6,4.188
9,2013-10-08 16:00:00,-0.2039,0.0000,21.939,55.500,12.6,21.843,21.724,-0.2826,1.76,0.6,4.188
10,2013-10-08 16:05:00,-0.2039,0.0000,21.915,55.500,12.6,21.819,21.724,-0.2826,1.76,0.6,4.188
11,2013-10-08 16:10:00,-0.2039,0.0000,21.891,55.400,12.6,21.819,21.700,-0.2826,1.76,0.6,4.188
12,2013-10-08 16:15:00,-0.2039,0.0000,21.915,55.400,12.6,21.843,21.724,-0.2826,1.76,0.6,4.188
13,2013-10-08 16:20:00,-0.2039,0.0000,21.939,55.300,12.6,21.819,21.700,-0.2826,1.76,0.6,4.188
14,2013-10-08 16:25:00,-0.2039,0.0000,21.915,55.100,12.5,21.795,21.700,-0.2826,1.76,0.6,4.188
15,2013-10-08 16:30:00,-0.2039,0.0000,21.915,55.000,12.5,21.795,21.700,-0.2826,1.76,0.6,4.182
16,2013-10-08 16:35:00,-0.2039,0.0000,21.891,55.000,12.5,21.772,21.676,-0.2826,1.76,0.6,4.188
17,2013-10-08 16:40:00,-0.2039,0.0000,21.891,54.900,12.4,21.795,21.676,-0.2826,1.76,0.6,4.188
18,2013-10-08 16:45:00,-0.2039,0.0000,21.867,54.900,12.4,21.795,21.676,-0.2826,1.76,0.6,4.182
19,2013-10-08 16:50:00,-0.2039,0.0000,21.867,54.800,12.4,21.772,21.676,-0.2826,1.76,0.6,4.188
20,2013-10-08 16:55:00,-0.2039,0.0000,21.867,54.900,12.4,21.772,21.676,-0.2826,1.76,0.6,4.188
21,2013-10-08 17:00:00,-0.2039,0.0000,21.867,54.800,12.4,21.772,21.676,-0.2826,1.76,0.6,4.188
22,2013-10-08 17:05:00,-0.2039,0.0000,21.867,54.900,12.4,21.772,21.652,-0.2826,1.76,0.6,4.188
23,2013-10-08 17:10:00,-0.2039,0.0000,21.867,54.800,12.4,21.772,21.676,-0.2826,1.76,0.6,4.188
24,2013-10-08 17:15:00,-0.2039,0.0000,21.867,54.800,12.4,21.748,21.652,-0.2826,1.76,0.6,4.188
25,2013-10-08 17:20:00,-0.2039,0.0000,21.867,54.800,12.4,21.748,21.628,-0.2826,1.76,0.6,4.182
26,2013-10-08 17:25:00,-0.2039,0.0000,21.843,54.800,12.4,21.724,21.628,-0.2826,1.76,0.6,4.188
27,2013-10-08 17:30:00,-0.2039,0.0000,21.819,54.800,12.3,21.724,21.604,-0.2826,1.76,0.6,4.182
28,2013-10-08 17:35:00,-0.2039,0.0000,21.819,54.700,12.3,21.700,21.604,-0.2826,1.76,0.6,4.182
29,2013-10-08 17:40:00,-0.2039,0.0000,21.819,54.700,12.3,21.700,21.604,-0.2826,1.76,0.6,4.182
30,2013-10-08 17:45:00,-0.2039,0.0000,21.819,54.600,12.3,21.700,21.604,-0.2826,1.76,0.6,4.237
31,2013-10-08 17:50:00,-0.2039,0.0000,21.819,54.600,12.3,21.700,21.604,-0.2826,1.76,0.6,4.182
32,2013-10-08 17:55:00,-0.2039,0.0000,21.819,54.600,12.3,21.700,21.604,-0.2826,1.18,0.6,4.182
33,2013-10-08 18:00:00,-0.2039,0.0000,21.795,54.500,12.2,21.676,21.581,-0.2810,1.18,0.6,4.182
34,2013-10-08 18:05:00,-0.2039,0.0000,21.772,54.500,12.2,21.652,21.557,-0.2826,1.18,0.6,4.182
35,2013-10-08 18:10:00,-0.2039,0.0000,21.748,54.500,12.2,21.604,21.533,-0.2810,1.18,0.6,4.188
36,2013-10-08 18:15:00,-0.2039,0.0000,21.724,54.500,12.2,21.581,21.509,-0.2826,1.18,0.6,4.188
37,2013-10-08 18:20:00,-0.2039,0.0000,21.700,54.600,12.2,21.557,21.485,-0.2810,1.18,0.6,4.188
38,2013-10-08 18:25:00,-0.2039,0.0000,21.676,54.500,12.1,21.557,21.461,-0.2826,1.18,0.6,4.182
39,2013-10-08 18:30:00,-0.2039,0.0000,21.652,54.500,12.1,21.533,21.437,-0.2826,1.18,0.6,4.188
40,2013-10-08 18:35:00,-0.2039,0.0000,21.652,54.500,12.1,21.509,21.413,-0.2826,1.18,0.6,4.182
41,2013-10-08 18:40:00,-0.2039,0.0000,21.628,54.500,12.1,21.461,21.390,-0.2826,1.18,0.6,4.182
