"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2013-12-27 12:30:00,-0.2039,0.0000,21.795,18.800,-3.0,14.457,14.601,0.2134,0.59,58.1,4.333
2,2013-12-27 12:35:00,-0.2039,0.0000,21.772,19.000,-2.9,14.314,14.409,0.2131,0.59,44.4,4.333
3,2013-12-27 12:40:00,-0.2039,0.0000,21.676,19.200,-2.8,14.170,14.242,0.2131,0.59,50.6,4.333
4,2013-12-27 12:45:00,-0.2039,0.0000,22.274,18.600,-2.7,14.074,14.098,0.2131,0.59,56.9,4.339
5,2013-12-27 12:50:00,-0.2039,0.0000,22.609,17.400,-3.3,13.954,14.002,0.2134,0.59,39.4,4.333
6,2013-12-27 12:55:00,-0.2039,0.0000,22.753,16.800,-3.7,13.882,13.906,0.2134,0.59,76.9,4.333
7,2013-12-27 13:00:00,-0.2039,0.0000,23.064,17.400,-3.0,13.786,13.810,0.2131,0.59,83.1,4.345
8,2013-12-27 13:05:00,-0.2039,0.0000,23.472,16.900,-3.0,13.738,13.810,0.2131,0.59,65.6,4.339
9,2013-12-27 13:10:00,-0.2039,0.0000,23.593,16.400,-3.3,13.714,13.834,0.2131,0.59,43.1,4.339
10,2013-12-27 13:15:00,-0.2039,0.0000,23.761,16.400,-3.2,13.714,13.810,0.2134,0.59,46.9,4.339
11,2013-12-27 13:20:00,-0.2039,0.0000,23.978,16.400,-3.0,13.690,13.786,0.2134,0.59,89.4,4.339
12,2013-12-27 13:25:00,-0.2039,0.0000,24.219,15.600,-3.5,13.666,13.738,0.2134,0.59,171.9,4.339
13,2013-12-27 13:30:00,-0.2039,0.0000,24.460,16.200,-2.8,13.642,13.666,0.2126,0.59,118.1,4.345
14,2013-12-27 13:35:00,-0.2039,0.0000,24.702,15.500,-3.2,13.594,13.618,0.2131,0.59,128.1,4.339
15,2013-12-27 13:40:00,-0.2039,0.0000,25.040,14.200,-4.1,13.570,13.594,0.2131,0.59,54.4,4.339
16,2013-12-27 13:45:00,-0.2039,0.0000,25.355,14.400,-3.7,13.546,13.570,0.2131,0.59,35.6,4.333
17,2013-12-27 13:50:00,-0.2039,0.0000,24.823,14.600,-3.9,13.522,13.546,0.2126,0.59,61.9,4.333
18,2013-12-27 13:55:00,-0.2039,0.0000,25.113,14.400,-3.9,13.497,13.522,0.2131,0.59,53.1,4.333
19,2013-12-27 14:00:00,-0.2039,0.0000,25.355,14.500,-3.6,13.473,13.473,0.2131,0.59,39.4,4.333
20,2013-12-27 14:05:00,-0.2039,0.0000,25.501,14.200,-3.7,13.449,13.473,0.2131,0.59,43.1,4.333
21,2013-12-27 14:10:00,-0.2039,0.0000,25.695,13.400,-4.4,13.449,13.473,0.2126,0.59,73.1,4.339
22,2013-12-27 14:15:00,-0.2039,0.0000,26.304,11.900,-5.5,13.449,13.497,0.2131,0.59,53.1,4.339
23,2013-12-27 14:20:00,-0.2039,0.0000,26.500,12.100,-5.1,13.449,13.522,0.2131,1.18,54.4,4.345
24,2013-12-27 14:25:00,-0.2039,0.0000,26.231,11.500,-6.0,13.473,13.546,0.2126,0.59,49.4,4.339
25,2013-12-27 14:30:00,-0.2039,0.0000,26.402,10.700,-6.8,13.473,13.546,0.2126,0.59,51.9,4.339
26,2013-12-27 14:35:00,-0.2039,0.0000,26.695,10.200,-7.2,13.497,13.570,0.2131,0.59,69.4,4.333
27,2013-12-27 14:40:00,-0.2039,0.0000,26.646,11.200,-6.0,13.522,13.666,0.2131,0.59,49.4,4.339
28,2013-12-27 14:45:00,-0.2039,0.0000,26.916,9.800,-7.5,13.570,13.738,0.2126,0.59,69.4,4.339
29,2013-12-27 14:50:00,-0.2039,0.0000,26.793,10.600,-6.6,13.618,13.786,0.2126,0.59,59.4,4.339
30,2013-12-27 14:55:00,-0.2039,0.0000,26.744,11.200,-5.9,13.666,13.834,0.2126,0.59,91.9,4.333
31,2013-12-27 15:00:00,-0.2039,0.0000,26.695,11.300,-5.8,13.714,13.906,0.2131,0.59,63.1,4.333
32,2013-12-27 15:05:00,-0.2039,0.0000,26.598,11.100,-6.1,13.762,13.930,0.2126,0.59,59.4,4.339
33,2013-12-27 15:10:00,-0.2039,0.0000,26.646,11.800,-5.3,13.810,13.954,0.2126,0.59,104.4,4.339
34,2013-12-27 15:15:00,-0.2039,0.0000,27.014,11.800,-5.0,13.834,14.002,0.2131,1.18,78.1,4.375
35,2013-12-27 15:20:00,-0.2039,0.0000,27.259,12.300,-4.3,13.882,14.074,0.2126,1.18,85.6,4.339
36,2013-12-27 15:25:00,-0.2039,0.0000,26.891,12.300,-4.6,13.954,14.170,0.2126,0.59,68.1,4.339
37,2013-12-27 15:30:00,-0.2039,0.0000,26.842,11.500,-5.5,14.002,14.218,0.2131,0.59,85.6,4.333
38,2013-12-27 15:35:00,-0.2039,0.0000,26.989,13.000,-3.8,14.050,14.242,0.2126,0.59,84.4,4.339
39,2013-12-27 15:40:00,-0.2039,0.0000,26.891,11.800,-5.1,14.098,14.290,0.2126,0.59,138.1,4.339
40,2013-12-27 15:45:00,-0.2039,0.0000,27.014,11.400,-5.5,14.146,14.337,0.2131,1.18,168.1,4.333
41,2013-12-27 15:50:00,-0.2039,0.0000,27.702,10.600,-5.9,14.194,14.481,0.2126,1.18,165.6,4.333
42,2013-12-27 15:55:00,-0.2039,0.0000,28.394,10.700,-5.2,14.314,14.649,0.2131,1.18,199.4,4.339
43,2013-12-27 16:00:00,-0.2039,0.0000,27.949,11.400,-4.8,14.433,14.816,0.2131,1.18,188.1,4.351
44,2013-12-27 16:05:00,-0.2039,0.0000,27.038,11.800,-5.0,14.553,14.912,0.2131,1.18,199.4,4.333
45,2013-12-27 16:10:00,-0.2039,0.0000,26.818,12.300,-4.6,14.673,15.008,0.2131,1.18,234.4,4.333
46,2013-12-27 16:15:00,-0.2039,0.0000,26.965,12.400,-4.4,14.745,15.055,0.2131,0.59,165.6,4.345
47,2013-12-27 16:20:00,-0.2039,0.0000,26.671,12.800,-4.2,14.816,15.103,0.2126,0.59,229.4,4.339
48,2013-12-27 16:25:00,-0.2039,0.0000,26.353,12.800,-4.5,14.864,15.127,0.2126,0.59,180.6,4.333
49,2013-12-27 16:30:00,-0.2039,0.0000,26.158,12.400,-5.0,14.912,15.127,0.2126,1.18,158.1,4.333
50,2013-12-27 16:35:00,-0.2039,0.0000,25.768,13.500,-4.2,14.936,15.055,0.2122,0.59,244.4,4.339
51,2013-12-27 16:40:00,-0.2039,0.0000,25.817,14.400,-3.3,14.912,15.008,0.2122,0.59,79.4,4.339
52,2013-12-27 16:45:00,-0.2039,0.0000,24.774,12.500,-6.0,14.888,14.960,0.2122,0.59,74.4,4.333
53,2013-12-27 16:50:00,-0.2039,0.0000,24.267,13.000,-5.9,14.864,14.912,0.2122,0.59,71.9,4.333
54,2013-12-27 16:55:00,-0.2039,0.0000,23.954,13.800,-5.3,14.816,14.864,0.2122,0.59,71.9,4.351
55,2013-12-27 17:00:00,-0.2039,0.0000,23.376,14.700,-5.0,14.792,14.816,0.2117,0.59,71.9,4.393
