"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374974, SEN S/N: 10348624)","Current, mA (LGR S/N: 10374974, SEN S/N: 10348624)","Temp, °C (LGR S/N: 10374974, SEN S/N: 10359316)","RH, % (LGR S/N: 10374974, SEN S/N: 10359316)","DewPt, °C (LGR S/N: 10374974, SEN S/N: 10359316)","Temp, °C (LGR S/N: 10374974, SEN S/N: 10365530, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374974, SEN S/N: 10365589, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374974, SEN S/N: 10374523)","Wetness, % (LGR S/N: 10374974, SEN S/N: 10374905)","Solar Radiation, W/m² (LGR S/N: 10374974, SEN S/N: 10375645)","Batt, V (LGR S/N: 10374974)"
1,2015-02-06 11:55:02,-0.2039,0.0000,22.992,42.200,9.5,15.366,15.461,0.3087,1.18,694.4,4.351
2,2015-02-06 12:00:02,-0.2039,0.0000,23.232,43.200,10.0,15.414,15.509,0.3084,1.18,701.9,4.400
3,2015-02-06 12:05:02,-0.2039,0.0000,23.737,43.200,10.5,15.461,15.533,0.3084,1.18,699.4,4.363
4,2015-02-06 12:10:02,-0.2039,0.0000,23.448,41.600,9.7,15.509,15.581,0.3084,1.18,683.1,4.351
5,2015-02-06 12:15:02,-0.2039,0.0000,23.376,40.700,9.3,15.533,15.605,0.3084,1.18,693.1,4.345
6,2015-02-06 12:20:02,-0.2039,0.0000,23.857,39.600,9.3,15.557,15.652,0.3084,1.18,685.6,4.339
7,2015-02-06 12:25:02,-0.2039,0.0000,23.328,39.800,8.9,15.581,15.652,0.3084,1.18,695.6,4.369
8,2015-02-06 12:30:02,-0.2039,0.0000,23.064,40.500,8.9,15.581,15.676,0.3084,1.18,699.4,4.351
9,2015-02-06 12:35:02,-0.2039,0.0000,24.171,38.700,9.2,15.605,15.700,0.3084,1.18,698.1,4.345
10,2015-02-06 12:40:02,-0.2039,0.0000,24.243,38.300,9.2,15.629,15.724,0.3084,1.18,666.9,4.339
11,2015-02-06 12:45:02,-0.2039,0.0000,24.098,38.900,9.3,15.652,15.748,0.3080,1.18,664.4,4.369
12,2015-02-06 12:50:02,-0.2039,0.0000,24.823,37.900,9.5,15.676,15.772,0.3084,1.18,665.6,4.381
13,2015-02-06 12:55:02,-0.2039,0.0000,24.219,38.000,9.0,15.700,15.796,0.3080,0.59,660.6,4.339
14,2015-02-06 13:00:02,-0.2039,0.0000,24.726,38.500,9.7,15.724,15.796,0.3080,1.18,654.4,4.339
15,2015-02-06 13:05:02,-0.2039,0.0000,24.412,37.000,8.8,15.748,15.843,0.3080,0.59,94.4,4.369
16,2015-02-06 13:10:02,-0.2039,0.0000,23.737,39.200,9.1,15.748,15.843,0.3084,0.59,96.9,4.418
17,2015-02-06 13:15:02,-0.2039,0.0000,24.532,40.000,10.1,15.772,15.867,0.3080,0.59,88.1,4.363
18,2015-02-06 13:20:02,-0.2039,0.0000,24.098,39.600,9.5,15.796,15.891,0.3080,0.59,86.9,4.393
19,2015-02-06 13:25:02,-0.2039,0.0000,24.363,40.900,10.2,15.819,15.915,0.3080,0.59,114.4,4.339
20,2015-02-06 13:30:02,-0.2039,0.0000,24.992,39.700,10.4,15.867,15.963,0.3080,0.59,170.6,4.339
21,2015-02-06 13:35:02,-0.2039,0.0000,24.702,39.900,10.2,15.915,15.986,0.3080,0.59,114.4,4.363
22,2015-02-06 13:40:02,-0.2039,0.0000,24.484,39.700,9.9,15.915,16.010,0.3080,0.59,201.9,4.369
23,2015-02-06 13:45:02,-0.2039,0.0000,24.171,39.300,9.5,15.915,16.034,0.3080,0.59,148.1,4.351
24,2015-02-06 13:50:02,-0.2039,0.0000,24.171,40.100,9.8,15.939,16.034,0.3080,0.59,105.6,4.339
25,2015-02-06 13:55:02,-0.2039,0.0000,24.074,41.500,10.2,15.986,16.082,0.3080,0.59,79.4,4.339
26,2015-02-06 14:00:02,-0.2039,0.0000,23.376,41.600,9.6,15.986,16.082,0.3080,0.59,126.9,4.339
27,2015-02-06 14:05:02,-0.2039,0.0000,23.521,41.800,9.8,16.010,16.106,0.3080,0.59,150.6,4.345
28,2015-02-06 14:10:02,-0.2039,0.0000,23.136,40.000,8.8,16.010,16.106,0.3080,0.59,65.6,4.345
29,2015-02-06 14:15:02,-0.2039,0.0000,23.424,39.700,9.0,15.963,16.082,0.3080,0.59,59.4,4.339
30,2015-02-06 14:20:02,-0.2039,0.0000,23.689,38.400,8.7,15.963,16.082,0.3080,0.59,55.6,4.339
31,2015-02-06 14:25:02,-0.2039,0.0000,23.256,36.700,7.7,15.939,16.058,0.3077,0.59,80.6,4.339
32,2015-02-06 14:30:02,-0.2039,0.0000,22.992,37.200,7.6,15.915,16.010,0.3077,0.59,54.4,4.339
33,2015-02-06 14:35:02,-0.2039,0.0000,23.088,37.200,7.7,15.891,15.986,0.3080,0.59,55.6,4.339
34,2015-02-06 14:40:02,-0.2039,0.0000,23.160,36.500,7.5,15.867,15.986,0.3080,0.59,50.6,4.333
35,2015-02-06 14:45:02,-0.2039,0.0000,23.521,37.400,8.2,15.843,15.963,0.3077,0.59,60.6,4.333
36,2015-02-06 14:50:02,-0.2039,0.0000,23.521,33.700,6.6,15.843,15.963,0.3077,0.59,149.4,4.333
37,2015-02-06 14:55:02,-0.2039,0.0000,23.593,34.700,7.1,15.819,15.939,0.3077,0.59,148.1,4.339
38,2015-02-06 15:00:02,-0.2039,0.0000,23.136,31.300,5.2,15.796,15.915,0.3077,0.59,59.4,4.333
39,2015-02-06 15:05:02,-0.2039,0.0000,23.208,31.200,5.3,15.772,15.891,0.3077,0.59,44.4,4.327
40,2015-02-06 15:10:02,-0.2039,0.0000,23.232,29.800,4.6,15.772,15.867,0.3077,0.59,43.1,4.321
41,2015-02-06 15:15:02,-0.2039,0.0000,23.448,30.300,5.0,15.748,15.867,0.3077,0.59,41.9,4.321
42,2015-02-06 15:20:02,-0.2039,0.0000,23.424,30.500,5.1,15.748,15.843,0.3077,0.59,59.4,4.321
43,2015-02-06 15:25:02,-0.2039,0.0000,23.280,31.200,5.3,15.748,15.867,0.3077,0.59,40.6,4.321
44,2015-02-06 15:30:02,-0.2039,0.0000,23.352,30.400,5.0,15.772,15.867,0.3072,0.59,40.6,4.321
45,2015-02-06 15:35:02,-0.2039,0.0000,23.208,29.400,4.4,15.819,15.915,0.3077,0.59,39.4,4.321
46,2015-02-06 15:40:02,-0.2039,0.0000,22.561,29.900,4.1,15.843,15.939,0.3077,0.00,43.1,4.321
47,2015-02-06 15:45:02,-0.2039,0.0000,22.753,30.700,4.6,15.867,15.963,0.3077,0.59,48.1,4.321
48,2015-02-06 15:50:02,-0.2039,0.0000,22.585,32.900,5.5,15.891,15.986,0.3077,0.00,55.6,4.321
49,2015-02-06 15:55:02,-0.2039,0.0000,22.585,35.700,6.7,15.939,16.010,0.3077,0.59,39.4,4.321
50,2015-02-06 16:00:02,-0.2039,0.0000,22.489,36.400,6.9,15.939,16.034,0.3072,0.00,36.9,4.315
51,2015-02-06 16:05:02,-0.2039,0.0000,22.441,37.200,7.1,15.939,16.058,0.3077,0.00,35.6,4.309
52,2015-02-06 16:10:02,-0.2039,0.0000,22.226,39.700,7.9,15.915,16.034,0.3077,0.00,51.9,4.315
53,2015-02-06 16:15:02,-0.2039,0.0000,21.867,40.300,7.8,15.891,16.010,0.3072,0.59,79.4,4.309
54,2015-02-06 16:20:02,-0.2039,0.0000,21.270,42.200,7.9,15.843,15.963,0.3077,0.59,78.1,4.309
55,2015-02-06 16:25:02,-0.2039,0.0000,20.889,44.800,8.5,15.796,15.915,0.3072,0.00,38.1,4.303
