"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374980, SEN S/N: 10314896)","Temp, °C (LGR S/N: 10374980, SEN S/N: 10359307)","RH, % (LGR S/N: 10374980, SEN S/N: 10359307)","DewPt, °C (LGR S/N: 10374980, SEN S/N: 10359307)","Voltage, V (LGR S/N: 10374980, SEN S/N: 10363575)","Current, mA (LGR S/N: 10374980, SEN S/N: 10363575)","Temp, °C (LGR S/N: 10374980, SEN S/N: 10365533, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10374980, SEN S/N: 10365597, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374980, SEN S/N: 10374516)","Solar Radiation, W/m² (LGR S/N: 10374980, SEN S/N: 10378950)","Batt, V (LGR S/N: 10374980)"
1,2014-12-20 11:40:00,1.76,16.415,69.700,10.9,-0.1988,0.0000,13.810,14.146,0.3151,188.1,4.339
2,2014-12-20 11:45:00,1.76,15.843,71.000,10.6,-0.1988,0.0000,13.834,14.098,0.3151,166.9,4.351
3,2014-12-20 11:50:00,1.76,15.557,71.100,10.4,-0.1988,0.0000,13.858,14.122,0.3151,179.4,4.393
4,2014-12-20 11:55:00,1.76,15.438,71.900,10.4,-0.1988,0.0000,13.954,14.218,0.3151,190.6,4.393
5,2014-12-20 12:00:00,1.76,15.390,72.600,10.5,-0.1988,0.0000,14.050,14.314,0.3151,180.6,4.393
6,2014-12-20 12:05:00,1.76,15.533,72.900,10.7,-0.1988,0.0000,14.098,14.314,0.3151,145.6,4.375
7,2014-12-20 12:10:00,1.76,15.438,71.800,10.4,-0.1988,0.0000,14.098,14.242,0.3156,140.6,4.363
8,2014-12-20 12:15:00,1.76,15.199,72.800,10.4,-0.1988,0.0000,14.098,14.242,0.3156,155.6,4.357
9,2014-12-20 12:20:00,1.76,15.270,73.300,10.5,-0.1988,0.0000,14.146,14.361,0.3156,181.9,4.363
10,2014-12-20 12:25:00,1.76,15.557,72.600,10.7,-0.1988,0.0000,14.290,14.529,0.3156,196.9,4.393
11,2014-12-20 12:30:00,1.76,15.581,72.100,10.6,-0.1988,0.0000,14.361,14.625,0.3156,189.4,4.393
12,2014-12-20 12:35:00,1.76,15.629,71.600,10.5,-0.1988,0.0000,14.409,14.673,0.3156,201.9,4.369
13,2014-12-20 12:40:00,1.76,15.796,71.800,10.7,-0.1988,0.0000,14.481,14.745,0.3156,188.1,4.363
