"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374973, SEN S/N: 10200135)","Wetness, % (LGR S/N: 10374973, SEN S/N: 10205906)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222765, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10222769, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10374973, SEN S/N: 10222873)","Voltage, V (LGR S/N: 10374973, SEN S/N: 10348623)","Current, mA (LGR S/N: 10374973, SEN S/N: 10348623)","Temp, °C (LGR S/N: 10374973, SEN S/N: 10359303)","RH, % (LGR S/N: 10374973, SEN S/N: 10359303)","DewPt, °C (LGR S/N: 10374973, SEN S/N: 10359303)","Batt, V (LGR S/N: 10374973)"
1,2014-03-29 11:00:00,686.9,2.35,20.412,20.412,0.3403,-0.1988,0.0000,23.328,49.200,12.1,4.381
2,2014-03-29 11:05:00,694.4,2.35,20.412,20.412,0.3399,-0.1988,0.0000,24.098,47.000,12.1,4.357
3,2014-03-29 11:10:00,701.9,2.35,20.412,20.412,0.3403,-0.1937,0.0000,24.098,47.600,12.3,4.351
4,2014-03-29 11:15:00,695.6,2.35,20.412,20.412,0.3403,-0.1988,0.0000,24.460,46.600,12.3,4.381
5,2014-03-29 11:20:00,710.6,2.35,20.388,20.412,0.3403,-0.1937,0.0000,24.243,45.300,11.7,4.363
6,2014-03-29 11:25:00,683.1,2.94,20.388,20.412,0.3403,-0.1988,0.0000,24.847,45.000,12.1,4.363
7,2014-03-29 11:30:00,729.4,2.35,20.388,20.412,0.3403,-0.1988,0.0000,24.557,44.800,11.8,4.363
8,2014-03-29 11:35:00,694.4,2.94,20.388,20.388,0.3403,-0.1937,0.0000,24.508,45.600,12.0,4.387
9,2014-03-29 11:40:00,740.6,2.94,20.365,20.388,0.3403,-0.1988,0.0000,24.484,45.600,12.0,4.363
10,2014-03-29 11:45:00,735.6,2.94,20.365,20.388,0.3399,-0.1937,0.0000,25.040,42.600,11.5,4.363
11,2014-03-29 11:50:00,710.6,2.94,20.365,20.388,0.3403,-0.1988,0.0000,25.089,41.600,11.2,4.357
12,2014-03-29 11:55:00,706.9,2.94,20.365,20.388,0.3399,-0.1988,0.0000,24.750,43.500,11.5,4.393
13,2014-03-29 12:00:00,734.4,2.94,20.365,20.365,0.3403,-0.1988,0.0000,25.380,41.300,11.3,4.363
14,2014-03-29 12:05:00,671.9,2.94,20.365,20.365,0.3399,-0.1988,0.0000,25.744,40.900,11.5,4.363
