Date Time	Wetness (%)  #10314902	Temp (°F)  #10359310	RH (%)  #10359310	Voltage (V)  #10363571	Current (mA)  #10363571	5 cm deep Temp (°F)	1 cm deep Temp (°F)	Water Content (m³/m³)  #10374520	Solar Radiation (W/m²)  #10378949	Batt (V) c:5
05/01/15 12:30:00.0	2.94	85.172	30.100	-0.1835	0.0000	69.901	73.774	0.1542	43.1	4.339
05/01/15 12:35:00.0	2.35	85.262	32.400	-0.1835	0.0000	69.942	73.688	0.1475	40.6	4.345
05/01/15 12:40:00.0	2.94	85.127	31.700	-0.1835	0.0000	69.985	73.645	0.1475	44.4	4.369
05/01/15 12:45:00.0	2.94	85.352	32.000	-0.1835	0.0000	70.029	73.645	0.1475	48.1	4.393
05/01/15 12:50:00.0	2.35	85.035	32.000	-0.1835	0.0000	70.072	73.602	0.1475	43.1	4.363
05/01/15 12:55:00.0	2.35	85.035	31.900	-0.1835	0.0000	70.072	73.558	0.1475	44.4	4.357
05/01/15 13:00:00.0	2.35	85.397	32.200	-0.1835	0.0000	70.115	73.515	0.1470	40.6	4.351
05/01/15 13:05:00.0	2.35	85.939	31.800	-0.1835	0.0000	70.158	73.429	0.1475	40.6	4.351
05/01/15 13:10:00.0	2.35	85.712	31.500	-0.1835	0.0000	70.158	73.342	0.1470	39.4	4.363
05/01/15 13:15:00.0	2.94	86.482	31.800	-0.1835	0.0000	70.201	73.256	0.1470	39.4	4.363
05/01/15 13:20:00.0	2.94	86.437	31.600	-0.1835	0.0000	70.201	73.170	0.1475	39.4	4.357
05/01/15 13:25:00.0	2.35	86.074	30.300	-0.1835	0.0000	70.201	73.083	0.1475	36.9	4.351
05/01/15 13:30:00.0	2.35	85.127	30.500	-0.1835	0.0000	70.201	73.040	0.1470	49.4	4.363
05/01/15 13:35:00.0	2.35	85.622	30.100	-0.1835	0.0000	70.201	72.955	0.1475	36.9	4.375
05/01/15 13:40:00.0	2.35	86.074	30.000	-0.1835	0.0000	70.201	72.869	0.1470	38.1	4.363
05/01/15 13:45:00.0	2.35	85.984	29.700	-0.1835	0.0000	70.201	72.826	0.1466	39.4	4.351
05/01/15 13:50:00.0	2.94	86.164	29.000	-0.1835	0.0000	70.201	72.739	0.1470	35.6	4.351
05/01/15 13:55:00.0	2.94	86.301	30.000	-0.1835	0.0000	70.201	72.653	0.1470	34.4	4.363
05/01/15 14:00:00.0	2.94	87.346	28.200	-0.1835	0.0000	70.201	72.610	0.1466	38.1	4.375
05/01/15 14:05:00.0	2.94	87.528	26.800	-0.1835	0.0000	70.158	72.567	0.1470	38.1	4.369
