"#","Date Time, GMT-08:00","Wetness, % (LGR S/N: 10384933, SEN S/N: 10314898)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10359315)","RH, % (LGR S/N: 10384933, SEN S/N: 10359315)","DewPt, °C (LGR S/N: 10384933, SEN S/N: 10359315)","Voltage, V (LGR S/N: 10384933, SEN S/N: 10363599)","Current, mA (LGR S/N: 10384933, SEN S/N: 10363599)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10365577, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10365579, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10384933, SEN S/N: 10374510)","Solar Radiation, W/m² (LGR S/N: 10384933, SEN S/N: 10375647)","Batt, V (LGR S/N: 10384933)"
1,2014-03-08 10:00:00,2.94,23.785,28.900,4.7,-0.2039,0.0000,15.008,15.915,0.2109,74.4,4.339
2,2014-03-08 10:05:00,3.53,24.002,29.000,4.9,-0.1988,0.0000,15.103,16.010,0.2104,75.6,4.400
3,2014-03-08 10:10:00,2.94,24.291,29.400,5.3,-0.1988,0.0000,15.175,16.129,0.2109,76.9,4.393
4,2014-03-08 10:15:00,2.94,24.581,27.900,4.8,-0.1988,0.0000,15.247,16.249,0.2109,80.6,4.363
5,2014-03-08 10:20:00,2.94,24.798,26.600,4.3,-0.1988,0.0000,15.342,16.344,0.2104,88.1,4.351
6,2014-03-08 10:25:00,3.53,24.581,25.200,3.4,-0.1988,0.0000,15.414,16.439,0.2104,256.9,4.345
7,2014-03-08 10:30:00,4.12,24.774,26.800,4.4,-0.1988,0.0000,15.485,16.558,0.2104,106.9,4.369
8,2014-03-08 10:35:00,3.53,25.331,26.600,4.8,-0.1988,0.0000,15.557,16.677,0.2100,571.9,4.363
9,2014-03-08 10:40:00,2.94,24.992,27.300,4.9,-0.1988,0.0000,15.652,16.773,0.2104,513.1,4.351
10,2014-03-08 10:45:00,2.94,25.817,26.300,5.0,-0.1988,0.0000,15.724,16.868,0.2100,115.6,4.345
11,2014-03-08 10:50:00,2.94,26.012,25.800,4.9,-0.1988,0.0000,15.796,16.963,0.2100,129.4,4.345
12,2014-03-08 10:55:00,2.94,25.987,26.500,5.3,-0.1988,0.0000,15.867,17.034,0.2100,534.4,4.351
13,2014-03-08 11:00:00,3.53,25.574,26.300,4.8,-0.1988,0.0000,15.915,17.130,0.2100,693.1,4.363
14,2014-03-08 11:05:00,2.94,26.256,26.100,5.3,-0.1988,0.0000,15.986,17.201,0.2095,109.4,4.369
15,2014-03-08 11:10:00,4.12,26.965,25.400,5.5,-0.1988,0.0000,16.058,17.296,0.2095,208.1,4.357
16,2014-03-08 11:15:00,4.12,26.793,24.800,5.0,-0.1988,0.0000,16.129,17.391,0.2095,401.9,4.345
17,2014-03-08 11:20:00,4.12,27.063,22.500,3.9,-0.1988,0.0000,16.201,17.486,0.2092,205.6,4.339
18,2014-03-08 11:25:00,3.53,27.186,23.100,4.3,-0.1988,0.0000,16.296,17.629,0.2092,844.4,4.345
19,2014-03-08 11:30:00,3.53,27.087,22.400,3.8,-0.1988,0.0000,16.392,17.915,0.2092,113.1,4.351
20,2014-03-08 11:35:00,2.94,26.989,20.800,2.7,-0.1988,0.0000,16.511,18.390,0.2083,96.9,4.351
21,2014-03-08 11:40:00,2.94,27.358,21.500,3.5,-0.1988,0.0000,16.677,18.604,0.2083,88.1,4.351
22,2014-03-08 11:45:00,2.94,27.727,21.300,3.6,-0.1988,0.0000,16.844,19.008,0.2083,88.1,4.351
23,2014-03-08 11:50:00,2.94,27.530,20.800,3.1,-0.1988,0.0000,16.987,19.651,0.2078,88.1,4.351
24,2014-03-08 11:55:00,2.94,27.505,21.400,3.5,-0.1988,0.0000,17.225,20.579,0.2078,86.9,4.351
25,2014-03-08 12:00:00,2.94,27.924,20.600,3.3,-0.1988,0.0000,17.534,21.437,0.2078,88.1,4.357
26,2014-03-08 12:05:00,2.94,28.048,20.500,3.4,-0.1988,0.0000,17.867,21.891,0.2073,88.1,4.357
27,2014-03-08 12:10:00,3.53,27.628,20.100,2.7,-0.1988,0.0000,18.176,22.393,0.2073,86.9,4.357
28,2014-03-08 12:15:00,2.94,28.147,19.800,2.9,-0.1988,0.0000,18.438,22.154,0.2070,333.1,4.357
29,2014-03-08 12:20:00,2.94,28.196,19.200,2.6,-0.1988,0.0000,18.604,21.676,0.2070,121.9,4.357
30,2014-03-08 12:25:00,2.94,28.245,19.200,2.6,-0.1988,0.0000,18.628,21.199,0.2070,290.6,4.351
31,2014-03-08 12:30:00,2.94,28.147,21.900,4.4,-0.1988,0.0000,18.604,20.817,0.2070,85.6,4.351
32,2014-03-08 12:35:00,2.94,28.419,20.600,3.7,-0.1988,0.0000,18.557,20.531,0.2070,85.6,4.351
33,2014-03-08 12:40:00,2.94,27.702,20.700,3.2,-0.1988,0.0000,18.509,20.365,0.2070,95.6,4.357
34,2014-03-08 12:45:00,2.94,28.122,21.300,4.0,-0.1988,0.0000,18.461,20.246,0.2064,194.4,4.357
35,2014-03-08 12:50:00,2.94,28.023,21.800,4.2,-0.1988,0.0000,18.438,20.531,0.2064,106.9,4.357
36,2014-03-08 12:55:00,2.94,27.801,21.900,4.1,-0.1988,0.0000,18.461,20.555,0.2064,85.6,4.351
37,2014-03-08 13:00:00,2.94,28.147,20.400,3.4,-0.1988,0.0000,18.509,20.603,0.2064,81.9,4.357
38,2014-03-08 13:05:00,2.94,28.023,20.300,3.2,-0.1988,0.0000,18.557,20.865,0.2064,81.9,4.351
39,2014-03-08 13:10:00,2.94,27.801,19.000,2.1,-0.1988,0.0000,18.628,20.889,0.2061,80.6,4.351
40,2014-03-08 13:15:00,2.94,27.875,20.400,3.1,-0.1988,0.0000,18.675,20.722,0.2061,79.4,4.351
41,2014-03-08 13:20:00,2.94,28.122,19.900,3.0,-0.1988,0.0000,18.699,20.531,0.2061,79.4,4.351
42,2014-03-08 13:25:00,2.94,27.677,19.800,2.6,-0.1988,0.0000,18.675,20.293,0.2056,78.1,4.357
43,2014-03-08 13:30:00,2.94,27.456,19.700,2.3,-0.1988,0.0000,18.652,20.055,0.2056,78.1,4.357
44,2014-03-08 13:35:00,2.94,27.677,20.700,3.2,-0.1988,0.0000,18.580,19.865,0.2061,90.6,4.351
45,2014-03-08 13:40:00,2.94,27.825,20.300,3.0,-0.1988,0.0000,18.533,19.722,0.2056,83.1,4.363
46,2014-03-08 13:45:00,2.94,27.407,19.900,2.4,-0.1988,0.0000,18.461,19.603,0.2056,90.6,4.351
47,2014-03-08 13:50:00,2.94,27.677,20.300,2.9,-0.1988,0.0000,18.414,19.508,0.2061,84.4,4.351
48,2014-03-08 13:55:00,2.94,27.727,20.200,2.9,-0.1988,0.0000,18.390,19.484,0.2056,108.1,4.357
49,2014-03-08 14:00:00,2.94,27.554,19.600,2.3,-0.1988,0.0000,18.343,19.484,0.2056,75.6,4.357
50,2014-03-08 14:05:00,2.94,27.727,21.100,3.5,-0.1988,0.0000,18.343,19.579,0.2056,70.6,4.351
51,2014-03-08 14:10:00,2.94,27.801,20.500,3.2,-0.1988,0.0000,18.343,19.579,0.2052,96.9,4.351
52,2014-03-08 14:15:00,2.94,27.998,19.800,2.8,-0.1988,0.0000,18.366,19.532,0.2052,70.6,4.351
53,2014-03-08 14:20:00,2.94,27.727,19.800,2.6,-0.1988,0.0000,18.343,19.460,0.2052,140.6,4.357
54,2014-03-08 14:25:00,2.94,27.776,20.900,3.4,-0.1988,0.0000,18.343,19.389,0.2052,170.6,4.363
55,2014-03-08 14:30:00,2.94,27.628,20.700,3.1,-0.1988,0.0000,18.319,19.365,0.2052,65.6,4.351
56,2014-03-08 14:35:00,2.94,27.481,20.600,3.0,-0.1988,0.0000,18.295,19.318,0.2052,83.1,4.357
57,2014-03-08 14:40:00,2.94,27.333,19.800,2.3,-0.1988,0.0000,18.295,19.270,0.2047,81.9,4.357
58,2014-03-08 14:45:00,2.94,27.530,20.300,2.8,-0.1988,0.0000,18.271,19.222,0.2052,199.4,4.381
59,2014-03-08 14:50:00,2.94,27.186,20.600,2.7,-0.1988,0.0000,18.247,19.199,0.2052,83.1,4.351
60,2014-03-08 14:55:00,2.94,27.038,20.900,2.8,-0.1988,0.0000,18.247,19.175,0.2047,80.6,4.345
61,2014-03-08 15:00:00,2.94,27.235,20.400,2.6,-0.1988,0.0000,18.224,19.199,0.2047,103.1,4.345
62,2014-03-08 15:05:00,2.94,27.014,21.000,2.8,-0.1988,0.0000,18.224,19.175,0.2047,83.1,4.363
63,2014-03-08 15:10:00,2.94,26.916,20.900,2.7,-0.1988,0.0000,18.224,19.151,0.2047,53.1,4.363
64,2014-03-08 15:15:00,2.35,26.573,21.300,2.7,-0.1988,0.0000,18.224,19.127,0.2047,61.9,4.357
65,2014-03-08 15:20:00,2.94,26.475,22.100,3.1,-0.1988,0.0000,18.200,19.080,0.2043,69.4,4.345
66,2014-03-08 15:25:00,2.94,26.451,21.800,2.9,-0.1988,0.0000,18.200,19.056,0.2043,68.1,4.345
67,2014-03-08 15:30:00,2.35,26.182,22.100,2.9,-0.1988,0.0000,18.176,19.008,0.2043,59.4,4.357
68,2014-03-08 15:35:00,2.35,25.914,21.900,2.5,-0.1988,0.0000,18.176,18.937,0.2043,78.1,4.357
69,2014-03-08 15:40:00,2.35,26.329,23.200,3.7,-0.1988,0.0000,18.152,18.913,0.2043,91.9,4.363
70,2014-03-08 15:45:00,2.35,26.329,22.100,3.0,-0.1988,0.0000,18.129,18.913,0.2043,49.4,4.351
71,2014-03-08 15:50:00,2.35,26.304,22.300,3.1,-0.1988,0.0000,18.129,18.913,0.2038,58.1,4.345
72,2014-03-08 15:55:00,2.35,26.451,21.700,2.8,-0.1988,0.0000,18.129,18.913,0.2043,63.1,4.351
73,2014-03-08 16:00:00,2.35,26.231,22.000,2.8,-0.1988,0.0000,18.129,18.913,0.2038,60.6,4.357
74,2014-03-08 16:05:00,2.35,26.012,22.200,2.8,-0.1988,0.0000,18.129,18.913,0.2038,165.6,4.363
75,2014-03-08 16:10:00,2.94,26.598,22.300,3.3,-0.1988,0.0000,18.129,18.961,0.2038,125.6,4.363
76,2014-03-08 16:15:00,2.94,26.671,22.500,3.5,-0.1988,0.0000,18.129,19.032,0.2038,149.4,4.351
77,2014-03-08 16:20:00,2.94,26.353,21.500,2.6,-0.1988,0.0000,18.152,19.151,0.2035,214.4,4.345
78,2014-03-08 16:25:00,2.94,26.524,22.600,3.5,-0.1988,0.0000,18.200,19.270,0.2035,120.6,4.363
79,2014-03-08 16:30:00,2.94,26.695,21.600,3.0,-0.1988,0.0000,18.247,19.413,0.2029,166.9,4.369
80,2014-03-08 16:35:00,2.94,26.573,22.000,3.1,-0.1988,0.0000,18.319,19.484,0.2029,215.6,4.351
81,2014-03-08 16:40:00,2.94,26.744,21.900,3.2,-0.1988,0.0000,18.343,19.532,0.2029,188.1,4.345
82,2014-03-08 16:45:00,2.94,26.280,21.900,2.8,-0.1988,0.0000,18.390,19.555,0.2026,156.9,4.345
83,2014-03-08 16:50:00,2.94,25.501,22.700,2.7,-0.1988,0.0000,18.414,19.484,0.2029,36.9,4.357
84,2014-03-08 16:55:00,2.35,24.557,23.800,2.6,-0.1988,0.0000,18.414,19.365,0.2029,20.6,4.351
85,2014-03-08 17:00:00,2.35,24.050,24.100,2.3,-0.1988,0.0000,18.390,19.222,0.2026,16.9,4.345
86,2014-03-08 17:05:00,2.35,23.761,24.800,2.5,-0.1988,0.0000,18.366,19.056,0.2029,18.1,4.339
87,2014-03-08 17:10:00,2.35,23.545,24.600,2.2,-0.1988,0.0000,18.319,18.913,0.2029,14.4,4.339
88,2014-03-08 17:15:00,2.35,23.328,25.600,2.5,-0.1988,0.0000,18.271,18.794,0.2026,14.4,4.339
89,2014-03-08 17:20:00,1.76,23.088,25.900,2.5,-0.1988,0.0000,18.200,18.723,0.2026,11.9,4.339
90,2014-03-08 17:25:00,1.76,22.776,26.000,2.3,-0.1988,0.0000,18.152,18.628,0.2029,11.9,4.339
91,2014-03-08 17:30:00,1.76,22.513,27.300,2.8,-0.1988,0.0000,18.129,18.557,0.2026,13.1,4.339
92,2014-03-08 17:35:00,1.76,22.441,27.100,2.6,-0.1988,0.0000,18.081,18.485,0.2026,9.4,4.339
93,2014-03-08 17:40:00,1.76,22.321,27.800,2.8,-0.1988,0.0000,18.033,18.414,0.2029,4.4,4.339
94,2014-03-08 17:45:00,1.76,21.963,27.700,2.5,-0.1988,0.0000,17.986,18.343,0.2026,1.9,4.339
95,2014-03-08 17:50:00,1.76,21.700,28.500,2.7,-0.1988,0.0000,17.938,18.247,0.2026,0.6,4.339
96,2014-03-08 17:55:00,1.76,21.437,29.200,2.8,-0.1988,0.0000,17.915,18.152,0.2026,0.6,4.339
97,2014-03-08 18:00:00,1.76,21.270,28.700,2.4,-0.1988,0.0000,17.867,18.081,0.2029,0.6,4.339
98,2014-03-08 18:05:00,1.76,21.151,30.300,3.1,-0.1988,0.0000,17.819,18.010,0.2026,0.6,4.339
99,2014-03-08 18:10:00,1.76,20.984,31.000,3.2,-0.1988,0.0000,17.772,17.915,0.2026,0.6,4.339
100,2014-03-08 18:15:00,1.76,20.889,30.700,3.0,-0.1988,0.0000,17.724,17.867,0.2026,0.6,4.339
101,2014-03-08 18:20:00,1.76,20.674,32.000,3.4,-0.1988,0.0000,17.677,17.796,0.2029,0.6,4.339
102,2014-03-08 18:25:00,1.76,20.507,32.500,3.5,-0.1988,0.0000,17.629,17.748,0.2026,0.6,4.339
103,2014-03-08 18:30:00,1.76,20.269,35.400,4.5,-0.1988,0.0000,17.605,17.677,0.2026,0.6,4.333
104,2014-03-08 18:35:00,1.76,20.007,33.300,3.4,-0.1988,0.0000,17.558,17.629,0.2026,0.6,4.333
105,2014-03-08 18:40:00,1.76,19.793,33.800,3.4,-0.1988,0.0000,17.534,17.558,0.2029,0.6,4.333
106,2014-03-08 18:45:00,1.76,19.627,34.100,3.4,-0.1988,0.0000,17.486,17.486,0.2026,0.6,4.333
107,2014-03-08 18:50:00,1.76,19.460,35.100,3.7,-0.1988,0.0000,17.439,17.415,0.2026,0.6,4.333
108,2014-03-08 18:55:00,1.76,19.318,36.100,3.9,-0.1988,0.0000,17.391,17.368,0.2026,0.6,4.333
109,2014-03-08 19:00:00,1.76,19.127,36.600,4.0,-0.2039,0.0000,17.368,17.320,0.2026,0.6,4.333
110,2014-03-08 19:05:00,1.76,18.913,37.800,4.2,-0.1988,0.0000,17.320,17.249,0.2029,0.6,4.333
111,2014-03-08 19:10:00,1.76,18.699,39.500,4.7,-0.1988,0.0000,17.296,17.201,0.2026,0.6,4.333
