"#","Date Time, GMT-07:00","Solar Radiation, W/m² (LGR S/N: 10374972, SEN S/N: 10200134)","Wetness, % (LGR S/N: 10374972, SEN S/N: 10205908)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10222766, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10222772, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374972, SEN S/N: 10222875)","Voltage, V (LGR S/N: 10374972, SEN S/N: 10348617)","Current, mA (LGR S/N: 10374972, SEN S/N: 10348617)","Temp, °C (LGR S/N: 10374972, SEN S/N: 10359302)","RH, % (LGR S/N: 10374972, SEN S/N: 10359302)","DewPt, °C (LGR S/N: 10374972, SEN S/N: 10359302)","Batt, V (LGR S/N: 10374972)"
1,2014-11-13 15:30:00,209.4,0.00,23.088,22.321,0.1677,-0.2039,0.0000,19.603,65.500,13.0,4.363
2,2014-11-13 15:35:00,191.9,0.00,22.920,22.274,0.1677,-0.2039,0.0000,19.365,66.100,12.9,4.351
3,2014-11-13 15:40:00,199.4,0.00,22.729,22.226,0.1677,-0.2039,0.0000,19.413,66.900,13.1,4.363
4,2014-11-13 15:45:00,224.4,0.00,22.633,22.178,0.1677,-0.2039,0.0000,19.627,66.500,13.2,4.363
5,2014-11-13 15:50:00,215.6,0.00,22.513,22.106,0.1671,-0.2039,0.0000,19.651,67.100,13.4,4.351
6,2014-11-13 15:55:00,156.9,0.00,22.369,22.058,0.1671,-0.2039,0.0000,19.508,67.500,13.4,4.345
7,2014-11-13 16:00:00,138.1,0.00,22.178,21.987,0.1677,-0.2039,0.0000,18.937,69.000,13.1,4.339
8,2014-11-13 16:05:00,141.9,0.00,22.034,21.915,0.1671,-0.2039,0.0000,18.842,70.300,13.3,4.351
9,2014-11-13 16:10:00,150.6,0.00,21.915,21.843,0.1667,-0.2039,0.0000,18.937,70.000,13.4,4.363
10,2014-11-13 16:15:00,114.4,0.00,21.795,21.772,0.1671,-0.2039,0.0000,18.557,71.100,13.2,4.351
11,2014-11-13 16:20:00,111.9,0.00,21.652,21.700,0.1667,-0.2039,0.0000,18.366,72.100,13.3,4.345
12,2014-11-13 16:25:00,110.6,0.00,21.509,21.628,0.1667,-0.2039,0.0000,18.414,73.100,13.5,4.339
13,2014-11-13 16:30:00,115.6,0.00,21.461,21.557,0.1667,-0.2039,0.0000,18.390,73.500,13.6,4.351
14,2014-11-13 16:35:00,123.1,0.00,21.413,21.485,0.1667,-0.2039,0.0000,18.176,74.500,13.6,4.363
15,2014-11-13 16:40:00,103.1,0.00,21.342,21.437,0.1667,-0.2039,0.0000,18.152,74.500,13.6,4.351
