"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2014-01-30 16:35:00,-0.2039,0.0000,14.649,81.400,11.5,15.796,15.676,0.1667,100.00,21.9,4.315
2,2014-01-30 16:40:00,-0.2039,0.0000,14.649,81.800,11.6,15.748,15.629,0.1671,100.00,19.4,4.321
3,2014-01-30 16:45:00,-0.2039,0.0000,14.673,81.400,11.5,15.700,15.581,0.1671,100.00,13.1,4.321
4,2014-01-30 16:50:00,-0.2039,0.0000,14.721,81.500,11.6,15.652,15.533,0.1671,83.53,11.9,4.321
5,2014-01-30 16:55:00,-0.2039,0.0000,14.745,81.200,11.6,15.605,15.485,0.1671,71.18,9.4,4.321
6,2014-01-30 17:00:00,-0.2039,0.0000,14.721,81.700,11.6,15.581,15.438,0.1667,84.71,8.1,4.321
7,2014-01-30 17:05:00,-0.2039,0.0000,14.577,82.300,11.6,15.533,15.390,0.1667,88.82,6.9,4.321
8,2014-01-30 17:10:00,-0.2039,0.0000,14.553,82.200,11.6,15.485,15.342,0.1671,98.82,9.4,4.345
9,2014-01-30 17:15:00,-0.2039,0.0000,14.529,82.700,11.6,15.438,15.294,0.1671,100.00,6.9,4.321
10,2014-01-30 17:20:00,-0.2039,0.0000,14.457,83.300,11.7,15.414,15.270,0.1667,100.00,3.1,4.321
11,2014-01-30 17:25:00,-0.2039,0.0000,14.433,83.300,11.7,15.366,15.223,0.1671,97.65,3.1,4.321
12,2014-01-30 17:30:00,-0.2039,0.0000,14.409,83.200,11.6,15.342,15.175,0.1671,100.00,3.1,4.321
13,2014-01-30 17:35:00,-0.2039,0.0000,14.361,83.700,11.7,15.294,15.151,0.1667,100.00,1.9,4.321
14,2014-01-30 17:40:00,-0.2039,0.0000,14.314,84.000,11.7,15.247,15.103,0.1667,100.00,3.1,4.321
15,2014-01-30 17:45:00,-0.2039,0.0000,14.242,84.900,11.8,15.223,15.055,0.1667,100.00,1.9,4.321
16,2014-01-30 17:50:00,-0.2039,0.0000,14.146,85.200,11.7,15.175,15.008,0.1667,100.00,0.6,4.321
17,2014-01-30 17:55:00,-0.2039,0.0000,14.122,85.600,11.8,15.127,14.960,0.1667,100.00,1.9,4.321
18,2014-01-30 18:00:00,-0.2039,0.0000,14.074,86.100,11.8,15.103,14.912,0.1667,100.00,1.9,4.321
19,2014-01-30 18:05:00,-0.2039,0.0000,14.026,86.900,11.9,15.055,14.888,0.1671,100.00,0.6,4.321
20,2014-01-30 18:10:00,-0.2039,0.0000,14.026,87.400,12.0,15.031,14.864,0.1671,100.00,0.6,4.321
21,2014-01-30 18:15:00,-0.2039,0.0000,14.002,87.500,12.0,14.984,14.792,0.1671,100.00,0.6,4.321
22,2014-01-30 18:20:00,-0.2039,0.0000,13.930,87.700,11.9,14.960,14.745,0.1671,100.00,0.6,4.321
23,2014-01-30 18:25:00,-0.2039,0.0000,13.906,88.000,12.0,14.912,14.721,0.1671,100.00,0.6,4.321
24,2014-01-30 18:30:00,-0.2039,0.0000,13.882,88.300,12.0,14.888,14.697,0.1671,100.00,0.6,4.321
25,2014-01-30 18:35:00,-0.2039,0.0000,13.930,88.500,12.1,14.840,14.673,0.1671,100.00,0.6,4.321
26,2014-01-30 18:40:00,-0.2039,0.0000,13.954,88.400,12.1,14.840,14.649,0.1671,100.00,0.6,4.339
