"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2012-12-28 08:50:00,-0.2039,0.0000,0.00,18.1,8.170,58.200,0.5,8.220,8.941,0.2542,4.303
2,2012-12-28 08:55:00,-0.2039,0.0000,0.00,18.1,8.444,57.400,0.5,8.245,8.916,0.2542,4.303
3,2012-12-28 09:00:00,-0.2039,0.0000,0.00,19.4,8.369,57.200,0.4,8.270,8.916,0.2542,4.309
4,2012-12-28 09:05:00,-0.2039,0.0000,0.00,18.1,8.120,58.500,0.5,8.270,8.916,0.2538,4.309
5,2012-12-28 09:10:00,-0.2039,0.0000,0.00,19.4,8.195,58.700,0.6,8.295,8.941,0.2538,4.309
6,2012-12-28 09:15:00,-0.2039,0.0000,0.00,19.4,8.319,59.500,0.9,8.295,8.916,0.2538,4.309
7,2012-12-28 09:20:00,-0.2039,0.0000,0.00,20.6,8.270,59.300,0.8,8.319,8.941,0.2538,4.309
8,2012-12-28 09:25:00,-0.2039,0.0000,0.00,19.4,8.270,59.700,0.9,8.319,8.941,0.2538,4.309
9,2012-12-28 09:30:00,-0.2039,0.0000,0.00,20.6,8.469,58.800,0.9,8.319,8.941,0.2538,4.309
10,2012-12-28 09:35:00,-0.2039,0.0000,0.00,20.6,8.817,58.000,1.0,8.319,8.941,0.2538,4.309
11,2012-12-28 09:40:00,-0.2039,0.0000,0.00,20.6,8.990,55.800,0.6,8.319,8.941,0.2538,4.309
12,2012-12-28 09:45:00,-0.2039,0.0000,0.00,20.6,9.361,52.800,0.2,8.319,8.965,0.2538,4.309
13,2012-12-28 09:50:00,-0.2039,0.0000,0.00,20.6,9.534,52.300,0.3,8.344,8.965,0.2534,4.309
14,2012-12-28 09:55:00,-0.2039,0.0000,0.00,20.6,9.731,52.000,0.4,8.344,8.965,0.2534,4.309
15,2012-12-28 10:00:00,-0.2039,0.0000,0.00,21.9,9.756,51.900,0.4,8.369,8.965,0.2534,4.309
16,2012-12-28 10:05:00,-0.2039,0.0000,0.00,20.6,10.051,52.700,0.8,8.369,8.965,0.2534,4.309
17,2012-12-28 10:10:00,-0.2039,0.0000,0.00,21.9,10.149,51.600,0.6,8.369,8.990,0.2534,4.315
18,2012-12-28 10:15:00,-0.2039,0.0000,0.00,21.9,10.173,51.300,0.6,8.394,8.990,0.2534,4.309
19,2012-12-28 10:20:00,-0.2039,0.0000,0.00,21.9,10.541,50.800,0.8,8.419,8.990,0.2534,4.315
20,2012-12-28 10:25:00,-0.2039,0.0000,0.00,23.1,10.638,50.100,0.7,8.419,8.990,0.2534,4.315
21,2012-12-28 10:30:00,-0.2039,0.0000,0.00,23.1,10.761,48.700,0.4,8.419,9.015,0.2534,4.315
22,2012-12-28 10:35:00,-0.2039,0.0000,0.00,23.1,10.785,48.100,0.3,8.444,9.015,0.2534,4.315
23,2012-12-28 10:40:00,-0.2039,0.0000,0.00,23.1,10.712,48.700,0.4,8.469,9.015,0.2534,4.315
24,2012-12-28 10:45:00,-0.2039,0.0000,0.00,23.1,10.785,48.600,0.4,8.469,9.015,0.2534,4.315
25,2012-12-28 10:50:00,-0.2039,0.0000,0.00,24.4,11.248,47.400,0.5,8.494,9.040,0.2534,4.315
26,2012-12-28 10:55:00,-0.2039,0.0000,0.00,24.4,11.662,44.600,0.0,8.519,9.040,0.2532,4.315
27,2012-12-28 11:00:00,-0.2039,0.0000,0.00,24.4,11.565,45.000,0.1,8.519,9.064,0.2534,4.315
28,2012-12-28 11:05:00,-0.2039,0.0000,0.00,25.6,11.613,45.400,0.2,8.543,9.064,0.2534,4.315
