"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2014-03-28 17:30:00,-0.1988,0.0000,0.00,63.1,17.391,65.500,10.9,19.175,19.103,0.1164,4.357
2,2014-03-28 17:35:00,-0.1988,0.0000,0.00,60.6,16.963,66.900,10.8,19.151,19.080,0.1169,4.351
3,2014-03-28 17:40:00,-0.1988,0.0000,0.00,73.1,16.892,67.100,10.8,19.127,19.056,0.1169,4.369
4,2014-03-28 17:45:00,-0.1988,0.0000,0.00,71.9,16.987,68.200,11.1,19.080,19.032,0.1169,4.381
5,2014-03-28 17:50:00,-0.2039,0.0000,0.00,60.6,16.892,68.900,11.2,19.032,19.008,0.1169,4.393
6,2014-03-28 17:55:00,-0.1988,0.0000,0.00,60.6,16.796,70.000,11.3,19.008,18.985,0.1169,4.400
7,2014-03-28 18:00:00,-0.1988,0.0000,0.00,56.9,16.606,71.200,11.4,18.985,18.937,0.1169,4.393
8,2014-03-28 18:05:00,-0.1988,0.0000,0.00,51.9,16.368,72.300,11.4,18.937,18.913,0.1169,4.381
9,2014-03-28 18:10:00,-0.2039,0.0000,0.00,49.4,16.249,72.800,11.4,18.913,18.889,0.1169,4.375
10,2014-03-28 18:15:00,-0.1988,0.0000,0.00,43.1,16.106,73.800,11.4,18.866,18.866,0.1164,4.375
11,2014-03-28 18:20:00,-0.1988,0.0000,0.00,30.6,16.034,74.500,11.5,18.842,18.842,0.1169,4.375
12,2014-03-28 18:25:00,-0.1988,0.0000,0.00,24.4,15.939,74.500,11.4,18.794,18.794,0.1169,4.369
13,2014-03-28 18:30:00,-0.1988,0.0000,0.00,21.9,15.676,75.400,11.4,18.747,18.771,0.1164,4.369
14,2014-03-28 18:35:00,-0.2039,0.0000,0.00,19.4,15.581,76.100,11.4,18.723,18.747,0.1164,4.363
15,2014-03-28 18:40:00,-0.1988,0.0000,0.00,16.9,15.509,76.500,11.4,18.675,18.699,0.1164,4.363
16,2014-03-28 18:45:00,-0.2039,0.0000,0.00,15.6,15.414,77.500,11.5,18.628,18.675,0.1164,4.363
17,2014-03-28 18:50:00,-0.1988,0.0000,0.00,16.9,15.414,77.900,11.6,18.604,18.628,0.1164,4.357
18,2014-03-28 18:55:00,-0.2039,0.0000,0.00,11.9,15.294,78.300,11.6,18.557,18.604,0.1164,4.357
19,2014-03-28 19:00:00,-0.1988,0.0000,0.00,8.1,15.223,78.700,11.6,18.509,18.557,0.1164,4.357
20,2014-03-28 19:05:00,-0.1988,0.0000,0.00,4.4,15.079,79.200,11.5,18.485,18.533,0.1164,4.351
21,2014-03-28 19:10:00,-0.2039,0.0000,0.59,1.9,14.960,79.400,11.4,18.438,18.509,0.1164,4.351
22,2014-03-28 19:15:00,-0.2039,0.0000,0.59,0.6,14.840,80.200,11.5,18.414,18.461,0.1164,4.351
23,2014-03-28 19:20:00,-0.2039,0.0000,0.59,0.6,14.840,80.700,11.6,18.366,18.438,0.1164,4.351
24,2014-03-28 19:25:00,-0.2039,0.0000,1.18,0.6,14.768,81.000,11.6,18.319,18.390,0.1164,4.351
25,2014-03-28 19:30:00,-0.1988,0.0000,1.18,0.6,14.649,81.400,11.5,18.271,18.366,0.1164,4.345
26,2014-03-28 19:35:00,-0.1988,0.0000,1.18,0.6,14.601,81.500,11.5,18.247,18.319,0.1164,4.345
27,2014-03-28 19:40:00,-0.2039,0.0000,1.76,0.6,14.457,81.700,11.4,18.224,18.295,0.1164,4.345
28,2014-03-28 19:45:00,-0.1988,0.0000,1.18,0.6,14.481,82.000,11.5,18.176,18.271,0.1159,4.345
29,2014-03-28 19:50:00,-0.2039,0.0000,1.76,0.6,14.337,82.100,11.3,18.129,18.224,0.1164,4.345
30,2014-03-28 19:55:00,-0.2039,0.0000,2.35,0.6,14.266,82.600,11.4,18.081,18.176,0.1159,4.345
31,2014-03-28 20:00:00,-0.2039,0.0000,4.71,0.6,14.122,82.600,11.2,18.057,18.176,0.1159,4.339
32,2014-03-28 20:05:00,-0.2039,0.0000,7.06,0.6,14.026,83.100,11.2,18.033,18.129,0.1164,4.339
33,2014-03-28 20:10:00,-0.2039,0.0000,4.12,0.6,14.098,83.500,11.4,17.986,18.081,0.1159,4.339
34,2014-03-28 20:15:00,-0.2039,0.0000,4.71,0.6,14.074,83.300,11.3,17.962,18.057,0.1159,4.339
35,2014-03-28 20:20:00,-0.2039,0.0000,5.29,0.6,14.074,83.900,11.4,17.915,18.033,0.1159,4.339
36,2014-03-28 20:25:00,-0.2039,0.0000,4.71,0.6,14.050,83.900,11.4,17.891,18.010,0.1164,4.339
37,2014-03-28 20:30:00,-0.2039,0.0000,6.47,0.6,13.978,84.300,11.4,17.843,17.962,0.1159,4.339
38,2014-03-28 20:35:00,-0.2039,0.0000,30.00,0.6,13.858,84.700,11.3,17.819,17.938,0.1159,4.339
39,2014-03-28 20:40:00,-0.2039,0.0000,34.12,0.6,13.882,85.300,11.5,17.796,17.891,0.1164,4.339
40,2014-03-28 20:45:00,-0.2039,0.0000,52.35,0.6,13.786,85.500,11.4,17.748,17.867,0.1164,4.339
41,2014-03-28 20:50:00,-0.2039,0.0000,78.82,0.6,13.690,85.700,11.4,17.724,17.843,0.1159,4.339
42,2014-03-28 20:55:00,-0.2039,0.0000,99.41,0.6,13.570,86.000,11.3,17.677,17.819,0.1164,4.345
43,2014-03-28 21:00:00,-0.2039,0.0000,99.41,0.6,13.522,86.500,11.3,17.653,17.796,0.1164,4.339
44,2014-03-28 21:05:00,-0.2039,0.0000,100.00,0.6,13.401,86.500,11.2,17.629,17.772,0.1164,4.339
45,2014-03-28 21:10:00,-0.2039,0.0000,100.00,0.6,13.329,87.100,11.2,17.605,17.724,0.1164,4.339
46,2014-03-28 21:15:00,-0.2039,0.0000,100.00,0.6,13.233,87.600,11.2,17.558,17.701,0.1164,4.339
47,2014-03-28 21:20:00,-0.2039,0.0000,100.00,0.6,13.112,87.900,11.2,17.534,17.677,0.1164,4.339
48,2014-03-28 21:25:00,-0.2039,0.0000,100.00,0.6,13.088,88.300,11.2,17.510,17.653,0.1164,4.333
49,2014-03-28 21:30:00,-0.2039,0.0000,100.00,0.6,13.064,88.700,11.3,17.486,17.629,0.1164,4.333
50,2014-03-28 21:35:00,-0.2039,0.0000,100.00,0.6,13.040,88.900,11.3,17.463,17.605,0.1164,4.333
51,2014-03-28 21:40:00,-0.2039,0.0000,100.00,0.6,13.064,89.100,11.3,17.415,17.558,0.1164,4.333
52,2014-03-28 21:45:00,-0.2039,0.0000,100.00,0.6,13.112,89.300,11.4,17.391,17.534,0.1164,4.333
53,2014-03-28 21:50:00,-0.2039,0.0000,100.00,0.6,13.088,89.500,11.4,17.368,17.510,0.1169,4.333
54,2014-03-28 21:55:00,-0.2039,0.0000,100.00,0.6,13.161,89.500,11.5,17.320,17.486,0.1164,4.351
55,2014-03-28 22:00:00,-0.2039,0.0000,100.00,0.6,13.233,89.400,11.5,17.320,17.463,0.1164,4.333
56,2014-03-28 22:05:00,-0.2039,0.0000,100.00,0.6,13.233,89.600,11.6,17.272,17.415,0.1164,4.333
57,2014-03-28 22:10:00,-0.2039,0.0000,100.00,0.6,13.161,89.200,11.4,17.249,17.415,0.1169,4.333
58,2014-03-28 22:15:00,-0.2039,0.0000,100.00,0.6,13.137,89.600,11.5,17.225,17.368,0.1169,4.333
59,2014-03-28 22:20:00,-0.2039,0.0000,100.00,0.6,13.161,89.500,11.5,17.201,17.344,0.1169,4.333
60,2014-03-28 22:25:00,-0.2039,0.0000,100.00,0.6,13.016,89.700,11.4,17.177,17.320,0.1169,4.333
61,2014-03-28 22:30:00,-0.2039,0.0000,100.00,0.6,13.016,90.000,11.4,17.130,17.296,0.1169,4.333
62,2014-03-28 22:35:00,-0.2039,0.0000,100.00,0.6,13.016,90.100,11.4,17.106,17.272,0.1169,4.333
63,2014-03-28 22:40:00,-0.2039,0.0000,100.00,0.6,13.088,90.500,11.6,17.082,17.249,0.1169,4.333
64,2014-03-28 22:45:00,-0.2039,0.0000,100.00,0.6,13.040,90.200,11.5,17.058,17.225,0.1169,4.327
65,2014-03-28 22:50:00,-0.2039,0.0000,100.00,0.6,13.016,90.500,11.5,17.034,17.201,0.1174,4.327
66,2014-03-28 22:55:00,-0.2039,0.0000,100.00,0.6,13.040,90.700,11.6,17.011,17.177,0.1174,4.339
67,2014-03-28 23:00:00,-0.2039,0.0000,100.00,0.6,13.064,90.800,11.6,16.987,17.153,0.1169,4.327
68,2014-03-28 23:05:00,-0.2039,0.0000,100.00,0.6,13.016,90.700,11.5,16.963,17.130,0.1174,4.327
69,2014-03-28 23:10:00,-0.2039,0.0000,100.00,0.6,13.064,91.000,11.6,16.939,17.106,0.1174,4.327
70,2014-03-28 23:15:00,-0.2039,0.0000,100.00,0.6,12.944,90.900,11.5,16.915,17.082,0.1174,4.327
71,2014-03-28 23:20:00,-0.2039,0.0000,100.00,0.6,12.992,91.200,11.6,16.892,17.058,0.1174,4.327
72,2014-03-28 23:25:00,-0.2039,0.0000,100.00,0.6,12.847,91.200,11.5,16.844,17.034,0.1174,4.327
73,2014-03-28 23:30:00,-0.2039,0.0000,100.00,0.6,12.823,91.400,11.5,16.844,17.011,0.1174,4.327
74,2014-03-28 23:35:00,-0.2039,0.0000,100.00,0.6,12.727,91.500,11.4,16.820,16.987,0.1174,4.327
75,2014-03-28 23:40:00,-0.2039,0.0000,100.00,0.6,12.823,91.900,11.6,16.796,16.963,0.1174,4.321
76,2014-03-28 23:45:00,-0.2039,0.0000,100.00,0.6,12.775,92.100,11.5,16.773,16.939,0.1179,4.321
77,2014-03-28 23:50:00,-0.2039,0.0000,100.00,0.6,12.847,92.200,11.6,16.749,16.915,0.1179,4.321
78,2014-03-28 23:55:00,-0.2039,0.0000,100.00,0.6,12.823,92.200,11.6,16.725,16.892,0.1179,4.321
79,2014-03-29 00:00:00,-0.2039,0.0000,100.00,0.6,12.799,92.500,11.6,16.701,16.868,0.1179,4.321
80,2014-03-29 00:05:00,-0.2039,0.0000,100.00,0.6,12.920,92.600,11.8,16.677,16.844,0.1179,4.321
81,2014-03-29 00:10:00,-0.2039,0.0000,100.00,0.6,12.847,92.500,11.7,16.654,16.844,0.1179,4.321
82,2014-03-29 00:15:00,-0.2039,0.0000,100.00,0.6,12.920,92.700,11.8,16.630,16.820,0.1179,4.321
83,2014-03-29 00:20:00,-0.2039,0.0000,100.00,0.6,12.847,92.500,11.7,16.606,16.796,0.1179,4.321
84,2014-03-29 00:25:00,-0.2039,0.0000,100.00,0.6,12.847,92.700,11.7,16.582,16.773,0.1179,4.321
85,2014-03-29 00:30:00,-0.2039,0.0000,100.00,0.6,12.871,92.800,11.7,16.558,16.749,0.1179,4.321
86,2014-03-29 00:35:00,-0.2039,0.0000,100.00,0.6,12.847,92.700,11.7,16.558,16.725,0.1179,4.321
87,2014-03-29 00:40:00,-0.2039,0.0000,100.00,0.6,12.654,92.700,11.5,16.534,16.701,0.1184,4.321
88,2014-03-29 00:45:00,-0.2039,0.0000,100.00,0.6,12.751,92.800,11.6,16.511,16.677,0.1184,4.321
89,2014-03-29 00:50:00,-0.2039,0.0000,100.00,0.6,12.678,93.000,11.6,16.487,16.677,0.1184,4.321
90,2014-03-29 00:55:00,-0.2039,0.0000,100.00,0.6,12.703,93.300,11.7,16.463,16.654,0.1184,4.321
91,2014-03-29 01:00:00,-0.2039,0.0000,100.00,0.6,12.558,93.000,11.5,16.439,16.630,0.1184,4.321
92,2014-03-29 01:05:00,-0.2039,0.0000,100.00,0.6,12.389,93.200,11.3,16.415,16.606,0.1184,4.321
93,2014-03-29 01:10:00,-0.2039,0.0000,100.00,0.6,12.243,93.300,11.2,16.415,16.582,0.1184,4.321
