"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2014-08-01 12:50:00,-0.2039,0.0000,1.76,958.1,30.117,53.100,19.5,29.439,28.221,0.0494,4.339
2,2014-08-01 12:55:00,-0.2039,0.0000,1.76,949.4,29.815,56.000,20.1,29.640,28.394,0.0494,4.393
3,2014-08-01 13:00:00,-0.2039,0.0000,1.18,951.9,29.865,54.900,19.8,29.815,28.543,0.0494,4.381
4,2014-08-01 13:05:00,-0.2039,0.0000,1.18,954.4,29.414,56.500,19.9,29.966,28.692,0.0501,4.363
5,2014-08-01 13:10:00,-0.2039,0.0000,1.18,948.1,29.690,55.300,19.8,30.117,28.841,0.0501,4.363
6,2014-08-01 13:15:00,-0.2039,0.0000,1.18,950.6,30.243,54.100,20.0,30.268,28.990,0.0501,4.351
7,2014-08-01 13:20:00,-0.2039,0.0000,1.18,950.6,29.665,55.400,19.8,30.419,29.115,0.0501,4.400
8,2014-08-01 13:25:00,-0.2039,0.0000,1.18,946.9,29.790,55.200,19.9,30.545,29.240,0.0501,4.412
9,2014-08-01 13:30:00,-0.2039,0.0000,1.18,943.1,29.941,53.500,19.5,30.672,29.365,0.0509,4.375
10,2014-08-01 13:35:00,-0.2039,0.0000,1.18,938.1,29.590,54.200,19.4,30.798,29.490,0.0509,4.363
11,2014-08-01 13:40:00,-0.2039,0.0000,1.18,936.9,30.748,53.200,20.1,30.925,29.615,0.0509,4.363
12,2014-08-01 13:45:00,-0.2039,0.0000,1.18,934.4,30.091,53.900,19.8,31.026,29.740,0.0509,4.418
13,2014-08-01 13:50:00,-0.2039,0.0000,1.18,925.6,30.217,54.000,19.9,31.128,29.865,0.0509,4.393
14,2014-08-01 13:55:00,-0.2039,0.0000,1.18,925.6,30.596,52.300,19.7,31.204,29.966,0.0509,4.381
15,2014-08-01 14:00:00,-0.2039,0.0000,1.18,919.4,30.545,52.400,19.7,31.281,30.066,0.0509,4.369
16,2014-08-01 14:05:00,-0.2039,0.0000,1.76,915.6,30.849,51.400,19.7,31.331,30.167,0.0517,4.363
17,2014-08-01 14:10:00,-0.2039,0.0000,1.18,906.9,29.916,54.200,19.7,31.408,30.268,0.0517,4.363
18,2014-08-01 14:15:00,-0.2039,0.0000,1.18,901.9,29.991,53.200,19.4,31.459,30.343,0.0517,4.418
19,2014-08-01 14:20:00,-0.2039,0.0000,1.18,893.1,29.966,54.600,19.8,31.510,30.444,0.0517,4.393
20,2014-08-01 14:25:00,-0.2039,0.0000,1.18,883.1,30.646,52.200,19.7,31.561,30.495,0.0521,4.381
21,2014-08-01 14:30:00,-0.2039,0.0000,1.18,866.9,29.690,54.200,19.5,31.612,30.571,0.0521,4.369
