"#","Date Time, GMT-08:00","Wetness, % (LGR S/N: 10384933, SEN S/N: 10314898)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10359315)","RH, % (LGR S/N: 10384933, SEN S/N: 10359315)","DewPt, °C (LGR S/N: 10384933, SEN S/N: 10359315)","Voltage, V (LGR S/N: 10384933, SEN S/N: 10363599)","Current, mA (LGR S/N: 10384933, SEN S/N: 10363599)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10365577, LBL: 5 cm deep)","Temp, °C (LGR S/N: 10384933, SEN S/N: 10365579, LBL: 1 cm deep)","Water Content, m³/m³ (LGR S/N: 10384933, SEN S/N: 10374510)","Solar Radiation, W/m² (LGR S/N: 10384933, SEN S/N: 10375647)","Batt, V (LGR S/N: 10384933)"
1,2014-07-12 10:45:00,4.71,27.653,50.300,16.4,-0.1988,0.0000,23.905,24.919,-0.0284,60.6,4.212
2,2014-07-12 10:50:00,4.71,28.196,49.100,16.5,-0.1988,0.0000,23.930,24.992,-0.0284,250.6,4.218
3,2014-07-12 10:55:00,4.71,28.419,48.300,16.5,-0.1988,0.0000,24.002,25.065,-0.0297,53.1,4.218
4,2014-07-12 11:00:00,4.71,28.196,49.100,16.5,-0.1988,0.0000,24.050,25.137,-0.0284,50.6,4.218
5,2014-07-12 11:05:00,4.71,28.048,49.500,16.5,-0.1988,0.0000,24.098,25.210,-0.0297,196.9,4.224
6,2014-07-12 11:10:00,4.71,28.841,47.600,16.6,-0.1988,0.0000,24.146,25.283,-0.0284,61.9,4.224
7,2014-07-12 11:15:00,4.71,28.766,47.700,16.6,-0.1988,0.0000,24.195,25.404,-0.0284,50.6,4.224
8,2014-07-12 11:20:00,4.71,28.692,48.700,16.8,-0.1988,0.0000,24.267,25.550,-0.0284,55.6,4.224
9,2014-07-12 11:25:00,4.71,29.190,48.100,17.1,-0.1988,0.0000,24.339,25.647,-0.0284,55.6,4.224
10,2014-07-12 11:30:00,4.71,29.490,47.600,17.2,-0.1988,0.0000,24.388,25.768,-0.0284,88.1,4.224
11,2014-07-12 11:35:00,4.71,29.389,47.200,17.0,-0.1988,0.0000,24.460,25.841,-0.0284,56.9,4.224
12,2014-07-12 11:40:00,4.71,29.515,47.600,17.2,-0.1988,0.0000,24.508,25.914,-0.0284,55.6,4.224
13,2014-07-12 11:45:00,4.71,29.916,46.200,17.1,-0.1988,0.0000,24.557,25.963,-0.0284,420.6,4.224
14,2014-07-12 11:50:00,4.71,30.167,45.600,17.1,-0.1988,0.0000,24.605,26.036,-0.0284,549.4,4.224
15,2014-07-12 11:55:00,4.71,29.715,46.400,17.0,-0.1988,0.0000,24.653,26.134,-0.0278,56.9,4.224
16,2014-07-12 12:00:00,4.71,29.991,46.600,17.3,-0.1988,0.0000,24.726,26.329,-0.0278,64.4,4.224
17,2014-07-12 12:05:00,4.71,29.916,47.300,17.5,-0.1988,0.0000,24.774,26.744,-0.0278,74.4,4.224
18,2014-07-12 12:10:00,4.71,30.016,46.200,17.2,-0.1988,0.0000,24.871,27.112,-0.0284,58.1,4.224
19,2014-07-12 12:15:00,4.71,29.991,46.300,17.2,-0.1988,0.0000,24.968,27.358,-0.0278,55.6,4.224
20,2014-07-12 12:20:00,4.71,30.217,45.700,17.2,-0.1988,0.0000,25.089,27.382,-0.0278,55.6,4.224
21,2014-07-12 12:25:00,4.71,30.394,46.100,17.5,-0.1988,0.0000,25.162,27.358,-0.0278,56.9,4.224
22,2014-07-12 12:30:00,4.71,30.722,45.600,17.7,-0.1988,0.0000,25.234,27.333,-0.0278,56.9,4.249
23,2014-07-12 12:35:00,4.71,30.192,45.900,17.3,-0.1988,0.0000,25.307,27.308,-0.0278,58.1,4.255
24,2014-07-12 12:40:00,4.71,30.243,45.400,17.1,-0.1988,0.0000,25.331,27.284,-0.0278,55.6,4.237
25,2014-07-12 12:45:00,4.71,30.419,45.900,17.5,-0.1988,0.0000,25.380,27.259,-0.0278,59.4,4.224
26,2014-07-12 12:50:00,4.71,30.469,46.000,17.6,-0.1988,0.0000,25.404,27.259,-0.0278,309.4,4.224
27,2014-07-12 12:55:00,4.71,30.041,46.500,17.3,-0.1988,0.0000,25.428,27.284,-0.0278,370.6,4.224
28,2014-07-12 13:00:00,4.71,30.318,45.900,17.4,-0.1988,0.0000,25.453,27.259,-0.0278,58.1,4.224
29,2014-07-12 13:05:00,4.71,29.966,46.500,17.3,-0.1988,0.0000,25.477,27.284,-0.0278,56.9,4.224
30,2014-07-12 13:10:00,4.71,30.142,46.500,17.4,-0.1988,0.0000,25.477,27.259,-0.0278,60.6,4.224
31,2014-07-12 13:15:00,4.71,30.293,47.200,17.8,-0.1988,0.0000,25.501,27.259,-0.0278,59.4,4.224
32,2014-07-12 13:20:00,4.71,30.419,46.400,17.7,-0.1988,0.0000,25.525,27.284,-0.0278,61.9,4.224
33,2014-07-12 13:25:00,4.71,30.722,46.200,17.9,-0.1988,0.0000,25.550,27.333,-0.0278,60.6,4.224
34,2014-07-12 13:30:00,4.71,30.369,46.100,17.5,-0.1988,0.0000,25.574,27.358,-0.0278,63.1,4.224
35,2014-07-12 13:35:00,4.71,30.167,47.000,17.6,-0.1988,0.0000,25.598,27.382,-0.0278,61.9,4.224
36,2014-07-12 13:40:00,4.71,30.773,45.900,17.8,-0.1988,0.0000,25.623,27.382,-0.0278,61.9,4.224
37,2014-07-12 13:45:00,4.71,30.824,45.500,17.7,-0.1988,0.0000,25.647,27.456,-0.0278,78.1,4.224
38,2014-07-12 13:50:00,4.71,31.281,45.000,17.9,-0.1988,0.0000,25.720,27.628,-0.0265,60.6,4.224
39,2014-07-12 13:55:00,4.71,31.382,44.300,17.8,-0.1988,0.0000,25.817,28.122,-0.0265,56.9,4.224
40,2014-07-12 14:00:00,4.71,30.571,45.100,17.3,-0.1988,0.0000,25.914,28.891,-0.0265,56.9,4.224
41,2014-07-12 14:05:00,4.71,30.318,45.700,17.3,-0.1988,0.0000,26.061,29.140,-0.0265,60.6,4.224
42,2014-07-12 14:10:00,4.71,30.773,44.900,17.5,-0.1988,0.0000,26.158,29.090,-0.0265,56.9,4.231
43,2014-07-12 14:15:00,4.71,30.545,45.500,17.5,-0.1988,0.0000,26.256,28.990,-0.0265,55.6,4.231
44,2014-07-12 14:20:00,4.71,30.571,44.900,17.3,-0.1988,0.0000,26.329,28.941,-0.0265,76.9,4.231
45,2014-07-12 14:25:00,4.71,30.520,44.800,17.2,-0.1988,0.0000,26.353,28.965,-0.0265,180.6,4.224
46,2014-07-12 14:30:00,4.71,30.268,45.400,17.2,-0.1988,0.0000,26.378,28.916,-0.0265,120.6,4.224
47,2014-07-12 14:35:00,4.71,30.117,44.800,16.8,-0.1988,0.0000,26.402,28.791,-0.0265,59.4,4.231
48,2014-07-12 14:40:00,4.71,30.041,45.000,16.8,-0.1988,0.0000,26.402,28.667,-0.0265,58.1,4.231
49,2014-07-12 14:45:00,4.71,30.268,44.500,16.9,-0.1988,0.0000,26.402,28.593,-0.0265,54.4,4.231
50,2014-07-12 14:50:00,4.71,30.091,44.800,16.8,-0.1988,0.0000,26.402,28.593,-0.0265,53.1,4.231
51,2014-07-12 14:55:00,4.71,29.890,45.400,16.8,-0.1988,0.0000,26.402,28.617,-0.0265,54.4,4.231
52,2014-07-12 15:00:00,4.71,29.840,46.000,17.0,-0.1988,0.0000,26.402,28.593,-0.0265,48.1,4.231
53,2014-07-12 15:05:00,4.71,29.941,44.800,16.7,-0.1988,0.0000,26.426,28.617,-0.0265,44.4,4.224
54,2014-07-12 15:10:00,4.71,29.815,44.700,16.5,-0.1988,0.0000,26.426,28.667,-0.0265,40.6,4.224
55,2014-07-12 15:15:00,4.12,29.240,45.000,16.1,-0.1988,0.0000,26.451,28.642,-0.0265,40.6,4.224
56,2014-07-12 15:20:00,4.12,28.866,45.600,16.0,-0.1988,0.0000,26.451,28.692,-0.0278,39.4,4.224
57,2014-07-12 15:25:00,4.12,28.617,45.900,15.8,-0.1988,0.0000,26.475,28.717,-0.0265,39.4,4.231
58,2014-07-12 15:30:00,4.12,28.816,45.800,16.0,-0.1988,0.0000,26.500,28.742,-0.0265,34.4,4.224
59,2014-07-12 15:35:00,4.12,28.642,45.600,15.8,-0.1988,0.0000,26.524,28.766,-0.0265,33.1,4.224
60,2014-07-12 15:40:00,4.12,28.468,46.500,15.9,-0.1988,0.0000,26.549,28.916,-0.0265,35.6,4.224
61,2014-07-12 15:45:00,4.12,28.642,46.100,15.9,-0.1988,0.0000,26.573,29.065,-0.0265,35.6,4.224
62,2014-07-12 15:50:00,4.12,28.394,46.500,15.8,-0.1988,0.0000,26.598,29.040,-0.0265,39.4,4.224
63,2014-07-12 15:55:00,4.12,28.667,45.900,15.9,-0.1988,0.0000,26.622,29.040,-0.0265,43.1,4.224
64,2014-07-12 16:00:00,4.12,29.215,44.300,15.8,-0.1988,0.0000,26.671,29.315,-0.0265,39.4,4.224
65,2014-07-12 16:05:00,4.12,28.941,44.900,15.8,-0.1988,0.0000,26.744,29.715,-0.0265,40.6,4.224
66,2014-07-12 16:10:00,4.12,28.791,45.400,15.8,-0.1988,0.0000,26.818,30.091,-0.0265,41.9,4.224
67,2014-07-12 16:15:00,4.12,28.891,45.500,16.0,-0.1988,0.0000,26.940,30.520,-0.0265,41.9,4.224
68,2014-07-12 16:20:00,4.12,29.140,44.400,15.8,-0.1988,0.0000,27.063,30.925,-0.0265,41.9,4.224
69,2014-07-12 16:25:00,4.12,29.140,43.600,15.5,-0.1988,0.0000,27.210,31.281,-0.0265,40.6,4.224
70,2014-07-12 16:30:00,4.12,29.389,42.100,15.2,-0.1988,0.0000,27.333,31.586,-0.0265,39.4,4.224
71,2014-07-12 16:35:00,4.12,29.240,42.300,15.1,-0.1988,0.0000,27.481,31.791,-0.0265,38.1,4.224
72,2014-07-12 16:40:00,4.12,29.090,43.000,15.3,-0.1988,0.0000,27.604,31.893,-0.0259,38.1,4.224
73,2014-07-12 16:45:00,4.12,29.565,42.400,15.5,-0.1988,0.0000,27.677,31.919,-0.0259,36.9,4.224
74,2014-07-12 16:50:00,4.12,29.590,42.100,15.4,-0.1988,0.0000,27.776,31.842,-0.0259,36.9,4.224
75,2014-07-12 16:55:00,4.12,29.165,42.100,15.0,-0.1988,0.0000,27.825,31.740,-0.0259,36.9,4.224
76,2014-07-12 17:00:00,4.12,29.464,42.300,15.3,-0.1988,0.0000,27.850,31.637,-0.0265,36.9,4.224
77,2014-07-12 17:05:00,4.12,29.715,41.500,15.3,-0.1988,0.0000,27.875,31.535,-0.0265,35.6,4.224
78,2014-07-12 17:10:00,4.12,29.765,40.900,15.1,-0.1988,0.0000,27.875,31.357,-0.0265,35.6,4.224
79,2014-07-12 17:15:00,4.12,29.815,41.100,15.2,-0.1988,0.0000,27.850,31.179,-0.0265,35.6,4.224
80,2014-07-12 17:20:00,4.12,29.565,41.700,15.2,-0.1988,0.0000,27.850,31.001,-0.0265,33.1,4.224
81,2014-07-12 17:25:00,4.12,29.490,42.200,15.3,-0.1988,0.0000,27.825,30.798,-0.0265,34.4,4.224
82,2014-07-12 17:30:00,4.12,29.240,42.300,15.1,-0.1988,0.0000,27.776,30.621,-0.0265,33.1,4.224
83,2014-07-12 17:35:00,4.12,29.040,42.800,15.1,-0.1988,0.0000,27.751,30.419,-0.0265,31.9,4.224
84,2014-07-12 17:40:00,4.12,29.015,43.000,15.2,-0.1988,0.0000,27.702,30.243,-0.0265,31.9,4.224
85,2014-07-12 17:45:00,4.12,28.941,43.500,15.3,-0.1988,0.0000,27.653,30.091,-0.0265,26.9,4.224
86,2014-07-12 17:50:00,4.12,28.667,43.100,14.9,-0.1988,0.0000,27.604,29.941,-0.0265,23.1,4.224
87,2014-07-12 17:55:00,4.12,28.221,44.900,15.1,-0.1988,0.0000,27.554,29.790,-0.0278,19.4,4.224
88,2014-07-12 18:00:00,4.12,27.875,46.000,15.2,-0.1988,0.0000,27.505,29.640,-0.0278,11.9,4.224
89,2014-07-12 18:05:00,4.12,27.382,47.200,15.2,-0.1988,0.0000,27.431,29.464,-0.0278,10.6,4.224
90,2014-07-12 18:10:00,4.12,27.038,47.900,15.1,-0.1988,0.0000,27.382,29.290,-0.0278,8.1,4.224
