"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10374983, SEN S/N: 10359313)","RH, % (LGR S/N: 10374983, SEN S/N: 10359313)","DewPt, °C (LGR S/N: 10374983, SEN S/N: 10359313)","Voltage, V (LGR S/N: 10374983, SEN S/N: 10363573)","Current, mA (LGR S/N: 10374983, SEN S/N: 10363573)","Temp, °C (LGR S/N: 10374983, SEN S/N: 10365594, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374983, SEN S/N: 10365595, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374983, SEN S/N: 10374518)","Wetness, % (LGR S/N: 10374983, SEN S/N: 10374912)","Solar Radiation, W/m² (LGR S/N: 10374983, SEN S/N: 10378954)","Batt, V (LGR S/N: 10374983)"
1,2014-12-06 19:15:00,16.534,82.800,13.6,-0.2039,0.0000,20.984,20.960,0.1459,5.88,0.6,4.327
2,2014-12-06 19:20:00,16.415,83.100,13.6,-0.2039,0.0000,20.913,20.913,0.1459,7.06,0.6,4.333
3,2014-12-06 19:25:00,16.177,83.600,13.4,-0.2039,0.0000,20.865,20.841,0.1459,10.00,0.6,4.333
4,2014-12-06 19:30:00,16.010,84.000,13.3,-0.2039,0.0000,20.793,20.793,0.1459,12.94,0.6,4.333
5,2014-12-06 19:35:00,15.867,84.400,13.3,-0.2039,0.0000,20.722,20.746,0.1459,14.12,0.6,4.351
6,2014-12-06 19:40:00,15.796,84.900,13.3,-0.2039,0.0000,20.674,20.698,0.1459,14.12,0.6,4.333
7,2014-12-06 19:45:00,15.676,85.200,13.2,-0.2039,0.0000,20.603,20.650,0.1459,19.41,0.6,4.333
8,2014-12-06 19:50:00,15.581,85.600,13.2,-0.2039,0.0000,20.531,20.603,0.1459,22.94,0.6,4.333
9,2014-12-06 19:55:00,15.652,86.300,13.4,-0.2039,0.0000,20.484,20.555,0.1459,24.12,0.6,4.333
10,2014-12-06 20:00:00,15.581,86.600,13.4,-0.2039,0.0000,20.436,20.507,0.1459,27.65,0.6,4.333
11,2014-12-06 20:05:00,15.390,86.600,13.2,-0.2039,0.0000,20.365,20.484,0.1459,38.82,0.6,4.333
12,2014-12-06 20:10:00,15.199,86.900,13.0,-0.2039,0.0000,20.317,20.436,0.1459,85.88,0.6,4.333
13,2014-12-06 20:15:00,15.055,87.100,12.9,-0.2039,0.0000,20.246,20.388,0.1459,98.24,0.6,4.333
14,2014-12-06 20:20:00,14.960,87.500,12.9,-0.2039,0.0000,20.198,20.341,0.1459,95.88,0.6,4.333
15,2014-12-06 20:25:00,14.984,87.900,13.0,-0.2039,0.0000,20.150,20.293,0.1459,97.65,0.6,4.333
16,2014-12-06 20:30:00,14.864,88.000,12.9,-0.2039,0.0000,20.103,20.269,0.1459,100.00,0.6,4.333
17,2014-12-06 20:35:00,14.768,88.200,12.9,-0.2039,0.0000,20.031,20.222,0.1459,100.00,0.6,4.333
18,2014-12-06 20:40:00,14.768,88.500,12.9,-0.2039,0.0000,19.984,20.174,0.1459,100.00,0.6,4.333
