"#","Date Time, GMT-08:00","Solar Radiation, W/m² (LGR S/N: 10221051, SEN S/N: 10200137)","Voltage, V (LGR S/N: 10221051, SEN S/N: 10200855)","Current, mA (LGR S/N: 10221051, SEN S/N: 10200855)","Wetness, % (LGR S/N: 10221051, SEN S/N: 10205905)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213637)","RH, % (LGR S/N: 10221051, SEN S/N: 10213637)","DewPt, °C (LGR S/N: 10221051, SEN S/N: 10213637)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213732, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10221051, SEN S/N: 10213733, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10221051, SEN S/N: 10222876)","Batt, V (LGR S/N: 10221051)"
1,2013-01-11 15:50:00,171.9,-0.2039,0.0000,0.00,11.832,38.800,-1.7,13.161,13.305,0.2743,4.418
2,2013-01-11 15:55:00,160.6,-0.2039,0.0000,0.00,12.074,38.400,-1.7,13.088,13.281,0.2743,4.393
3,2013-01-11 16:00:00,150.6,-0.2039,0.0000,0.00,12.050,37.800,-1.9,13.040,13.233,0.2743,4.381
4,2013-01-11 16:05:00,119.4,-0.2039,0.0000,0.00,12.001,37.900,-1.9,12.992,13.209,0.2746,4.369
5,2013-01-11 16:10:00,29.4,-0.2039,0.0000,0.00,11.297,39.000,-2.1,12.944,13.185,0.2746,4.369
6,2013-01-11 16:15:00,61.9,-0.2039,0.0000,0.00,11.224,39.700,-2.0,12.896,13.137,0.2746,4.369
7,2013-01-11 16:20:00,23.1,-0.2039,0.0000,0.00,10.761,40.200,-2.2,12.847,13.137,0.2743,4.363
8,2013-01-11 16:25:00,19.4,-0.2039,0.0000,0.00,10.663,41.200,-2.0,12.799,13.088,0.2746,4.363
9,2013-01-11 16:30:00,16.9,-0.2039,0.0000,0.00,10.516,42.500,-1.7,12.727,13.064,0.2756,4.363
10,2013-01-11 16:35:00,14.4,-0.2039,0.0000,0.00,10.492,43.600,-1.4,12.678,13.040,0.2759,4.363
11,2013-01-11 16:40:00,13.1,-0.2039,0.0000,0.00,10.369,44.000,-1.3,12.606,13.016,0.2763,4.363
12,2013-01-11 16:45:00,10.6,-0.2039,0.0000,0.00,10.222,43.100,-1.8,12.534,12.992,0.2763,4.363
13,2013-01-11 16:50:00,8.1,-0.2039,0.0000,0.00,10.124,43.500,-1.7,12.461,12.944,0.2763,4.363
14,2013-01-11 16:55:00,5.6,-0.2039,0.0000,0.00,10.149,43.400,-1.7,12.413,12.920,0.2763,4.363
15,2013-01-11 17:00:00,4.4,-0.2039,0.0000,0.00,10.173,44.300,-1.4,12.340,12.871,0.2749,4.363
16,2013-01-11 17:05:00,1.9,-0.2039,0.0000,0.00,10.198,36.900,-3.9,12.268,12.847,0.2746,4.363
