"#","Date Time, GMT-08:00","Wetness, % (LGR S/N: 10384932, SEN S/N: 10314900)","Temp, °C (LGR S/N: 10384932, SEN S/N: 10359308)","RH, % (LGR S/N: 10384932, SEN S/N: 10359308)","DewPt, °C (LGR S/N: 10384932, SEN S/N: 10359308)","Voltage, V (LGR S/N: 10384932, SEN S/N: 10363598)","Current, mA (LGR S/N: 10384932, SEN S/N: 10363598)","Temp, °C (LGR S/N: 10384932, SEN S/N: 10365541, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10384932, SEN S/N: 10365546, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10384932, SEN S/N: 10374508)","Solar Radiation, W/m² (LGR S/N: 10384932, SEN S/N: 10375644)","Batt, V (LGR S/N: 10384932)"
1,2013-12-07 12:35:00,0.59,11.662,75.800,7.5,-0.2039,0.0000,12.871,12.582,0.1484,131.9,4.140
2,2013-12-07 12:40:00,0.59,11.734,76.800,7.8,-0.2039,0.0000,12.896,12.558,0.1484,74.4,4.140
3,2013-12-07 12:45:00,0.59,11.662,76.700,7.7,-0.2039,0.0000,12.847,12.582,0.1527,133.1,4.140
4,2013-12-07 12:50:00,0.59,11.734,77.200,7.9,-0.2039,0.0000,12.847,12.582,0.1523,104.4,4.152
5,2013-12-07 12:55:00,0.59,11.880,75.900,7.8,-0.2039,0.0000,12.871,12.582,0.1523,128.1,4.152
6,2013-12-07 13:00:00,0.59,12.074,77.400,8.3,-0.2039,0.0000,12.896,12.582,0.1523,115.6,4.152
7,2013-12-07 13:05:00,0.59,12.195,76.700,8.2,-0.2039,0.0000,12.920,12.606,0.1523,86.9,4.152
8,2013-12-07 13:10:00,0.59,12.074,77.200,8.2,-0.2039,0.0000,12.920,12.630,0.1523,93.1,4.152
9,2013-12-07 13:15:00,0.59,12.147,77.200,8.3,-0.2039,0.0000,12.920,12.630,0.1523,89.4,4.152
10,2013-12-07 13:20:00,0.59,12.074,76.800,8.1,-0.2039,0.0000,12.871,12.654,0.1523,38.1,4.152
11,2013-12-07 13:25:00,0.59,12.171,77.700,8.4,-0.2039,0.0000,12.799,12.630,0.1527,65.6,4.152
12,2013-12-07 13:30:00,0.59,12.340,77.400,8.5,-0.2039,0.0000,12.775,12.606,0.1527,50.6,4.152
13,2013-12-07 13:35:00,0.59,12.243,77.000,8.3,-0.2039,0.0000,12.727,12.606,0.1523,31.9,4.146
14,2013-12-07 13:40:00,0.59,12.147,77.700,8.4,-0.2039,0.0000,12.678,12.582,0.1527,61.9,4.146
15,2013-12-07 13:45:00,0.59,12.364,77.700,8.6,-0.2039,0.0000,12.678,12.558,0.1527,93.1,4.152
16,2013-12-07 13:50:00,0.59,12.437,76.900,8.5,-0.2039,0.0000,12.727,12.558,0.1523,51.9,4.152
17,2013-12-07 13:55:00,0.59,12.654,76.300,8.6,-0.2039,0.0000,12.703,12.558,0.1527,74.4,4.152
18,2013-12-07 14:00:00,0.59,12.630,76.300,8.6,-0.2039,0.0000,12.703,12.558,0.1527,109.4,4.152
19,2013-12-07 14:05:00,0.59,12.678,76.200,8.6,-0.2039,0.0000,12.703,12.558,0.1523,55.6,4.152
20,2013-12-07 14:10:00,0.59,12.582,76.000,8.5,-0.2039,0.0000,12.678,12.582,0.1527,61.9,4.152
21,2013-12-07 14:15:00,0.59,12.606,76.600,8.6,-0.2039,0.0000,12.678,12.558,0.1527,54.4,4.152
22,2013-12-07 14:20:00,0.59,12.896,76.800,8.9,-0.2039,0.0000,12.678,12.558,0.1523,91.9,4.152
23,2013-12-07 14:25:00,0.59,12.871,75.600,8.7,-0.2039,0.0000,12.727,12.582,0.1527,89.4,4.152
24,2013-12-07 14:30:00,0.59,12.968,74.700,8.6,-0.2039,0.0000,12.727,12.606,0.1527,100.6,4.152
25,2013-12-07 14:35:00,0.59,13.353,72.800,8.6,-0.2039,0.0000,12.799,12.630,0.1523,31.9,4.152
26,2013-12-07 14:40:00,1.18,13.473,70.900,8.3,-0.2039,0.0000,12.727,12.630,0.1527,203.1,4.152
27,2013-12-07 14:45:00,0.59,13.642,71.000,8.5,-0.2039,0.0000,12.703,12.630,0.1527,143.1,4.152
28,2013-12-07 14:50:00,0.59,13.618,69.600,8.2,-0.2039,0.0000,12.678,12.606,0.1527,64.4,4.152
29,2013-12-07 14:55:00,0.59,13.762,68.900,8.2,-0.2039,0.0000,12.703,12.606,0.1527,44.4,4.152
30,2013-12-07 15:00:00,0.59,13.930,68.500,8.2,-0.2039,0.0000,12.678,12.606,0.1527,61.9,4.152
31,2013-12-07 15:05:00,0.59,14.361,65.000,7.9,-0.2039,0.0000,12.727,12.606,0.1527,76.9,4.152
32,2013-12-07 15:10:00,0.59,14.840,58.200,6.7,-0.2039,0.0000,12.968,12.654,0.1527,76.9,4.152
33,2013-12-07 15:15:00,0.59,14.840,56.200,6.2,-0.2039,0.0000,13.257,12.775,0.1527,65.6,4.170
34,2013-12-07 15:20:00,0.59,14.697,55.500,5.9,-0.2039,0.0000,13.497,12.920,0.1523,59.4,4.152
35,2013-12-07 15:25:00,0.59,14.146,55.400,5.4,-0.2039,0.0000,13.497,13.040,0.1527,59.4,4.152
36,2013-12-07 15:30:00,0.59,14.098,55.300,5.3,-0.2039,0.0000,13.401,13.088,0.1527,38.1,4.152
37,2013-12-07 15:35:00,0.59,14.529,54.300,5.4,-0.2039,0.0000,13.305,13.088,0.1523,53.1,4.152
38,2013-12-07 15:40:00,0.59,14.529,53.900,5.3,-0.2039,0.0000,13.233,13.064,0.1527,41.9,4.152
39,2013-12-07 15:45:00,0.59,14.840,52.700,5.3,-0.2039,0.0000,13.137,13.040,0.1527,54.4,4.152
40,2013-12-07 15:50:00,0.59,14.481,55.900,5.8,-0.2039,0.0000,13.088,13.040,0.1523,96.9,4.152
41,2013-12-07 15:55:00,0.59,14.026,58.200,6.0,-0.2039,0.0000,13.040,12.992,0.1527,28.1,4.152
42,2013-12-07 16:00:00,0.59,13.546,62.800,6.6,-0.2039,0.0000,12.968,12.968,0.1527,16.9,4.152
43,2013-12-07 16:05:00,0.59,13.209,66.100,7.0,-0.2039,0.0000,12.871,12.920,0.1523,29.4,4.152
44,2013-12-07 16:10:00,0.59,12.920,68.800,7.3,-0.2039,0.0000,12.799,12.871,0.1527,25.6,4.152
45,2013-12-07 16:15:00,0.59,12.678,69.600,7.3,-0.2039,0.0000,12.727,12.823,0.1527,18.1,4.146
46,2013-12-07 16:20:00,0.59,12.509,70.900,7.4,-0.2039,0.0000,12.630,12.775,0.1523,13.1,4.152
47,2013-12-07 16:25:00,0.59,12.389,71.000,7.3,-0.2039,0.0000,12.534,12.727,0.1527,8.1,4.152
48,2013-12-07 16:30:00,0.59,12.243,70.500,7.0,-0.2039,0.0000,12.461,12.654,0.1527,6.9,4.152
49,2013-12-07 16:35:00,0.59,12.122,71.800,7.2,-0.2039,0.0000,12.389,12.606,0.1527,4.4,4.146
50,2013-12-07 16:40:00,1.18,11.953,72.300,7.1,-0.2039,0.0000,12.292,12.534,0.1527,3.1,4.146
51,2013-12-07 16:45:00,1.18,11.734,73.700,7.2,-0.2039,0.0000,12.219,12.485,0.1527,1.9,4.146
52,2013-12-07 16:50:00,1.18,11.710,75.000,7.4,-0.2039,0.0000,12.147,12.437,0.1527,0.6,4.146
53,2013-12-07 16:55:00,1.18,11.589,75.300,7.4,-0.2039,0.0000,12.050,12.364,0.1527,0.6,4.146
54,2013-12-07 17:00:00,1.18,11.516,75.100,7.3,-0.2039,0.0000,11.953,12.316,0.1527,0.6,4.140
55,2013-12-07 17:05:00,0.59,11.516,74.800,7.2,-0.2039,0.0000,11.953,12.243,0.1527,0.6,4.140
56,2013-12-07 17:10:00,1.18,11.516,74.400,7.1,-0.2039,0.0000,11.904,12.195,0.1527,0.6,4.140
57,2013-12-07 17:15:00,1.76,11.297,75.000,7.0,-0.2039,0.0000,11.856,12.171,0.1532,0.6,4.140
58,2013-12-07 17:20:00,1.18,11.321,75.600,7.2,-0.2039,0.0000,11.807,12.122,0.1527,0.6,4.140
59,2013-12-07 17:25:00,1.76,11.297,75.700,7.2,-0.2039,0.0000,11.759,12.074,0.1527,0.6,4.140
60,2013-12-07 17:30:00,2.35,11.151,76.200,7.1,-0.2039,0.0000,11.710,12.050,0.1532,0.6,4.140
61,2013-12-07 17:35:00,1.76,11.248,76.500,7.3,-0.2039,0.0000,11.662,12.001,0.1527,0.6,4.140
62,2013-12-07 17:40:00,1.18,11.710,75.100,7.5,-0.2039,0.0000,11.613,11.953,0.1532,0.6,4.140
63,2013-12-07 17:45:00,2.35,11.443,75.200,7.2,-0.2039,0.0000,11.565,11.929,0.1532,0.6,4.140
64,2013-12-07 17:50:00,1.76,11.127,75.200,6.9,-0.2039,0.0000,11.540,11.904,0.1527,0.6,4.140
65,2013-12-07 17:55:00,1.18,11.370,74.700,7.1,-0.2039,0.0000,11.492,11.856,0.1532,0.6,4.140
66,2013-12-07 18:00:00,1.18,11.443,74.700,7.1,-0.2039,0.0000,11.467,11.832,0.1532,0.6,4.140
67,2013-12-07 18:05:00,0.59,11.394,73.300,6.8,-0.2039,0.0000,11.419,11.783,0.1532,0.6,4.140
68,2013-12-07 18:10:00,0.00,11.370,64.300,4.9,-0.2039,0.0000,11.370,11.759,0.1532,0.6,4.140
69,2013-12-07 18:15:00,0.00,11.370,58.200,3.5,-0.2039,0.0000,11.273,11.710,0.1532,0.6,4.140
70,2013-12-07 18:20:00,0.00,11.346,56.300,3.0,-0.2039,0.0000,11.175,11.662,0.1532,0.6,4.140
71,2013-12-07 18:25:00,0.00,11.175,55.000,2.5,-0.2039,0.0000,11.102,11.589,0.1532,0.6,4.140
72,2013-12-07 18:30:00,0.00,11.078,52.400,1.7,-0.2039,0.0000,11.029,11.540,0.1532,0.6,4.140
