"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2014-04-19 11:15:00,-0.2039,0.0000,22.657,54.400,13.0,25.210,24.605,0.0200,2.35,715.6,4.363
2,2014-04-19 11:20:00,-0.2039,0.0000,24.098,53.600,14.1,25.404,24.726,0.0190,2.35,715.6,4.321
3,2014-04-19 11:25:00,-0.2039,0.0000,23.064,52.600,12.9,25.695,24.895,0.0200,1.76,715.6,4.321
4,2014-04-19 11:30:00,-0.1988,0.0000,23.304,54.400,13.6,25.963,25.089,0.0200,2.35,751.9,4.321
5,2014-04-19 11:35:00,-0.2039,0.0000,22.753,54.500,13.1,26.207,25.307,0.0200,1.76,756.9,4.357
6,2014-04-19 11:40:00,-0.2039,0.0000,22.537,54.500,12.9,26.500,25.525,0.0200,1.76,724.4,4.339
7,2014-04-19 11:45:00,-0.2039,0.0000,23.497,54.000,13.7,26.818,25.744,0.0200,2.35,798.1,4.339
8,2014-04-19 11:50:00,-0.2039,0.0000,23.064,53.900,13.2,27.186,25.987,0.0205,2.35,820.6,4.333
9,2014-04-19 11:55:00,-0.2039,0.0000,23.352,53.300,13.3,27.604,26.353,0.0214,2.35,876.9,4.333
10,2014-04-19 12:00:00,-0.2039,0.0000,24.388,52.300,14.0,27.924,26.695,0.0214,2.35,728.1,4.357
11,2014-04-19 12:05:00,-0.2039,0.0000,23.785,52.500,13.5,28.345,26.989,0.0214,2.35,780.6,4.339
12,2014-04-19 12:10:00,-0.1988,0.0000,22.441,55.600,13.1,28.941,27.358,0.0214,1.76,900.6,4.339
13,2014-04-19 12:15:00,-0.1988,0.0000,23.665,54.400,13.9,29.590,27.850,0.0224,2.35,828.1,4.333
14,2014-04-19 12:20:00,-0.2039,0.0000,24.002,52.500,13.7,30.369,28.493,0.0224,2.35,875.6,4.333
15,2014-04-19 12:25:00,-0.1988,0.0000,23.665,53.400,13.7,31.153,29.190,0.0228,2.35,890.6,4.424
16,2014-04-19 12:30:00,-0.1988,0.0000,23.641,54.400,13.9,31.842,29.890,0.0228,2.35,920.6,4.339
17,2014-04-19 12:35:00,-0.2039,0.0000,24.195,53.600,14.2,32.510,30.520,0.0238,2.35,914.4,4.339
18,2014-04-19 12:40:00,-0.1988,0.0000,23.881,53.500,13.9,33.105,31.128,0.0238,2.35,916.9,4.339
19,2014-04-19 12:45:00,-0.1988,0.0000,24.484,52.100,14.0,33.626,31.663,0.0247,2.35,789.4,4.333
20,2014-04-19 12:50:00,-0.2039,0.0000,23.954,52.600,13.7,34.150,32.150,0.0247,2.35,1008.1,4.363
21,2014-04-19 12:55:00,-0.2039,0.0000,24.944,50.600,14.0,34.651,32.613,0.0247,2.35,745.6,4.351
22,2014-04-19 13:00:00,-0.1988,0.0000,24.460,51.100,13.7,35.102,33.027,0.0252,2.35,835.6,4.339
23,2014-04-19 13:05:00,-0.2039,0.0000,24.919,51.600,14.3,35.448,33.365,0.0261,2.35,906.9,4.339
24,2014-04-19 13:10:00,-0.1988,0.0000,25.574,49.000,14.1,35.797,33.678,0.0261,2.35,890.6,4.333
25,2014-04-19 13:15:00,-0.1988,0.0000,25.331,50.600,14.4,36.119,33.966,0.0270,2.35,881.9,4.333
26,2014-04-19 13:20:00,-0.1988,0.0000,24.557,50.500,13.6,36.335,34.150,0.0270,2.35,754.4,4.333
27,2014-04-19 13:25:00,-0.1988,0.0000,24.243,51.500,13.6,36.471,34.308,0.0270,2.35,888.1,4.345
28,2014-04-19 13:30:00,-0.2039,0.0000,25.647,49.900,14.4,36.606,34.440,0.0274,2.35,768.1,4.339
29,2014-04-19 13:35:00,-0.1988,0.0000,24.895,50.400,13.9,36.769,34.545,0.0274,2.35,844.4,4.339
30,2014-04-19 13:40:00,-0.1988,0.0000,24.605,50.400,13.6,36.905,34.677,0.0283,2.35,770.6,4.333
31,2014-04-19 13:45:00,-0.1988,0.0000,25.355,49.100,13.9,36.987,34.810,0.0283,1.76,754.4,4.333
32,2014-04-19 13:50:00,-0.1988,0.0000,25.113,49.600,13.9,37.069,34.969,0.0283,1.76,871.9,4.369
33,2014-04-19 13:55:00,-0.1988,0.0000,25.307,50.800,14.4,37.233,35.128,0.0288,2.35,823.1,4.339
34,2014-04-19 14:00:00,-0.1988,0.0000,25.598,47.700,13.7,37.453,35.368,0.0288,2.35,870.6,4.339
35,2014-04-19 14:05:00,-0.1988,0.0000,25.793,48.000,14.0,37.728,35.636,0.0288,2.35,784.4,4.333
36,2014-04-19 14:10:00,-0.1988,0.0000,25.137,48.400,13.5,37.949,35.904,0.0297,2.35,906.9,4.333
37,2014-04-19 14:15:00,-0.1988,0.0000,25.186,48.600,13.6,38.282,36.200,0.0306,1.76,920.6,4.333
38,2014-04-19 14:20:00,-0.1988,0.0000,25.331,47.500,13.4,38.728,36.579,0.0306,1.76,839.4,4.345
39,2014-04-19 14:25:00,-0.1988,0.0000,24.363,49.700,13.2,39.177,36.987,0.0306,1.76,909.4,4.339
40,2014-04-19 14:30:00,-0.2039,0.0000,24.774,48.400,13.2,39.573,37.343,0.0306,1.76,878.1,4.339
41,2014-04-19 14:35:00,-0.1988,0.0000,25.283,49.200,13.9,39.943,37.673,0.0310,1.76,876.9,4.333
42,2014-04-19 14:40:00,-0.1988,0.0000,25.671,49.100,14.2,40.372,38.032,0.0310,1.76,860.6,4.333
43,2014-04-19 14:45:00,-0.1988,0.0000,26.378,47.000,14.2,40.775,38.393,0.0310,2.35,849.4,4.333
44,2014-04-19 14:50:00,-0.1988,0.0000,26.158,48.300,14.4,41.210,38.756,0.0319,2.35,836.9,4.351
45,2014-04-19 14:55:00,-0.1988,0.0000,26.329,46.400,13.9,41.619,39.093,0.0310,1.76,821.9,4.339
46,2014-04-19 15:00:00,-0.1988,0.0000,25.186,49.700,14.0,41.942,39.431,0.0319,1.76,806.9,4.333
47,2014-04-19 15:05:00,-0.1988,0.0000,25.793,48.400,14.1,42.119,39.686,0.0319,1.76,798.1,4.333
48,2014-04-19 15:10:00,-0.1988,0.0000,26.036,47.800,14.1,42.297,39.943,0.0319,1.76,786.9,4.333
49,2014-04-19 15:15:00,-0.1988,0.0000,25.987,46.800,13.8,42.386,40.142,0.0319,1.76,776.9,4.333
50,2014-04-19 15:20:00,-0.1988,0.0000,26.085,46.900,13.9,42.356,40.314,0.0328,1.76,761.9,4.339
51,2014-04-19 15:25:00,-0.1988,0.0000,25.307,46.800,13.1,42.238,40.400,0.0328,1.76,753.1,4.339
52,2014-04-19 15:30:00,-0.1988,0.0000,25.137,47.700,13.3,41.972,40.372,0.0328,1.76,740.6,4.333
53,2014-04-19 15:35:00,-0.1988,0.0000,25.453,47.800,13.6,41.648,40.257,0.0328,1.76,639.4,4.333
54,2014-04-19 15:40:00,-0.1988,0.0000,25.477,47.400,13.5,41.385,40.028,0.0328,1.18,721.9,4.333
55,2014-04-19 15:45:00,-0.1988,0.0000,25.307,48.000,13.5,41.268,39.772,0.0328,1.76,708.1,4.339
56,2014-04-19 15:50:00,-0.1988,0.0000,25.040,47.200,13.0,41.298,39.573,0.0328,1.18,696.9,4.333
57,2014-04-19 15:55:00,-0.1988,0.0000,24.871,47.400,12.9,41.414,39.460,0.0328,1.18,684.4,4.333
58,2014-04-19 16:00:00,-0.1988,0.0000,25.089,48.800,13.6,41.560,39.460,0.0328,1.76,674.4,4.333
59,2014-04-19 16:05:00,-0.1988,0.0000,24.823,49.000,13.4,41.678,39.488,0.0328,1.18,648.1,4.345
60,2014-04-19 16:10:00,-0.1988,0.0000,25.355,47.100,13.3,41.766,39.516,0.0328,1.76,673.1,4.333
61,2014-04-19 16:15:00,-0.1988,0.0000,25.186,48.100,13.4,41.854,39.573,0.0319,1.76,655.6,4.345
62,2014-04-19 16:20:00,-0.1988,0.0000,24.871,47.600,13.0,41.942,39.658,0.0319,1.18,629.4,4.333
63,2014-04-19 16:25:00,-0.1988,0.0000,24.629,48.700,13.1,41.972,39.686,0.0310,1.18,576.9,4.333
64,2014-04-19 16:30:00,-0.1988,0.0000,24.146,49.700,13.0,41.913,39.686,0.0310,1.18,533.1,4.333
65,2014-04-19 16:35:00,-0.1988,0.0000,23.521,50.800,12.8,41.825,39.658,0.0306,0.59,303.1,4.333
66,2014-04-19 16:40:00,-0.1988,0.0000,23.593,52.100,13.2,41.531,39.488,0.0306,0.59,138.1,4.333
