"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2015-04-04 09:45:00,-0.2039,0.0000,23.400,24.900,2.2,17.153,17.106,0.0350,2.35,625.6,4.315
2,2015-04-04 09:50:00,-0.2039,0.0000,23.304,24.000,1.6,17.415,17.368,0.0350,0.59,570.6,4.339
3,2015-04-04 09:55:00,-0.2039,0.0000,23.881,23.100,1.6,17.677,17.653,0.0350,0.59,656.9,4.357
4,2015-04-04 10:00:00,-0.2039,0.0000,23.737,22.700,1.2,18.271,18.200,0.0354,0.59,675.6,4.357
5,2015-04-04 10:05:00,-0.2039,0.0000,23.930,22.800,1.4,19.579,19.579,0.0354,1.18,680.6,4.351
6,2015-04-04 10:10:00,-0.2039,0.0000,25.574,22.300,2.5,21.056,21.103,0.0363,1.18,706.9,4.339
7,2015-04-04 10:15:00,-0.2039,0.0000,25.768,20.400,1.4,22.513,22.585,0.0371,0.59,723.1,4.339
8,2015-04-04 10:20:00,-0.2039,0.0000,25.598,20.900,1.6,23.881,24.002,0.0375,0.59,734.4,4.333
9,2015-04-04 10:25:00,-0.2039,0.0000,25.598,20.800,1.5,25.186,25.355,0.0384,0.59,754.4,4.345
10,2015-04-04 10:30:00,-0.2039,0.0000,26.940,21.100,2.8,26.402,26.598,0.0392,0.59,770.6,4.357
11,2015-04-04 10:35:00,-0.2039,0.0000,26.989,22.300,3.7,27.456,27.727,0.0401,1.18,781.9,4.339
12,2015-04-04 10:40:00,-0.2039,0.0000,28.667,19.600,3.2,28.320,28.717,0.0413,1.18,796.9,4.333
13,2015-04-04 10:45:00,-0.2039,0.0000,27.677,18.300,1.5,29.015,29.439,0.0413,1.18,753.1,4.333
14,2015-04-04 10:50:00,-0.2039,0.0000,27.235,19.100,1.7,29.365,29.865,0.0421,1.18,824.4,4.345
15,2015-04-04 10:55:00,-0.2039,0.0000,28.543,18.100,2.0,29.414,29.815,0.0421,1.18,836.9,4.339
16,2015-04-04 11:00:00,-0.1988,0.0000,28.816,19.900,3.6,29.315,29.790,0.0421,1.76,848.1,4.333
17,2015-04-04 11:05:00,-0.1988,0.0000,29.315,17.400,2.1,29.115,29.565,0.0425,1.18,863.1,4.327
18,2015-04-04 11:10:00,-0.1988,0.0000,28.941,18.300,2.5,28.916,29.340,0.0425,1.76,870.6,4.363
19,2015-04-04 11:15:00,-0.1988,0.0000,28.791,16.900,1.2,28.766,29.215,0.0425,1.76,883.1,4.339
20,2015-04-04 11:20:00,-0.1988,0.0000,29.515,17.700,2.5,28.593,29.115,0.0425,1.76,894.4,4.339
21,2015-04-04 11:25:00,-0.1988,0.0000,30.672,17.700,3.4,28.468,28.916,0.0434,1.76,905.6,4.333
22,2015-04-04 11:30:00,-0.1988,0.0000,31.459,18.400,4.6,28.369,28.717,0.0434,1.76,914.4,4.357
23,2015-04-04 11:35:00,-0.1988,0.0000,29.890,15.800,1.2,28.369,28.617,0.0434,1.76,924.4,4.363
24,2015-04-04 11:40:00,-0.1988,0.0000,28.667,17.200,1.4,28.667,28.841,0.0434,1.76,934.4,4.339
25,2015-04-04 11:45:00,-0.1988,0.0000,30.293,16.200,1.9,29.240,29.340,0.0434,1.76,936.9,4.333
26,2015-04-04 11:50:00,-0.1988,0.0000,31.408,16.200,2.8,30.142,30.142,0.0434,1.76,949.4,4.333
27,2015-04-04 11:55:00,-0.1988,0.0000,30.041,15.700,1.2,31.382,31.535,0.0434,1.76,963.1,4.327
28,2015-04-04 12:00:00,-0.1988,0.0000,28.345,14.900,-0.8,32.665,32.949,0.0442,1.18,971.9,4.327
29,2015-04-04 12:05:00,-0.1988,0.0000,28.493,15.700,-0.0,33.548,34.255,0.0446,1.18,976.9,4.345
30,2015-04-04 12:10:00,-0.1988,0.0000,27.924,14.900,-1.2,33.783,34.863,0.0454,1.18,988.1,4.339
31,2015-04-04 12:15:00,-0.1988,0.0000,28.394,15.400,-0.4,33.940,35.128,0.0462,1.18,995.6,4.333
32,2015-04-04 12:20:00,-0.1988,0.0000,29.265,16.500,1.3,34.097,35.395,0.0470,1.18,1006.9,4.333
33,2015-04-04 12:25:00,-0.1988,0.0000,28.866,14.800,-0.5,34.202,35.502,0.0470,1.18,1010.6,4.327
34,2015-04-04 12:30:00,-0.1988,0.0000,28.171,15.000,-0.9,34.229,35.555,0.0470,1.18,1015.6,4.363
