"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374977, SEN S/N: 10348620)","Current, mA (LGR S/N: 10374977, SEN S/N: 10348620)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10359300)","RH, % (LGR S/N: 10374977, SEN S/N: 10359300)","DewPt, °C (LGR S/N: 10374977, SEN S/N: 10359300)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365581, LBL: Inside)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365582, LBL: Outside)","Water Content, m³/m³ (LGR S/N: 10374977, SEN S/N: 10374525)","Wetness, % (LGR S/N: 10374977, SEN S/N: 10374902)","Solar Radiation, W/m² (LGR S/N: 10374977, SEN S/N: 10375652)","Batt, V (LGR S/N: 10374977)"
1,2015-01-03 12:45:00,-0.2039,0.0000,14.960,47.800,4.0,10.761,9.829,0.2763,1.18,115.6,4.339
2,2015-01-03 12:50:00,-0.2039,0.0000,15.270,49.000,4.6,11.127,9.977,0.2796,1.18,78.1,4.339
3,2015-01-03 12:55:00,-0.2039,0.0000,15.676,48.400,4.8,11.565,10.222,0.2796,1.18,133.1,4.333
4,2015-01-03 13:00:00,-0.2039,0.0000,15.605,48.500,4.8,12.025,10.492,0.2796,1.18,84.4,4.363
5,2015-01-03 13:05:00,-0.2039,0.0000,16.320,46.200,4.8,12.437,10.687,0.2796,1.18,69.4,4.351
6,2015-01-03 13:10:00,-0.2039,0.0000,16.534,47.100,5.2,12.799,11.005,0.2793,1.18,109.4,4.339
7,2015-01-03 13:15:00,-0.2039,0.0000,16.487,44.900,4.5,13.088,11.224,0.2790,1.18,80.6,4.339
8,2015-01-03 13:20:00,-0.2039,0.0000,16.558,46.100,4.9,13.305,11.419,0.2790,1.18,161.9,4.333
9,2015-01-03 13:25:00,-0.2039,0.0000,17.153,43.100,4.5,13.425,11.589,0.2786,1.18,178.1,4.363
10,2015-01-03 13:30:00,-0.2039,0.0000,16.725,43.500,4.3,13.522,11.710,0.2786,1.18,156.9,4.351
11,2015-01-03 13:35:00,-0.2039,0.0000,16.987,44.700,4.9,13.522,11.807,0.2783,1.18,430.6,4.339
12,2015-01-03 13:40:00,-0.2039,0.0000,17.249,46.100,5.6,13.473,11.929,0.2783,1.18,420.6,4.333
13,2015-01-03 13:45:00,-0.2039,0.0000,17.249,44.300,5.0,13.449,12.025,0.2783,1.18,390.6,4.333
14,2015-01-03 13:50:00,-0.2039,0.0000,16.939,46.100,5.3,13.401,12.098,0.2780,1.18,406.9,4.357
15,2015-01-03 13:55:00,-0.2039,0.0000,17.415,43.900,5.0,13.329,12.147,0.2776,1.18,258.1,4.345
16,2015-01-03 14:00:00,-0.2039,0.0000,16.153,46.000,4.5,13.209,12.195,0.2773,1.18,160.6,4.339
17,2015-01-03 14:05:00,-0.2039,0.0000,16.082,45.100,4.2,13.088,12.195,0.2773,1.18,376.9,4.333
18,2015-01-03 14:10:00,-0.2039,0.0000,16.487,45.900,4.8,12.968,12.147,0.2773,1.18,331.9,4.321
