"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374977, SEN S/N: 10348620)","Current, mA (LGR S/N: 10374977, SEN S/N: 10348620)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10359300)","RH, % (LGR S/N: 10374977, SEN S/N: 10359300)","DewPt, °C (LGR S/N: 10374977, SEN S/N: 10359300)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365581, LBL: Inside)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365582, LBL: Outside)","Water Content, m³/m³ (LGR S/N: 10374977, SEN S/N: 10374525)","Wetness, % (LGR S/N: 10374977, SEN S/N: 10374902)","Solar Radiation, W/m² (LGR S/N: 10374977, SEN S/N: 10375652)","Batt, V (LGR S/N: 10374977)"
1,2014-11-21 12:20:00,-0.2039,0.0000,20.817,49.900,10.0,19.246,17.391,0.1204,1.18,56.9,4.339
2,2014-11-21 12:25:00,-0.2039,0.0000,21.390,50.100,10.6,19.770,17.629,0.1204,1.76,71.9,4.351
3,2014-11-21 12:30:00,-0.2039,0.0000,21.604,49.100,10.5,20.246,17.891,0.1204,1.76,56.9,4.363
4,2014-11-21 12:35:00,-0.2039,0.0000,21.485,48.800,10.3,20.674,18.152,0.1204,1.76,68.1,4.363
5,2014-11-21 12:40:00,-0.2039,0.0000,21.413,49.800,10.5,21.056,18.390,0.1204,1.76,90.6,4.351
6,2014-11-21 12:45:00,-0.2039,0.0000,21.485,48.200,10.1,21.366,18.604,0.1204,1.76,66.9,4.339
7,2014-11-21 12:50:00,-0.2039,0.0000,21.843,48.500,10.5,21.628,18.794,0.1204,1.76,141.9,4.339
8,2014-11-21 12:55:00,-0.2039,0.0000,22.274,46.300,10.2,21.795,18.937,0.1224,1.76,389.4,4.351
9,2014-11-21 13:00:00,-0.2039,0.0000,22.609,46.200,10.5,21.867,19.032,0.1224,1.76,493.1,4.363
10,2014-11-21 13:05:00,-0.2039,0.0000,22.729,45.400,10.3,21.915,19.151,0.1219,1.76,484.4,4.351
