"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10384931, SEN S/N: 10359317)","RH, % (LGR S/N: 10384931, SEN S/N: 10359317)","DewPt, °C (LGR S/N: 10384931, SEN S/N: 10359317)","Voltage, V (LGR S/N: 10384931, SEN S/N: 10363597)","Current, mA (LGR S/N: 10384931, SEN S/N: 10363597)","Temp, °C (LGR S/N: 10384931, SEN S/N: 10365536, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10384931, SEN S/N: 10365540, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10384931, SEN S/N: 10374507)","Wetness, % (LGR S/N: 10384931, SEN S/N: 10374903)","Solar Radiation, W/m² (LGR S/N: 10384931, SEN S/N: 10375655)","Batt, V (LGR S/N: 10384931)"
1,2015-01-27 12:20:00,23.761,51.500,13.2,-0.2039,0.0000,16.582,16.415,0.3399,2.35,615.6,4.345
2,2015-01-27 12:25:00,23.617,51.100,12.9,-0.2039,0.0000,16.630,16.439,0.3371,2.35,625.6,4.351
3,2015-01-27 12:30:00,24.122,49.000,12.8,-0.2039,0.0000,16.654,16.463,0.3384,2.35,630.6,4.345
4,2015-01-27 12:35:00,23.641,48.400,12.1,-0.2039,0.0000,16.701,16.487,0.3393,2.35,631.9,4.369
5,2015-01-27 12:40:00,23.665,47.700,11.9,-0.2039,0.0000,16.749,16.487,0.3371,2.35,629.4,4.363
6,2015-01-27 12:45:00,24.122,46.400,11.9,-0.2039,0.0000,16.773,16.511,0.3384,2.35,633.1,4.357
7,2015-01-27 12:50:00,24.412,45.600,11.9,-0.2039,0.0000,16.820,16.534,0.3393,2.35,603.1,4.351
8,2015-01-27 12:55:00,24.195,46.200,11.9,-0.2039,0.0000,16.868,16.582,0.3371,2.35,641.9,4.351
9,2015-01-27 13:00:00,23.785,45.500,11.3,-0.2039,0.0000,16.915,16.582,0.3389,2.35,626.9,4.393
10,2015-01-27 13:05:00,23.569,46.800,11.6,-0.2039,0.0000,16.963,16.630,0.3399,2.35,630.6,4.363
11,2015-01-27 13:10:00,23.833,46.000,11.5,-0.2039,0.0000,17.011,16.654,0.3371,2.35,626.9,4.357
12,2015-01-27 13:15:00,23.930,46.300,11.7,-0.2039,0.0000,17.034,16.677,0.3389,2.35,638.1,4.351
13,2015-01-27 13:20:00,24.629,45.400,12.1,-0.2039,0.0000,17.082,16.701,0.3399,2.35,624.4,4.351
14,2015-01-27 13:25:00,24.702,45.100,12.0,-0.2039,0.0000,17.106,16.725,0.3371,2.35,628.1,4.345
15,2015-01-27 13:30:00,25.040,44.500,12.1,-0.2039,0.0000,17.153,16.749,0.3389,2.35,618.1,4.375
16,2015-01-27 13:35:00,24.629,44.100,11.6,-0.2039,0.0000,17.201,16.773,0.3399,2.35,629.4,4.363
17,2015-01-27 13:40:00,24.750,45.400,12.2,-0.2039,0.0000,17.225,16.796,0.3371,2.35,635.6,4.381
18,2015-01-27 13:45:00,25.162,43.600,11.9,-0.2039,0.0000,17.272,16.820,0.3389,2.35,619.4,4.351
19,2015-01-27 13:50:00,24.026,44.400,11.2,-0.2039,0.0000,17.320,16.868,0.3399,2.35,621.9,4.351
20,2015-01-27 13:55:00,24.823,44.000,11.8,-0.2039,0.0000,17.368,16.892,0.3371,2.35,620.6,4.351
21,2015-01-27 14:00:00,24.798,42.800,11.3,-0.2039,0.0000,17.415,16.915,0.3389,2.35,614.4,4.369
22,2015-01-27 14:05:00,23.809,47.700,12.1,-0.2039,0.0000,17.463,16.939,0.3399,2.35,605.6,4.363
23,2015-01-27 14:10:00,24.412,48.800,13.0,-0.2039,0.0000,17.510,16.963,0.3371,2.35,595.6,4.357
24,2015-01-27 14:15:00,24.122,49.200,12.8,-0.2039,0.0000,17.534,17.011,0.3389,2.35,594.4,4.351
25,2015-01-27 14:20:00,24.629,48.500,13.1,-0.2039,0.0000,17.582,17.034,0.3399,2.35,588.1,4.351
26,2015-01-27 14:25:00,24.388,47.500,12.5,-0.2039,0.0000,17.629,17.058,0.3376,2.35,579.4,4.345
27,2015-01-27 14:30:00,23.978,49.000,12.6,-0.2039,0.0000,17.677,17.082,0.3389,2.35,569.4,4.369
28,2015-01-27 14:35:00,24.363,48.800,12.9,-0.2039,0.0000,17.724,17.106,0.3399,2.35,565.6,4.363
29,2015-01-27 14:40:00,24.171,49.600,13.0,-0.2039,0.0000,17.772,17.153,0.3376,2.35,559.4,4.357
30,2015-01-27 14:45:00,24.557,49.900,13.4,-0.2039,0.0000,17.819,17.177,0.3389,2.35,549.4,4.351
31,2015-01-27 14:50:00,24.436,48.500,12.9,-0.2039,0.0000,17.867,17.201,0.3376,2.35,541.9,4.351
32,2015-01-27 14:55:00,23.978,49.600,12.8,-0.2039,0.0000,17.915,17.249,0.3389,2.35,528.1,4.351
33,2015-01-27 15:00:00,24.339,49.700,13.2,-0.2039,0.0000,17.962,17.272,0.3403,2.35,521.9,4.381
34,2015-01-27 15:05:00,24.363,49.700,13.2,-0.2039,0.0000,18.010,17.296,0.3376,2.35,514.4,4.363
35,2015-01-27 15:10:00,24.484,49.100,13.1,-0.2039,0.0000,18.081,17.344,0.3393,2.35,504.4,4.357
36,2015-01-27 15:15:00,23.328,49.900,12.3,-0.2039,0.0000,18.105,17.368,0.3403,2.35,491.9,4.351
37,2015-01-27 15:20:00,23.545,50.800,12.8,-0.2039,0.0000,18.176,17.391,0.3376,2.35,433.1,4.351
38,2015-01-27 15:25:00,23.545,50.400,12.7,-0.2039,0.0000,18.224,17.415,0.3389,1.76,473.1,4.351
39,2015-01-27 15:30:00,23.761,50.300,12.8,-0.2039,0.0000,18.271,17.463,0.3399,1.76,464.4,4.393
40,2015-01-27 15:35:00,23.497,49.500,12.3,-0.2039,0.0000,18.295,17.486,0.3376,1.76,359.4,4.363
41,2015-01-27 15:40:00,22.896,50.300,12.0,-0.2039,0.0000,18.343,17.534,0.3389,1.76,299.4,4.357
42,2015-01-27 15:45:00,22.848,51.100,12.2,-0.2039,0.0000,18.366,17.558,0.3399,1.76,330.6,4.351
43,2015-01-27 15:50:00,23.232,50.100,12.3,-0.2039,0.0000,18.390,17.582,0.3376,1.76,230.6,4.351
44,2015-01-27 15:55:00,22.226,50.500,11.5,-0.2039,0.0000,18.414,17.605,0.3389,1.76,220.6,4.351
45,2015-01-27 16:00:00,21.437,52.200,11.2,-0.2039,0.0000,18.438,17.629,0.3399,1.18,88.1,4.357
46,2015-01-27 16:05:00,21.199,53.800,11.5,-0.2039,0.0000,18.438,17.653,0.3376,1.76,66.9,4.357
47,2015-01-27 16:10:00,20.650,54.500,11.2,-0.2039,0.0000,18.461,17.677,0.3376,1.18,69.4,4.351
48,2015-01-27 16:15:00,20.722,55.800,11.6,-0.2039,0.0000,18.461,17.724,0.3389,1.76,203.1,4.351
49,2015-01-27 16:20:00,21.175,55.200,11.9,-0.2039,0.0000,18.461,17.724,0.3399,1.76,160.6,4.351
50,2015-01-27 16:25:00,21.318,55.000,11.9,-0.2039,0.0000,18.461,17.748,0.3376,1.76,258.1,4.357
51,2015-01-27 16:30:00,21.390,55.200,12.1,-0.2039,0.0000,18.461,17.772,0.3376,1.18,199.4,4.363
52,2015-01-27 16:35:00,21.676,54.700,12.2,-0.2039,0.0000,18.438,17.772,0.3389,1.18,229.4,4.357
53,2015-01-27 16:40:00,21.246,55.100,11.9,-0.2039,0.0000,18.438,17.796,0.3399,1.76,160.6,4.351
54,2015-01-27 16:45:00,21.103,55.700,11.9,-0.2039,0.0000,18.438,17.819,0.3376,1.18,156.9,4.351
55,2015-01-27 16:50:00,20.817,56.300,11.8,-0.2039,0.0000,18.438,17.819,0.3376,1.18,159.4,4.363
56,2015-01-27 16:55:00,20.770,56.400,11.8,-0.2039,0.0000,18.414,17.819,0.3384,1.18,70.6,4.357
57,2015-01-27 17:00:00,20.650,56.500,11.7,-0.2039,0.0000,18.414,17.843,0.3399,1.18,60.6,4.351
58,2015-01-27 17:05:00,20.793,55.900,11.7,-0.2039,0.0000,18.390,17.843,0.3376,1.18,98.1,4.351
59,2015-01-27 17:10:00,20.817,55.200,11.5,-0.2039,0.0000,18.390,17.843,0.3376,1.18,131.9,4.369
60,2015-01-27 17:15:00,20.722,55.000,11.4,-0.2039,0.0000,18.390,17.867,0.3389,1.18,74.4,4.357
61,2015-01-27 17:20:00,20.388,55.100,11.1,-0.2039,0.0000,18.366,17.867,0.3393,1.18,68.1,4.351
62,2015-01-27 17:25:00,20.222,55.900,11.2,-0.2039,0.0000,18.343,17.867,0.3376,1.18,34.4,4.357
63,2015-01-27 17:30:00,19.936,56.700,11.1,-0.2039,0.0000,18.343,17.867,0.3376,1.18,29.4,4.351
64,2015-01-27 17:35:00,19.674,57.300,11.0,-0.2039,0.0000,18.319,17.891,0.3389,1.18,23.1,4.351
65,2015-01-27 17:40:00,19.555,57.400,10.9,-0.2039,0.0000,18.319,17.891,0.3399,1.18,28.1,4.351
66,2015-01-27 17:45:00,19.436,57.700,10.9,-0.2039,0.0000,18.295,17.891,0.3403,1.18,23.1,4.351
67,2015-01-27 17:50:00,19.222,58.300,10.9,-0.2039,0.0000,18.295,17.891,0.3403,1.18,15.6,4.351
68,2015-01-27 17:55:00,19.175,58.900,11.0,-0.2039,0.0000,18.271,17.891,0.3403,1.18,14.4,4.351
69,2015-01-27 18:00:00,18.985,59.300,10.9,-0.2039,0.0000,18.247,17.891,0.3408,1.18,10.6,4.351
70,2015-01-27 18:05:00,18.771,60.300,10.9,-0.2039,0.0000,18.247,17.891,0.3403,1.18,8.1,4.351
71,2015-01-27 18:10:00,18.509,61.100,10.9,-0.2039,0.0000,18.224,17.891,0.3403,1.18,5.6,4.351
72,2015-01-27 18:15:00,18.319,62.200,11.0,-0.2039,0.0000,18.200,17.891,0.3403,1.18,4.4,4.351
73,2015-01-27 18:20:00,18.152,63.600,11.2,-0.2039,0.0000,18.176,17.891,0.3403,1.18,1.9,4.351
74,2015-01-27 18:25:00,18.010,65.100,11.4,-0.2039,0.0000,18.176,17.891,0.3403,1.18,0.6,4.351
75,2015-01-27 18:30:00,17.772,66.200,11.4,-0.2039,0.0000,18.129,17.867,0.3403,1.18,0.6,4.351
76,2015-01-27 18:35:00,17.605,67.300,11.5,-0.2039,0.0000,18.129,17.867,0.3403,1.18,0.6,4.351
77,2015-01-27 18:40:00,17.486,68.100,11.6,-0.2039,0.0000,18.105,17.867,0.3403,1.18,0.6,4.351
78,2015-01-27 18:45:00,17.272,68.900,11.5,-0.2039,0.0000,18.081,17.867,0.3403,1.18,0.6,4.351
79,2015-01-27 18:50:00,17.177,70.000,11.7,-0.2039,0.0000,18.057,17.867,0.3376,1.18,0.6,4.351
80,2015-01-27 18:55:00,16.963,70.800,11.6,-0.2039,0.0000,18.033,17.867,0.3371,1.76,0.6,4.351
81,2015-01-27 19:00:00,16.820,71.800,11.7,-0.2039,0.0000,18.010,17.843,0.3384,1.76,0.6,4.351
82,2015-01-27 19:05:00,16.701,73.000,11.9,-0.2039,0.0000,17.986,17.843,0.3393,1.76,0.6,4.351
83,2015-01-27 19:10:00,16.606,73.500,11.9,-0.2039,0.0000,17.962,17.843,0.3403,2.35,0.6,4.345
84,2015-01-27 19:15:00,16.511,74.300,11.9,-0.2039,0.0000,17.938,17.819,0.3376,2.35,0.6,4.345
85,2015-01-27 19:20:00,16.630,75.300,12.3,-0.2039,0.0000,17.915,17.819,0.3371,2.35,0.6,4.345
86,2015-01-27 19:25:00,16.511,75.800,12.2,-0.2039,0.0000,17.891,17.819,0.3389,2.94,0.6,4.345
87,2015-01-27 19:30:00,16.368,76.400,12.2,-0.2039,0.0000,17.867,17.796,0.3393,2.94,0.6,4.345
88,2015-01-27 19:35:00,16.225,77.000,12.2,-0.2039,0.0000,17.843,17.796,0.3403,4.12,0.6,4.345
89,2015-01-27 19:40:00,16.129,77.500,12.2,-0.2039,0.0000,17.819,17.772,0.3376,4.12,0.6,4.345
90,2015-01-27 19:45:00,15.963,77.900,12.1,-0.2039,0.0000,17.796,17.772,0.3371,6.47,0.6,4.345
91,2015-01-27 19:50:00,15.772,78.600,12.1,-0.2039,0.0000,17.772,17.772,0.3384,9.41,0.6,4.345
92,2015-01-27 19:55:00,15.676,79.200,12.1,-0.2039,0.0000,17.748,17.748,0.3393,11.76,0.6,4.345
93,2015-01-27 20:00:00,15.700,80.000,12.3,-0.2039,0.0000,17.748,17.748,0.3403,11.76,0.6,4.345
94,2015-01-27 20:05:00,15.581,80.400,12.2,-0.2039,0.0000,17.724,17.724,0.3376,14.12,0.6,4.345
95,2015-01-27 20:10:00,15.676,80.900,12.4,-0.2039,0.0000,17.701,17.724,0.3371,15.29,0.6,4.345
96,2015-01-27 20:15:00,15.700,81.200,12.5,-0.2039,0.0000,17.677,17.724,0.3384,16.47,0.6,4.345
97,2015-01-27 20:20:00,15.557,81.400,12.4,-0.2039,0.0000,17.653,17.701,0.3389,18.24,0.6,4.345
98,2015-01-27 20:25:00,15.557,82.000,12.5,-0.2039,0.0000,17.629,17.677,0.3399,20.59,0.6,4.345
99,2015-01-27 20:30:00,15.461,82.400,12.5,-0.2039,0.0000,17.605,17.677,0.3403,30.59,0.6,4.345
100,2015-01-27 20:35:00,15.557,82.700,12.6,-0.2039,0.0000,17.582,17.653,0.3403,35.88,0.6,4.363
101,2015-01-27 20:40:00,15.390,82.700,12.5,-0.2039,0.0000,17.558,17.653,0.3403,50.59,0.6,4.345
102,2015-01-27 20:45:00,15.605,83.200,12.8,-0.2039,0.0000,17.558,17.629,0.3399,37.65,0.6,4.345
103,2015-01-27 20:50:00,15.438,83.200,12.6,-0.2039,0.0000,17.534,17.629,0.3403,50.00,0.6,4.345
104,2015-01-27 20:55:00,15.175,83.300,12.4,-0.2039,0.0000,17.510,17.629,0.3403,76.47,0.6,4.345
105,2015-01-27 21:00:00,15.079,83.400,12.3,-0.2039,0.0000,17.486,17.605,0.3403,78.82,0.6,4.345
106,2015-01-27 21:05:00,15.031,84.100,12.4,-0.2039,0.0000,17.463,17.582,0.3403,82.35,0.6,4.345
