"#","Date Time, GMT-08:00","Voltage, V (LGR S/N: 10374977, SEN S/N: 10348620)","Current, mA (LGR S/N: 10374977, SEN S/N: 10348620)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10359300)","RH, % (LGR S/N: 10374977, SEN S/N: 10359300)","DewPt, °C (LGR S/N: 10374977, SEN S/N: 10359300)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365581, LBL: Inside)","Temp, °C (LGR S/N: 10374977, SEN S/N: 10365582, LBL: Outside)","Water Content, m³/m³ (LGR S/N: 10374977, SEN S/N: 10374525)","Wetness, % (LGR S/N: 10374977, SEN S/N: 10374902)","Solar Radiation, W/m² (LGR S/N: 10374977, SEN S/N: 10375652)","Batt, V (LGR S/N: 10374977)"
1,2014-04-18 09:35:00,-0.2039,0.0000,18.010,67.000,11.8,19.579,18.747,0.0738,3.53,181.9,4.321
2,2014-04-18 09:40:00,-0.2039,0.0000,17.891,67.700,11.9,19.651,18.794,0.0745,2.35,181.9,4.369
3,2014-04-18 09:45:00,-0.2039,0.0000,17.962,67.500,11.9,19.746,18.818,0.0738,2.35,199.4,4.351
4,2014-04-18 09:50:00,-0.2039,0.0000,18.081,66.000,11.6,19.841,18.889,0.0738,2.35,254.4,4.339
5,2014-04-18 09:55:00,-0.2039,0.0000,18.533,66.100,12.1,19.984,18.937,0.0738,2.35,279.4,4.339
6,2014-04-18 10:00:00,-0.2039,0.0000,18.699,64.800,12.0,20.174,18.985,0.0745,2.35,275.6,4.333
7,2014-04-18 10:05:00,-0.2039,0.0000,18.889,63.700,11.9,20.341,19.080,0.0738,2.35,245.6,4.345
8,2014-04-18 10:10:00,-0.2039,0.0000,18.652,64.400,11.8,20.460,19.151,0.0738,2.35,221.9,4.345
9,2014-04-18 10:15:00,-0.2039,0.0000,18.747,64.600,12.0,20.555,19.199,0.0745,1.76,218.1,4.339
10,2014-04-18 10:20:00,-0.2039,0.0000,18.604,63.800,11.6,20.627,19.270,0.0745,1.76,200.6,4.333
11,2014-04-18 10:25:00,-0.2039,0.0000,18.842,64.600,12.0,20.698,19.341,0.0738,2.35,198.1,4.363
12,2014-04-18 10:30:00,-0.2039,0.0000,19.127,63.700,12.1,20.770,19.389,0.0738,2.35,233.1,4.351
13,2014-04-18 10:35:00,-0.2039,0.0000,19.151,63.400,12.1,20.865,19.460,0.0738,2.35,228.1,4.339
14,2014-04-18 10:40:00,-0.2039,0.0000,18.985,62.800,11.8,20.984,19.532,0.0738,1.76,213.1,4.333
15,2014-04-18 10:45:00,-0.2039,0.0000,19.651,62.700,12.4,21.103,19.579,0.0738,2.35,200.6,4.333
16,2014-04-18 10:50:00,-0.2039,0.0000,19.270,62.000,11.8,21.199,19.651,0.0738,1.76,218.1,4.345
17,2014-04-18 10:55:00,-0.2039,0.0000,19.793,61.800,12.3,21.270,19.722,0.0738,1.76,235.6,4.345
18,2014-04-18 11:00:00,-0.2039,0.0000,19.936,61.500,12.3,21.366,19.793,0.0738,2.35,259.4,4.339
19,2014-04-18 11:05:00,-0.2039,0.0000,19.936,60.600,12.1,21.509,19.841,0.0738,2.35,294.4,4.333
20,2014-04-18 11:10:00,-0.2039,0.0000,20.507,60.300,12.6,21.652,19.912,0.0738,2.35,261.9,4.345
21,2014-04-18 11:15:00,-0.2039,0.0000,20.841,57.900,12.3,21.795,20.007,0.0738,2.35,280.6,4.345
22,2014-04-18 11:20:00,-0.2039,0.0000,19.960,59.000,11.7,21.915,20.079,0.0738,1.76,248.1,4.339
23,2014-04-18 11:25:00,-0.2039,0.0000,20.174,59.700,12.1,21.963,20.150,0.0738,1.76,268.1,4.339
24,2014-04-18 11:30:00,-0.2039,0.0000,20.293,59.600,12.2,22.011,20.222,0.0738,2.35,285.6,4.339
25,2014-04-18 11:35:00,-0.2039,0.0000,19.888,60.400,12.0,22.154,20.293,0.0738,1.76,261.9,4.345
26,2014-04-18 11:40:00,-0.2039,0.0000,19.674,61.300,12.0,22.274,20.341,0.0738,1.76,239.4,4.339
27,2014-04-18 11:45:00,-0.2039,0.0000,20.484,61.000,12.7,22.393,20.436,0.0738,1.76,260.6,4.351
28,2014-04-18 11:50:00,-0.2039,0.0000,21.199,59.200,12.9,22.753,20.531,0.0738,2.35,333.1,4.339
29,2014-04-18 11:55:00,-0.2039,0.0000,21.390,57.400,12.6,23.328,20.674,0.0738,2.35,400.6,4.333
30,2014-04-18 12:00:00,-0.2039,0.0000,21.437,54.700,12.0,23.881,20.889,0.0738,2.35,341.9,4.363
31,2014-04-18 12:05:00,-0.2039,0.0000,21.772,54.000,12.1,24.484,21.127,0.0738,2.35,335.6,4.351
32,2014-04-18 12:10:00,-0.2039,0.0000,21.628,54.700,12.1,24.992,21.390,0.0745,2.35,231.9,4.339
33,2014-04-18 12:15:00,-0.2039,0.0000,21.604,54.700,12.1,25.307,21.652,0.0745,1.76,204.4,4.339
34,2014-04-18 12:20:00,-0.2039,0.0000,21.390,53.900,11.7,25.283,21.867,0.0745,2.35,394.4,4.333
35,2014-04-18 12:25:00,-0.2039,0.0000,22.250,53.200,12.3,25.525,22.011,0.0745,2.35,383.1,4.363
36,2014-04-18 12:30:00,-0.2039,0.0000,23.112,49.800,12.1,26.134,22.202,0.0752,2.94,410.6,4.351
37,2014-04-18 12:35:00,-0.2039,0.0000,22.082,52.100,11.8,26.842,22.465,0.0752,2.35,191.9,4.339
38,2014-04-18 12:40:00,-0.2039,0.0000,22.681,50.700,12.0,27.210,22.753,0.0752,2.35,541.9,4.339
39,2014-04-18 12:45:00,-0.2039,0.0000,23.857,49.100,12.5,27.579,22.992,0.0752,2.94,830.6,4.333
40,2014-04-18 12:50:00,-0.2039,0.0000,24.122,47.600,12.3,28.196,23.280,0.0752,2.94,870.6,4.544
41,2014-04-18 12:55:00,-0.2039,0.0000,23.930,46.700,11.9,28.841,23.569,0.0758,2.94,866.9,4.363
42,2014-04-18 13:00:00,-0.2039,0.0000,23.761,46.300,11.6,29.490,23.905,0.0758,2.94,844.4,4.351
43,2014-04-18 13:05:00,-0.2039,0.0000,23.713,49.200,12.4,30.091,24.267,0.0758,2.94,419.4,4.339
44,2014-04-18 13:10:00,-0.2039,0.0000,23.761,45.900,11.4,30.444,24.605,0.0762,2.94,819.4,4.339
45,2014-04-18 13:15:00,-0.2039,0.0000,23.689,47.100,11.8,30.722,24.895,0.0762,2.94,814.4,4.333
46,2014-04-18 13:20:00,-0.2039,0.0000,24.629,45.600,12.1,31.128,25.186,0.0768,2.94,820.6,4.387
47,2014-04-18 13:25:00,-0.2039,0.0000,24.726,45.100,12.0,31.561,25.453,0.0768,2.94,800.6,4.357
48,2014-04-18 13:30:00,-0.2039,0.0000,23.857,45.400,11.4,31.944,25.720,0.0762,2.94,795.6,4.345
49,2014-04-18 13:35:00,-0.2039,0.0000,24.074,46.600,12.0,32.227,25.987,0.0768,2.94,781.9,4.339
50,2014-04-18 13:40:00,-0.2039,0.0000,24.291,48.900,12.9,32.484,26.231,0.0768,2.94,754.4,4.333
51,2014-04-18 13:45:00,-0.2039,0.0000,25.331,48.600,13.7,32.742,26.451,0.0775,2.94,801.9,4.351
52,2014-04-18 13:50:00,-0.2039,0.0000,24.098,49.700,13.0,32.975,26.646,0.0768,2.94,631.9,4.369
53,2014-04-18 13:55:00,-0.2039,0.0000,22.920,52.100,12.6,33.131,26.842,0.0775,2.35,588.1,4.351
