"#","Date Time, GMT-07:00","Wetness, % (LGR S/N: 10374971, SEN S/N: 10205904)","Solar Radiation, W/m² (LGR S/N: 10374971, SEN S/N: 10208649)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10213738, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10222767, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374971, SEN S/N: 10222870)","Voltage, V (LGR S/N: 10374971, SEN S/N: 10348616)","Current, mA (LGR S/N: 10374971, SEN S/N: 10348616)","Temp, °C (LGR S/N: 10374971, SEN S/N: 10359304)","RH, % (LGR S/N: 10374971, SEN S/N: 10359304)","DewPt, °C (LGR S/N: 10374971, SEN S/N: 10359304)","Batt, V (LGR S/N: 10374971)"
1,2014-01-25 11:46:44,0.59,25.6,14.314,14.002,0.1416,-0.1988,0.0000,20.984,26.400,1.0,4.098
2,2014-01-25 11:51:44,0.59,29.4,14.361,14.002,0.1416,-0.1988,0.0000,21.294,26.700,1.4,4.098
3,2014-01-25 11:56:44,0.59,28.1,14.385,14.026,0.1450,-0.1988,0.0000,21.366,25.200,0.7,4.098
4,2014-01-25 12:01:44,0.59,30.6,14.433,14.050,0.1425,-0.1988,0.0000,21.485,24.700,0.5,4.098
5,2014-01-25 12:06:44,0.59,29.4,14.481,14.074,0.1455,-0.1988,0.0000,21.724,25.100,0.9,4.098
6,2014-01-25 12:11:44,0.59,33.1,14.505,14.098,0.1434,-0.1988,0.0000,22.250,25.100,1.4,4.110
7,2014-01-25 12:16:44,0.59,40.6,14.577,14.098,0.1434,-0.1988,0.0000,22.058,24.200,0.7,4.116
8,2014-01-25 12:21:44,0.59,33.1,14.649,14.122,0.1434,-0.1988,0.0000,22.369,24.600,1.2,4.116
9,2014-01-25 12:26:44,0.59,38.1,14.721,14.146,0.1434,-0.1988,0.0000,23.040,23.800,1.3,4.122
10,2014-01-25 12:31:44,0.59,36.9,14.768,14.170,0.1434,-0.1988,0.0000,23.232,23.800,1.4,4.122
11,2014-01-25 12:36:44,0.59,46.9,14.840,14.218,0.1430,-0.1988,0.0000,23.280,23.800,1.5,4.128
12,2014-01-25 12:41:44,0.59,51.9,14.888,14.242,0.1434,-0.1988,0.0000,23.112,23.400,1.1,4.128
13,2014-01-25 12:46:44,0.59,58.1,14.936,14.266,0.1430,-0.1988,0.0000,23.040,23.300,1.0,4.128
14,2014-01-25 12:51:44,0.59,68.1,14.984,14.290,0.1434,-0.1988,0.0000,23.352,23.500,1.4,4.140
15,2014-01-25 12:56:44,0.59,78.1,15.031,14.314,0.1434,-0.1988,0.0000,23.448,24.100,1.8,4.140
16,2014-01-25 13:01:44,0.59,66.9,15.103,14.361,0.1434,-0.1988,0.0000,23.737,24.000,2.0,4.146
17,2014-01-25 13:06:44,0.59,54.4,15.151,14.385,0.1434,-0.1988,0.0000,23.545,23.000,1.2,4.140
18,2014-01-25 13:11:44,0.59,44.4,15.223,14.409,0.1434,-0.1988,0.0000,23.497,24.100,1.8,4.140
19,2014-01-25 13:16:44,0.59,36.9,15.270,14.457,0.1434,-0.1988,0.0000,23.472,23.700,1.6,4.140
20,2014-01-25 13:21:44,0.59,36.9,15.342,14.481,0.1430,-0.1988,0.0000,23.472,23.700,1.6,4.140
21,2014-01-25 13:26:44,0.59,64.4,15.414,14.529,0.1434,-0.1988,0.0000,23.593,25.200,2.5,4.146
22,2014-01-25 13:31:44,0.59,74.4,15.461,14.553,0.1441,-0.1988,0.0000,23.665,24.900,2.4,4.152
23,2014-01-25 13:36:44,0.59,80.6,15.509,14.601,0.1434,-0.1988,0.0000,23.833,25.000,2.6,4.152
24,2014-01-25 13:41:44,0.59,249.4,15.581,14.625,0.1434,-0.1988,0.0000,23.761,24.700,2.4,4.152
25,2014-01-25 13:46:44,0.59,284.4,15.629,14.673,0.1434,-0.1988,0.0000,23.833,25.300,2.8,4.164
26,2014-01-25 13:51:44,0.59,214.4,15.676,14.697,0.1441,-0.1988,0.0000,24.026,24.900,2.7,4.182
27,2014-01-25 13:56:44,0.00,284.4,15.748,14.745,0.1441,-0.1988,0.0000,24.146,23.800,2.2,4.164
28,2014-01-25 14:01:44,0.00,459.4,15.796,14.768,0.1441,-0.1988,0.0000,24.339,23.800,2.4,4.170
29,2014-01-25 14:06:44,0.00,333.1,15.867,14.816,0.1434,-0.1988,0.0000,24.726,22.600,2.0,4.182
30,2014-01-25 14:11:44,0.00,446.9,15.939,14.840,0.1441,-0.1988,0.0000,25.404,23.000,2.8,4.170
31,2014-01-25 14:16:44,0.00,301.9,16.010,14.888,0.1434,-0.1988,0.0000,24.992,22.800,2.3,4.164
32,2014-01-25 14:21:44,0.00,61.9,16.082,14.936,0.1441,-0.1988,0.0000,24.653,23.100,2.2,4.158
33,2014-01-25 14:26:44,0.00,55.6,16.153,14.960,0.1441,-0.1988,0.0000,24.581,23.200,2.2,4.158
34,2014-01-25 14:31:44,0.00,43.1,16.225,15.008,0.1434,-0.1988,0.0000,24.847,25.000,3.5,4.158
35,2014-01-25 14:36:44,0.00,40.6,16.272,15.055,0.1434,-0.1988,0.0000,24.508,31.700,6.6,4.158
36,2014-01-25 14:41:44,0.00,39.4,16.344,15.103,0.1434,-0.1988,0.0000,24.074,33.900,7.2,4.152
37,2014-01-25 14:46:44,0.00,34.4,16.392,15.127,0.1441,-0.1988,0.0000,23.761,32.700,6.4,4.152
38,2014-01-25 14:51:44,0.59,43.1,16.463,15.175,0.1441,-0.1988,0.0000,23.809,33.800,6.9,4.158
39,2014-01-25 14:56:44,0.59,39.4,16.487,15.223,0.1441,-0.1988,0.0000,23.593,34.800,7.2,4.152
40,2014-01-25 15:01:44,0.00,35.6,16.534,15.270,0.1434,-0.1988,0.0000,23.328,36.400,7.6,4.152
41,2014-01-25 15:06:44,0.59,31.9,16.582,15.294,0.1434,-0.1988,0.0000,23.617,35.100,7.3,4.152
42,2014-01-25 15:11:44,0.59,30.6,16.630,15.342,0.1441,-0.1988,0.0000,23.545,33.800,6.7,4.152
43,2014-01-25 15:16:44,0.59,29.4,16.677,15.366,0.1441,-0.1988,0.0000,23.472,33.700,6.6,4.152
44,2014-01-25 15:21:44,0.59,29.4,16.701,15.414,0.1434,-0.1988,0.0000,23.112,35.500,7.0,4.152
45,2014-01-25 15:26:44,0.59,29.4,16.749,15.438,0.1434,-0.1988,0.0000,23.160,33.800,6.4,4.152
46,2014-01-25 15:31:44,0.59,29.4,16.820,15.485,0.1441,-0.1988,0.0000,23.136,35.500,7.1,4.152
47,2014-01-25 15:36:44,0.59,28.1,16.915,15.509,0.1441,-0.1988,0.0000,23.184,36.200,7.4,4.152
48,2014-01-25 15:41:44,0.59,30.6,16.987,15.557,0.1441,-0.1988,0.0000,23.256,35.500,7.2,4.152
49,2014-01-25 15:46:44,0.59,26.9,17.082,15.605,0.1434,-0.1988,0.0000,23.064,34.100,6.4,4.152
50,2014-01-25 15:51:44,0.59,26.9,17.153,15.652,0.1441,-0.1988,0.0000,23.184,34.500,6.7,4.152
51,2014-01-25 15:56:44,0.59,26.9,17.201,15.676,0.1441,-0.1988,0.0000,23.016,34.500,6.5,4.152
52,2014-01-25 16:01:44,0.59,26.9,17.225,15.724,0.1441,-0.1988,0.0000,23.088,34.800,6.7,4.152
53,2014-01-25 16:06:44,0.59,26.9,17.272,15.772,0.1441,-0.1988,0.0000,22.992,34.300,6.4,4.152
54,2014-01-25 16:11:44,0.59,26.9,17.296,15.819,0.1441,-0.1988,0.0000,22.992,33.400,6.0,4.152
55,2014-01-25 16:16:44,0.59,26.9,17.320,15.843,0.1441,-0.1988,0.0000,22.848,34.400,6.3,4.152
56,2014-01-25 16:21:44,0.59,25.6,17.320,15.867,0.1441,-0.1988,0.0000,22.848,34.000,6.2,4.152
57,2014-01-25 16:26:44,0.59,21.9,17.344,15.915,0.1441,-0.1988,0.0000,22.681,34.600,6.3,4.152
58,2014-01-25 16:31:44,0.59,20.6,17.368,15.939,0.1441,-0.1988,0.0000,22.465,35.300,6.4,4.152
59,2014-01-25 16:36:44,0.59,23.1,17.368,15.963,0.1441,-0.1988,0.0000,22.321,35.800,6.5,4.152
60,2014-01-25 16:41:44,0.59,20.6,17.391,15.986,0.1434,-0.1988,0.0000,22.202,36.100,6.5,4.152
61,2014-01-25 16:46:44,0.59,24.4,17.391,16.010,0.1441,-0.1988,0.0000,22.154,35.600,6.2,4.152
62,2014-01-25 16:51:44,0.00,20.6,17.391,16.034,0.1434,-0.1988,0.0000,21.915,34.600,5.6,4.152
63,2014-01-25 16:56:44,0.00,19.4,17.391,16.058,0.1434,-0.1988,0.0000,21.724,34.400,5.4,4.152
64,2014-01-25 17:01:44,0.00,16.9,17.391,16.058,0.1441,-0.1988,0.0000,21.342,34.300,5.0,4.152
65,2014-01-25 17:06:44,0.00,10.6,17.391,16.082,0.1455,-0.1988,0.0000,21.079,33.200,4.3,4.152
