"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10374985, SEN S/N: 10359299)","RH, % (LGR S/N: 10374985, SEN S/N: 10359299)","DewPt, °C (LGR S/N: 10374985, SEN S/N: 10359299)","Voltage, V (LGR S/N: 10374985, SEN S/N: 10363574)","Current, mA (LGR S/N: 10374985, SEN S/N: 10363574)","Temp, °C (LGR S/N: 10374985, SEN S/N: 10365587, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10374985, SEN S/N: 10365601, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10374985, SEN S/N: 10374526)","Wetness, % (LGR S/N: 10374985, SEN S/N: 10374914)","Solar Radiation, W/m² (LGR S/N: 10374985, SEN S/N: 10378952)","Batt, V (LGR S/N: 10374985)"
1,2014-12-27 13:20:00,14.002,29.900,-3.3,-0.2039,0.0000,5.668,5.360,0.2646,0.00,78.1,4.327
2,2014-12-27 13:25:00,14.074,26.900,-4.7,-0.2039,0.0000,5.821,5.437,0.2646,0.00,205.6,4.327
3,2014-12-27 13:30:00,14.050,28.700,-3.8,-0.2039,0.0000,5.975,5.565,0.2650,0.00,54.4,4.327
4,2014-12-27 13:35:00,13.882,27.100,-4.7,-0.2039,0.0000,6.179,5.668,0.2650,0.00,101.9,4.333
5,2014-12-27 13:40:00,14.074,27.100,-4.6,-0.2039,0.0000,6.408,5.796,0.2646,0.00,98.1,4.339
6,2014-12-27 13:45:00,14.074,26.600,-4.8,-0.2039,0.0000,6.636,5.924,0.2646,0.00,139.4,4.345
7,2014-12-27 13:50:00,14.361,27.400,-4.2,-0.2039,0.0000,6.889,6.077,0.2646,0.00,121.9,4.381
8,2014-12-27 13:55:00,14.098,26.800,-4.7,-0.2039,0.0000,7.091,6.255,0.2646,0.00,101.9,4.351
9,2014-12-27 14:00:00,13.858,26.700,-5.0,-0.2039,0.0000,7.242,6.408,0.2646,0.00,78.1,4.339
10,2014-12-27 14:05:00,13.618,31.600,-2.9,-0.2039,0.0000,7.343,6.535,0.2646,0.00,40.6,4.339
11,2014-12-27 14:10:00,13.377,32.000,-3.0,-0.2039,0.0000,7.368,6.661,0.2646,0.00,95.6,4.333
12,2014-12-27 14:15:00,13.762,29.600,-3.7,-0.2039,0.0000,7.393,6.763,0.2650,0.00,103.1,4.339
13,2014-12-27 14:20:00,14.074,29.600,-3.4,-0.2039,0.0000,7.444,6.839,0.2646,0.00,94.4,4.345
14,2014-12-27 14:25:00,14.266,27.800,-4.1,-0.2039,0.0000,7.494,6.914,0.2646,0.00,71.9,4.345
15,2014-12-27 14:30:00,14.218,27.500,-4.3,-0.2039,0.0000,7.544,6.990,0.2646,0.00,90.6,4.345
16,2014-12-27 14:35:00,14.314,26.800,-4.5,-0.2039,0.0000,7.569,7.066,0.2650,0.00,108.1,4.345
17,2014-12-27 14:40:00,14.314,26.500,-4.7,-0.2039,0.0000,7.594,7.116,0.2650,0.00,46.9,4.339
18,2014-12-27 14:45:00,13.786,26.400,-5.2,-0.2039,0.0000,7.619,7.167,0.2646,0.00,36.9,4.333
19,2014-12-27 14:50:00,13.377,28.900,-4.3,-0.2039,0.0000,7.619,7.242,0.2646,0.00,44.4,4.333
20,2014-12-27 14:55:00,13.858,27.900,-4.4,-0.2039,0.0000,7.619,7.268,0.2642,0.00,46.9,4.327
21,2014-12-27 15:00:00,13.786,28.400,-4.2,-0.2039,0.0000,7.594,7.293,0.2646,0.00,35.6,4.321
22,2014-12-27 15:05:00,13.473,29.200,-4.1,-0.2039,0.0000,7.619,7.318,0.2646,0.00,40.6,4.321
23,2014-12-27 15:10:00,13.810,28.300,-4.2,-0.2039,0.0000,7.619,7.343,0.2642,0.00,38.1,4.315
24,2014-12-27 15:15:00,13.642,28.600,-4.2,-0.2039,0.0000,7.619,7.368,0.2646,0.00,30.6,4.315
25,2014-12-27 15:20:00,13.666,27.200,-4.9,-0.2039,0.0000,7.619,7.393,0.2646,0.00,30.6,4.309
26,2014-12-27 15:25:00,13.353,28.500,-4.5,-0.2039,0.0000,7.619,7.419,0.2642,0.00,35.6,4.303
27,2014-12-27 15:30:00,13.714,28.200,-4.4,-0.2039,0.0000,7.594,7.444,0.2642,0.00,29.4,4.303
28,2014-12-27 15:35:00,13.449,29.600,-3.9,-0.2039,0.0000,7.594,7.444,0.2646,0.00,28.1,4.303
29,2014-12-27 15:40:00,13.449,29.300,-4.1,-0.2039,0.0000,7.594,7.469,0.2642,0.00,28.1,4.297
30,2014-12-27 15:45:00,13.425,29.400,-4.1,-0.2039,0.0000,7.619,7.494,0.2642,0.00,40.6,4.303
31,2014-12-27 15:50:00,13.714,28.200,-4.4,-0.2039,0.0000,7.619,7.494,0.2642,0.00,26.9,4.297
32,2014-12-27 15:55:00,14.074,27.100,-4.6,-0.2039,0.0000,7.594,7.494,0.2642,0.00,25.6,4.297
33,2014-12-27 16:00:00,13.305,29.800,-4.0,-0.2039,0.0000,7.594,7.519,0.2642,0.00,33.1,4.297
34,2014-12-27 16:05:00,13.401,28.300,-4.6,-0.2039,0.0000,7.569,7.519,0.2642,0.00,21.9,4.291
35,2014-12-27 16:10:00,12.122,32.200,-4.0,-0.2039,0.0000,7.544,7.544,0.2642,0.00,16.9,4.291
36,2014-12-27 16:15:00,11.929,33.700,-3.5,-0.2039,0.0000,7.544,7.544,0.2642,0.00,16.9,4.291
37,2014-12-27 16:20:00,12.678,31.500,-3.8,-0.2039,0.0000,7.494,7.544,0.2642,0.00,15.6,4.291
38,2014-12-27 16:25:00,12.920,30.500,-4.0,-0.2039,0.0000,7.469,7.519,0.2642,0.00,14.4,4.291
39,2014-12-27 16:30:00,13.137,30.900,-3.6,-0.2039,0.0000,7.419,7.519,0.2642,0.00,14.4,4.291
40,2014-12-27 16:35:00,12.799,34.500,-2.5,-0.2039,0.0000,7.419,7.519,0.2639,0.00,15.6,4.291
41,2014-12-27 16:40:00,11.904,35.500,-2.9,-0.2039,0.0000,7.393,7.494,0.2642,0.00,14.4,4.291
42,2014-12-27 16:45:00,12.582,33.900,-2.9,-0.2039,0.0000,7.368,7.494,0.2646,0.00,14.4,4.291
43,2014-12-27 16:50:00,12.823,33.400,-2.9,-0.2039,0.0000,7.343,7.494,0.2639,0.00,13.1,4.291
44,2014-12-27 16:55:00,12.847,33.000,-3.0,-0.2039,0.0000,7.318,7.469,0.2639,0.00,11.9,4.285
45,2014-12-27 17:00:00,11.759,35.800,-2.9,-0.2039,0.0000,7.293,7.469,0.2642,0.00,10.6,4.285
46,2014-12-27 17:05:00,12.050,35.100,-2.9,-0.2039,0.0000,7.268,7.444,0.2639,0.00,9.4,4.291
47,2014-12-27 17:10:00,11.224,38.800,-2.3,-0.2039,0.0000,7.242,7.444,0.2642,0.00,9.4,4.285
48,2014-12-27 17:15:00,11.734,37.300,-2.4,-0.2039,0.0000,7.217,7.444,0.2639,0.00,8.1,4.285
49,2014-12-27 17:20:00,11.589,37.500,-2.4,-0.2039,0.0000,7.167,7.419,0.2639,0.00,8.1,4.285
50,2014-12-27 17:25:00,11.516,37.900,-2.3,-0.2039,0.0000,7.142,7.393,0.2639,0.00,6.9,4.285
51,2014-12-27 17:30:00,10.810,39.400,-2.4,-0.2039,0.0000,7.116,7.393,0.2642,0.00,5.6,4.285
52,2014-12-27 17:35:00,10.001,42.600,-2.1,-0.2039,0.0000,7.066,7.368,0.2642,0.00,4.4,4.285
53,2014-12-27 17:40:00,10.565,40.600,-2.3,-0.2039,0.0000,7.041,7.343,0.2642,0.00,4.4,4.285
54,2014-12-27 17:45:00,9.657,44.500,-1.8,-0.2039,0.0000,6.990,7.343,0.2642,0.00,3.1,4.285
55,2014-12-27 17:50:00,9.361,45.800,-1.7,-0.2039,0.0000,6.940,7.318,0.2639,0.00,1.9,4.291
56,2014-12-27 17:55:00,9.903,44.800,-1.5,-0.2039,0.0000,6.889,7.293,0.2642,0.00,0.6,4.315
57,2014-12-27 18:00:00,9.805,45.600,-1.4,-0.2039,0.0000,6.839,7.242,0.2639,0.00,0.6,4.285
58,2014-12-27 18:05:00,9.731,45.600,-1.4,-0.2039,0.0000,6.788,7.242,0.2642,0.00,0.6,4.285
