"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10374969, SEN S/N: 10348614)","Current, mA (LGR S/N: 10374969, SEN S/N: 10348614)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10359311)","RH, % (LGR S/N: 10374969, SEN S/N: 10359311)","DewPt, °C (LGR S/N: 10374969, SEN S/N: 10359311)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365545, LBL: 5 cm)","Temp, °C (LGR S/N: 10374969, SEN S/N: 10365591, LBL: 1 cm)","Water Content, m³/m³ (LGR S/N: 10374969, SEN S/N: 10374509)","Wetness, % (LGR S/N: 10374969, SEN S/N: 10374907)","Solar Radiation, W/m² (LGR S/N: 10374969, SEN S/N: 10375654)","Batt, V (LGR S/N: 10374969)"
1,2014-03-08 11:40:00,-0.2039,0.0000,26.378,24.900,4.7,19.436,20.317,0.2475,3.53,781.9,4.321
2,2014-03-08 11:45:00,-0.2039,0.0000,26.744,25.400,5.3,19.960,20.793,0.2475,4.12,784.4,4.345
3,2014-03-08 11:50:00,-0.1988,0.0000,26.573,24.000,4.4,20.531,21.366,0.2471,3.53,794.4,4.333
4,2014-03-08 11:55:00,-0.1988,0.0000,27.382,23.800,4.9,21.056,21.891,0.2468,4.12,803.1,4.327
5,2014-03-08 12:00:00,-0.1988,0.0000,27.382,22.500,4.1,21.604,22.465,0.2464,4.12,811.9,4.321
6,2014-03-08 12:05:00,-0.1988,0.0000,27.579,23.200,4.7,22.106,22.944,0.2460,4.12,811.9,4.363
7,2014-03-08 12:10:00,-0.1988,0.0000,27.481,24.000,5.1,22.561,23.376,0.2456,4.12,820.6,4.333
8,2014-03-08 12:15:00,-0.1988,0.0000,26.769,22.300,3.5,22.872,23.521,0.2452,4.12,818.1,4.333
9,2014-03-08 12:20:00,-0.1988,0.0000,27.505,23.000,4.5,22.824,23.304,0.2445,3.53,441.9,4.327
10,2014-03-08 12:25:00,-0.1988,0.0000,26.793,22.900,3.9,22.633,23.064,0.2445,2.94,156.9,4.321
11,2014-03-08 12:30:00,-0.1988,0.0000,25.987,23.600,3.6,22.441,22.729,0.2441,2.35,241.9,4.333
12,2014-03-08 12:35:00,-0.1988,0.0000,26.061,22.200,2.8,22.202,22.321,0.2437,1.76,138.1,4.339
13,2014-03-08 12:40:00,-0.1988,0.0000,25.841,22.300,2.7,21.867,21.867,0.2437,1.76,728.1,4.333
14,2014-03-08 12:45:00,-0.1988,0.0000,26.182,20.900,2.1,21.676,21.772,0.2437,2.35,408.1,4.333
15,2014-03-08 12:50:00,-0.1988,0.0000,26.426,21.600,2.8,21.557,21.604,0.2434,2.35,246.9,4.339
16,2014-03-08 12:55:00,-0.2039,0.0000,26.085,21.100,2.1,21.581,21.819,0.2434,2.35,394.4,4.339
17,2014-03-08 13:00:00,-0.2039,0.0000,26.158,21.000,2.1,21.604,21.819,0.2434,1.76,71.9,4.363
18,2014-03-08 13:05:00,-0.1988,0.0000,26.085,21.500,2.4,21.509,21.557,0.2430,1.18,108.1,4.333
19,2014-03-08 13:10:00,-0.1988,0.0000,26.256,21.200,2.3,21.294,21.199,0.2425,1.18,88.1,4.333
20,2014-03-08 13:15:00,-0.2039,0.0000,26.402,20.900,2.3,21.056,20.960,0.2430,1.18,59.4,4.345
21,2014-03-08 13:20:00,-0.2039,0.0000,26.231,21.200,2.3,20.889,20.793,0.2421,1.18,101.9,4.333
22,2014-03-08 13:25:00,-0.2039,0.0000,26.085,20.900,2.0,20.770,20.698,0.2425,1.18,59.4,4.333
23,2014-03-08 13:30:00,-0.2039,0.0000,26.329,20.900,2.2,20.650,20.579,0.2421,1.18,116.9,4.333
24,2014-03-08 13:35:00,-0.1988,0.0000,26.134,22.900,3.3,20.555,20.412,0.2421,1.18,110.6,4.339
25,2014-03-08 13:40:00,-0.2039,0.0000,26.036,22.900,3.3,20.388,20.198,0.2421,1.18,94.4,4.345
26,2014-03-08 13:45:00,-0.2039,0.0000,26.182,22.500,3.1,20.246,20.055,0.2421,1.18,95.6,4.339
27,2014-03-08 13:50:00,-0.2039,0.0000,26.207,22.000,2.8,20.103,19.936,0.2421,1.18,113.1,4.333
28,2014-03-08 13:55:00,-0.2039,0.0000,26.085,21.800,2.6,19.984,19.770,0.2421,1.76,160.6,4.333
29,2014-03-08 14:00:00,-0.2039,0.0000,26.451,21.400,2.6,19.841,19.627,0.2421,1.76,98.1,4.339
30,2014-03-08 14:05:00,-0.2039,0.0000,26.231,20.900,2.1,19.746,19.555,0.2418,1.18,138.1,4.339
31,2014-03-08 14:10:00,-0.2039,0.0000,26.426,20.900,2.3,19.651,19.460,0.2418,1.18,278.1,4.339
32,2014-03-08 14:15:00,-0.2039,0.0000,26.207,20.500,1.8,19.555,19.341,0.2421,1.18,209.4,4.333
33,2014-03-08 14:20:00,-0.2039,0.0000,26.378,19.900,1.6,19.413,19.175,0.2418,1.18,213.1,4.333
34,2014-03-08 14:25:00,-0.2039,0.0000,26.426,20.800,2.2,19.294,19.032,0.2418,1.76,128.1,4.339
35,2014-03-08 14:30:00,-0.2039,0.0000,26.500,20.000,1.7,19.175,18.913,0.2418,1.76,114.4,4.339
36,2014-03-08 14:35:00,-0.2039,0.0000,26.818,21.200,2.8,19.080,18.866,0.2414,1.76,460.6,4.339
37,2014-03-08 14:40:00,-0.2039,0.0000,27.014,20.400,2.4,19.032,18.818,0.2414,1.18,605.6,4.333
38,2014-03-08 14:45:00,-0.2039,0.0000,27.333,20.800,3.0,18.985,18.866,0.2418,1.76,524.4,4.333
39,2014-03-08 14:50:00,-0.2039,0.0000,28.122,20.000,3.1,19.056,19.175,0.2414,2.35,761.9,4.363
40,2014-03-08 14:55:00,-0.2039,0.0000,28.617,20.300,3.7,19.294,19.651,0.2414,2.35,755.6,4.339
41,2014-03-08 15:00:00,-0.2039,0.0000,28.717,19.100,2.9,19.436,19.817,0.2418,2.35,744.4,4.333
42,2014-03-08 15:05:00,-0.2039,0.0000,27.825,20.300,3.0,19.508,19.793,0.2410,2.35,731.9,4.333
43,2014-03-08 15:10:00,-0.1988,0.0000,29.015,19.500,3.4,19.532,19.817,0.2414,2.35,724.4,4.333
44,2014-03-08 15:15:00,-0.1988,0.0000,27.801,19.000,2.1,19.627,19.888,0.2414,2.35,716.9,4.339
45,2014-03-08 15:20:00,-0.1988,0.0000,29.265,18.200,2.7,19.698,20.007,0.2410,2.35,696.9,4.333
46,2014-03-08 15:25:00,-0.1988,0.0000,28.270,18.900,2.4,19.793,20.126,0.2410,2.35,700.6,4.333
47,2014-03-08 15:30:00,-0.1988,0.0000,29.290,20.400,4.3,19.936,20.388,0.2410,2.35,631.9,4.333
