"#","Date Time, GMT-07:00","Voltage, V (LGR S/N: 10214686, SEN S/N: 10200841)","Current, mA (LGR S/N: 10214686, SEN S/N: 10200841)","Wetness, % (LGR S/N: 10214686, SEN S/N: 10205910)","Solar Radiation, W/m² (LGR S/N: 10214686, SEN S/N: 10208648)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213639)","RH, % (LGR S/N: 10214686, SEN S/N: 10213639)","DewPt, °C (LGR S/N: 10214686, SEN S/N: 10213639)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213734, LBL: 1 cm deep)","Temp, °C (LGR S/N: 10214686, SEN S/N: 10213735, LBL: 5 cm deep)","Water Content, m³/m³ (LGR S/N: 10214686, SEN S/N: 10222877)","Batt, V (LGR S/N: 10214686)"
1,2015-02-27 14:20:02,-0.2039,0.0000,10.59,65.6,16.677,69.100,11.0,17.011,16.987,0.1143,4.369
2,2015-02-27 14:25:02,-0.1988,0.0000,0.00,54.4,16.511,67.600,10.5,17.034,17.011,0.1143,4.345
3,2015-02-27 14:30:02,-0.1988,0.0000,0.00,38.1,16.320,68.600,10.6,17.034,17.011,0.1138,4.345
4,2015-02-27 14:35:02,-0.1988,0.0000,0.00,35.6,16.249,68.500,10.5,17.034,17.034,0.1143,4.345
5,2015-02-27 14:40:02,-0.1988,0.0000,0.00,46.9,16.129,69.400,10.5,17.034,17.034,0.1143,4.345
6,2015-02-27 14:45:02,-0.1988,0.0000,0.00,84.4,16.201,69.900,10.7,17.034,17.034,0.1138,4.363
7,2015-02-27 14:50:02,-0.1988,0.0000,0.00,81.9,16.320,70.700,11.0,17.034,17.034,0.1138,4.393
8,2015-02-27 14:55:02,-0.1988,0.0000,0.00,130.6,16.320,71.700,11.2,17.034,17.034,0.1138,4.418
9,2015-02-27 15:00:02,-0.1988,0.0000,0.00,100.6,16.368,73.000,11.5,17.034,17.034,0.1138,4.418
10,2015-02-27 15:05:02,-0.1988,0.0000,0.00,88.1,16.201,74.900,11.8,17.034,17.034,0.1138,4.442
11,2015-02-27 15:10:02,-0.1988,0.0000,0.00,50.6,16.225,75.300,11.9,17.034,17.034,0.1138,4.400
12,2015-02-27 15:15:02,-0.1988,0.0000,0.00,63.1,16.129,75.200,11.8,17.034,17.034,0.1138,4.393
13,2015-02-27 15:20:02,-0.2039,0.0000,0.00,80.6,16.058,74.800,11.6,17.034,17.034,0.1138,4.387
14,2015-02-27 15:25:02,-0.2039,0.0000,0.00,96.9,16.106,76.400,12.0,17.034,17.034,0.1138,4.381
15,2015-02-27 15:30:02,-0.2039,0.0000,0.00,94.4,16.249,76.700,12.2,17.034,17.034,0.1138,4.375
16,2015-02-27 15:35:02,-0.2039,0.0000,0.00,99.4,16.034,77.000,12.0,17.034,17.034,0.1138,4.400
17,2015-02-27 15:40:02,-0.2039,0.0000,0.00,113.1,15.939,77.200,12.0,17.034,17.034,0.1138,4.393
18,2015-02-27 15:45:02,-0.1988,0.0000,0.00,80.6,16.153,76.700,12.1,17.034,17.034,0.1138,4.381
19,2015-02-27 15:50:02,-0.2039,0.0000,0.00,35.6,16.034,76.800,12.0,17.034,17.058,0.1138,4.375
20,2015-02-27 15:55:02,-0.1988,0.0000,0.00,51.9,15.772,77.200,11.8,17.034,17.058,0.1138,4.369
21,2015-02-27 16:00:02,-0.1988,0.0000,0.00,36.9,15.867,77.800,12.0,17.034,17.058,0.1138,4.393
22,2015-02-27 16:05:02,-0.1988,0.0000,0.00,65.6,15.796,77.500,11.9,17.034,17.058,0.1138,4.393
23,2015-02-27 16:10:02,-0.1988,0.0000,0.00,69.4,15.915,77.400,12.0,17.034,17.058,0.1138,4.393
24,2015-02-27 16:15:02,-0.1988,0.0000,0.00,53.1,16.082,77.300,12.1,17.034,17.058,0.1138,4.393
25,2015-02-27 16:20:02,-0.2039,0.0000,0.00,49.4,16.106,76.600,12.0,17.034,17.058,0.1138,4.381
26,2015-02-27 16:25:02,-0.1988,0.0000,0.00,76.9,16.082,77.100,12.1,17.034,17.058,0.1138,4.375
27,2015-02-27 16:30:02,-0.2039,0.0000,0.00,90.6,16.272,77.300,12.3,17.034,17.058,0.1133,4.381
28,2015-02-27 16:35:02,-0.1988,0.0000,0.00,143.1,16.725,75.200,12.3,17.034,17.058,0.1138,4.400
29,2015-02-27 16:40:02,-0.2039,0.0000,0.00,128.1,16.701,74.100,12.1,17.034,17.058,0.1138,4.393
30,2015-02-27 16:45:02,-0.1988,0.0000,0.00,123.1,16.987,73.600,12.3,17.034,17.058,0.1138,4.387
31,2015-02-27 16:50:02,-0.1988,0.0000,0.00,133.1,16.677,74.200,12.1,17.034,17.082,0.1138,4.381
32,2015-02-27 16:55:02,-0.1988,0.0000,0.00,110.6,16.701,74.400,12.1,17.034,17.082,0.1138,4.369
33,2015-02-27 17:00:02,-0.1988,0.0000,0.00,29.4,16.106,76.000,11.9,17.034,17.082,0.1133,4.369
34,2015-02-27 17:05:02,-0.2039,0.0000,0.00,34.4,15.652,77.700,11.8,17.058,17.082,0.1133,4.375
